,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
ATF6 (ATF6-alpha) activates chaperone genes,1.4863804250481134,0.23817592838829205,0.05025020208193913,0.010484427856887007,1.0386942437133848,0.07105414508792367,0.35168823717112574,0.019056595024825016,0.5038158911316212,0.692016167648691,0.0205705867406578
Striated Muscle Contraction,0.047121860520855395,0.009553694194714593,0.003421377546818572,0.12489553343094242,0.0014349646310368783,0.007403968271295445,0.3506978585849077,0.1850318644684236,0.0709487777445108,0.20905985349324643,0.01618948511114512
Regulation of cholesterol biosynthesis by SREBP (SREBF),0.03976961763171211,0.06147846660788887,0.20352810060762855,0.024590580973776557,0.18881884479188069,0.17881578152088987,0.35046211036607494,0.12761408759293238,0.16295019940165836,0.006926475189698801,0.011572518879454664
Heme degradation,0.09570363412366528,0.17445326213967305,0.5276246291406929,0.026115960118080407,0.05504204576044744,0.04051798963705419,0.35035507657581993,0.005733590713796253,0.037387791188020617,0.15303117621881868,0.0205705867406578
Transcription of the HIV genome,0.6768386146981125,0.3245564003700786,0.7724970215044618,1.1676588056641244,0.05727086279637806,0.4119922767151363,0.3497910077505999,0.019759111073356497,0.030516063692681818,0.05712713462688093,0.0205705867406578
Presynaptic nicotinic acetylcholine receptors,0.02421262171953335,0.2124378044310128,0.32165473827066293,0.0851617464398604,0.00315705677336736,0.04482431247085288,0.34631603681865925,0.2611478067745005,0.11779600599196711,0.24707352370028487,0.007124279107210465
Interleukin-20 family signaling,0.1514515929270487,0.19630903746442832,0.29486188909193445,0.029304117404357795,0.9823251812976678,0.32680482171973846,0.3462274827599097,0.045358872336605495,0.0021719036314468954,1.5897099998526463,0.0205705867406578
FGFR4 ligand binding and activation,0.010793529958633039,0.2688496929625045,0.017622319314628904,0.01464487848391491,0.11385923758859039,0.332326030817519,0.3433688338253461,0.019759111073356497,0.07233744764337852,0.1688807056782485,0.00448481198252406
SRP-dependent cotranslational protein targeting to membrane,0.11265429156257846,0.1348330070994001,0.1849096965789847,0.20659032439466915,0.07697717769514037,0.1386325587340892,0.3433688338253461,0.06072170556624165,0.030516063692681818,0.030331417706986465,0.000780073602809898
Signaling by NTRKs,0.007134288673778556,0.1644063777848338,1.1526321876982988,0.004676516651840152,0.010965951118341942,0.007403968271295445,0.3433688338253461,0.27347297595488534,0.022999568433832,0.20905985349324643,0.011572518879454664
MyD88 deficiency (TLR2/4),1.169726908928487,0.08871569804298865,0.3914989840622545,0.08054528924036547,0.5880440695234219,0.2075706730590841,0.34333327482355863,0.07260973089054908,0.2403214094954082,1.7085654606563532,0.0205705867406578
Sodium/Calcium exchangers,0.14065260697253998,0.18572542445311563,0.5647588585739556,0.03946658470290005,0.05727086279637806,0.002631390474816518,0.34322956088998036,0.38587706787895437,0.12830067808927476,0.03637247750608986,0.44808320974494403
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,0.08129763650035093,0.06875189185267176,0.5647588585739556,0.05312718462401749,0.003195532268689114,0.010979271135016051,0.34075526270037526,0.1684776194069005,0.18857016876048116,0.6132095289019032,0.0205705867406578
Listeria monocytogenes entry into host cells,0.20527187040751538,0.03836359705615339,0.08417304169867508,0.015299220139496321,0.19190978138098608,0.20040928505805922,0.34075526270037526,0.11626269037454064,0.03966664782335072,0.06853882453270094,0.00448481198252406
RNA Polymerase III Transcription Initiation From Type 1 Promoter,0.15688561791014533,0.1892000289056314,1.9727941182831765,0.1687153323905266,0.09058743407727335,1.0633097073248896,0.34075526270037526,0.16182276061534803,0.030516063692681818,0.11115124099077353,0.0205705867406578
Sialic acid metabolism,0.04118982545665593,0.06509445657135693,1.2206387605332651,2.8426452374634024,1.2050761033177733,4.376300447478171,0.3356471784234686,0.05868925762185237,0.1399395740819826,1.47264587753792,0.007124279107210465
Glyoxylate metabolism and glycine degradation,0.08163132685916479,0.013047512811047953,0.022246154132181895,0.07184197459242558,0.07160120469450396,0.0327978382948883,0.3356471784234686,0.3816472912155308,0.02707184018599678,0.25008344000553756,0.0205705867406578
Processing of Capped Intronless Pre-mRNA,0.1760319002388093,0.07138732883035367,0.6115470582591449,0.1800242794469958,0.05550904549365685,0.029410205326927008,0.3356471784234686,0.030682395683755394,0.18244751271326473,0.02923658724807649,0.0205705867406578
Interleukin-37 signaling,0.11265429156257846,0.03836359705615339,2.8245715793788735,0.04935723733725322,0.9384499602680699,2.712250062161052,0.3356471784234686,0.5250921936042087,0.049644312236087305,1.2333727077144778,0.0205705867406578
IRAK4 deficiency (TLR2/4),1.131748615454389,0.09161275115818072,0.38667217486234173,0.08124738889867857,0.563048593777915,0.200070477046121,0.3356471784234686,0.06673227098187792,0.25476301903827775,1.7386296041745757,0.0205705867406578
Golgi Associated Vesicle Biogenesis,0.01096798839178034,0.06567152611574525,1.1452654781350204,0.0851617464398604,0.00315705677336736,0.16302489185861926,0.33384039314188163,0.05868925762185237,0.14023654333014582,0.15853823696871286,0.011572518879454664
ER to Golgi Anterograde Transport,0.007134288673778556,0.09310379479451489,0.3186105509471039,0.1687153323905266,0.06869643076652253,0.1377895441831579,0.3332841751261632,0.16182276061534803,0.016483215094468654,0.09760298843128645,0.0205705867406578
ERBB2 Regulates Cell Motility,0.11829664816532938,0.09882270970747001,0.4489766200832334,1.0802024540128505,0.07805594017291743,1.036684029584512,0.3329193181795515,0.007988302421787842,0.2534311626668898,0.11809519377929084,0.00448481198252406
Activated NTRK2 signals through RAS,0.03801668216320852,0.06128980885775927,1.1008596142558502,0.30330404583843024,0.07160120469450396,0.4233700202159217,0.3312085857432945,0.16182276061534803,0.11779600599196711,0.009979053554508226,0.02016188346434391
O-linked glycosylation of mucins,0.19554965992322243,0.2183265664601937,0.7314956139074849,0.08622004276009768,0.39694170308221083,0.16486562825517534,0.33112872149850564,0.19965535170631638,0.16333678373311367,0.13962582701390572,0.0205705867406578
Signaling by FGFR4 in disease,0.03341768320570917,0.03410327831374718,0.9139403815151352,0.18750612400339942,0.029342464197359815,0.36408949293179116,0.3310983122541526,0.08316221021130012,0.017055125385196546,0.030915781641455656,0.011572518879454664
C-type lectin receptors (CLRs),0.026215080083671367,0.09347108299901245,1.3950802778111402,0.024496086340915657,0.7152802676858082,0.8437003147783524,0.32993079016205185,0.05868925762185237,0.0029921751429898328,0.17678560565536913,0.005831053643913295
Condensation of Prometaphase Chromosomes,0.4290432158728899,0.29304305589002777,0.15425049447087683,0.7766622917427245,0.11097215726715728,1.0577900591158365,0.3297058166870063,0.1572547663478673,0.039074679248526166,0.11115124099077353,0.007124279107210465
Inwardly rectifying K+ channels,0.04845889255674163,0.3937037921938002,0.3056643977582422,0.028756422522189837,0.23325746619420945,0.06509430404021026,0.3289740289921768,0.013339858185958677,0.005102950457907122,0.02734788838247437,0.0205705867406578
Cargo recognition for clathrin-mediated endocytosis,0.08163132685916479,0.09882270970747001,0.6261816960934048,0.04935723733725322,0.02059570061899338,0.04053034639116536,0.3289740289921768,0.22166555981921987,0.07715099259865056,0.23849924831654967,0.0205705867406578
Coenzyme A biosynthesis,0.3656844093755072,0.12395594410105504,0.7362175154404718,0.4746536915704713,0.07102775383582882,0.05482294530971993,0.3265288563061577,0.05943186575875113,0.0586262897676913,0.31263878642115883,0.007124279107210465
Gastrin-CREB signalling pathway via PKC and MAPK,0.43620482214880485,0.4199030198252431,3.292632305932241,0.08547006878229026,0.5880440695234219,2.162985358149676,0.3265288563061577,0.2743677087528944,0.02115224372853759,0.7837205032258662,0.0205705867406578
Phospholipase C-mediated cascade; FGFR4,0.01096798839178034,0.2688496929625045,0.017622319314628904,0.01464487848391491,0.1135873016027539,0.34268943483931186,0.3265288563061577,0.01933650173723378,0.07180435893200297,0.17063485771736073,0.00448481198252406
Digestion,0.0947041176082045,0.11203609292237385,0.5755794680513759,0.08923723514296657,0.08339269206808164,0.02326990265976139,0.32594236526502196,0.5801314631485301,0.359662119307571,0.25190440001025016,0.007124279107210465
Interleukin-21 signaling,0.3171815744145279,0.08050290209015411,0.2584953175920947,0.04935723733725322,0.8855992502331579,0.10561321487305866,0.32435152634934267,0.030682395683755394,0.01463596456215758,1.5781939107486784,0.02016188346434391
RAF activation,0.08770834136171567,0.015164523488524472,0.8071473018028694,0.05325503676996163,0.061964307590272986,0.029836294847259734,0.32085614582010785,0.2743677087528944,0.12279662699693365,0.009979053554508226,0.011572518879454664
Activation of AMPK downstream of NMDARs,0.5089796303579542,0.39267416939091765,3.3749445710366746,2.800755704989814,1.2050761033177733,3.712379831783284,0.32085614582010785,0.05679534483122252,3.879230246782024,1.6997260248625254,0.00878080713513573
DARPP-32 events,1.4605703102261727,0.22125279934542985,0.31624084792295537,0.0457713063451775,0.029342464197359815,0.25927659207101417,0.3201707893887996,0.11872461082365315,0.010829462403754587,0.04841660478006631,0.02016188346434391
Nef mediated downregulation of CD28 cell surface expression,0.11096822544024146,0.027551377918511376,0.4307682425486653,0.021040806640471678,0.0063343591786294865,0.01624684361198742,0.31959931319346313,0.18387218042290498,0.030516063692681818,0.1160478892101799,0.0205705867406578
Transcriptional activation of mitochondrial biogenesis,0.09433377506508715,0.21502389085080723,0.4213436443178757,0.5442087601993162,0.18773405844777147,0.06316463015561918,0.316257328643556,0.009539992706024462,0.06391780198832335,0.12219001595202753,0.011572518879454664
SHC-mediated cascade:FGFR2,0.047121860520855395,0.03477449247345005,0.9797249192044062,0.28890689020573873,0.010965951118341942,0.11486062075899058,0.31484204100923285,0.01436388694034848,0.1016297033411173,0.0630962959930252,0.01618948511114512
Signaling by ERBB2 KD Mutants,0.6144707676142566,0.1833131234746743,1.5374614642144298,0.27599726115006756,0.16860891341234668,0.6079427524666492,0.31484204100923285,0.1684776194069005,0.1016297033411173,0.22707950986747663,0.007124279107210465
PDE3B signalling,0.6729111131735493,0.007997828417744013,0.5239011414694777,0.06823781250722176,0.0754509647730105,0.06075067199910131,0.31484204100923285,0.030682395683755394,0.01463596456215758,0.43543243605663473,0.007124279107210465
PKB-mediated events,0.6729111131735493,0.007997828417744013,0.5239011414694777,0.06823781250722176,0.0754509647730105,0.06075067199910131,0.31484204100923285,0.030682395683755394,0.01463596456215758,0.43543243605663473,0.007124279107210465
Intracellular signaling by second messengers,0.0662489594512515,0.010905209438894689,1.765434381550307,0.04008926855848939,0.3889173223955752,0.5022848458062453,0.31484204100923285,0.1850318644684236,0.007901015182388624,0.07115965669854725,0.0205705867406578
MicroRNA (miRNA) biogenesis,0.010921047733465203,0.19630903746442832,0.05172308563303886,0.649822878297196,0.05727086279637806,0.8893667224518231,0.31484204100923285,0.1173813155596502,0.06316136657915657,0.07887599393739327,0.010196603360476397
Glucocorticoid biosynthesis,0.14065260697253998,0.00852187875450244,0.5755794680513759,1.2830695376955181,0.9488594040136686,0.7043596249748352,0.3146978352126599,0.029272366776042315,0.031653744992473205,0.5870503097533969,0.0033960572872650217
Regulation of FZD by ubiquitination,0.03888984737891146,0.3699771282719148,0.0003183280143525356,0.024496086340915657,0.08923309996018136,0.012473361879346079,0.31368312929973785,0.046250516571134756,0.00030331229137144176,0.019623055370456246,0.0205705867406578
Reactions specific to the complex N-glycan synthesis pathway,0.3171815744145279,0.5826378327057756,0.6996684088813591,3.0145921258680484,0.16097261282420502,1.3754313977043457,0.31255831745215545,0.18387218042290498,3.432218240995446,0.14194218883634072,0.01618948511114512
Intestinal infectious diseases,0.18166604966670527,0.06567152611574525,0.10556064746103051,0.13825461824107732,0.07160120469450396,0.10561321487305866,0.3121626351261165,0.042954437157975645,0.027167072041088817,0.14708482864636624,0.0205705867406578
Rap1 signalling,0.3055138120683144,0.004723484962312019,0.037756123160838845,0.09382277353797774,0.13832939867264932,0.4258878764272162,0.31215668397710516,0.02416345903927754,0.030516063692681818,0.31732932900541355,0.0205705867406578
RUNX1 regulates transcription of genes involved in BCR signaling,0.0045181698581982675,1.7038814381444953,0.43808016969098845,1.29599912696181,0.15770877687643883,0.04051798963705419,0.3121164816174005,0.3360360915705845,0.4730246162039079,0.006926475189698801,0.02016188346434391
Regulation of TP53 Activity through Acetylation,0.049107857007043614,0.07636375459779651,0.3755062956274696,0.04390404318368706,0.00965170908027869,0.010421981244790268,0.3121164816174005,0.11872461082365315,0.1871199268010345,0.12219001595202753,0.0171176380149577
Nicotinamide salvaging,0.9674369933092901,1.5907786140827573,1.017207844865896,0.004806581481265545,0.2545329499475046,0.03956200487582385,0.31118421760649884,0.08911468664297456,0.12830067808927476,0.730125891629663,0.011572518879454664
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.08707187371267584,0.31507818325071874,0.7959930504936181,0.038776104985410974,0.9384499602680699,0.9095732146334873,0.31091470219740164,0.008445947038710865,0.030516063692681818,0.4829723185621426,0.007124279107210465
Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.5079937234820239,0.12996723964681575,0.20070599889578858,0.6281064636372052,0.13767503070991594,0.08095259181470581,0.31091470219740164,0.0029312849590641156,0.07618347990029245,0.12219001595202753,0.0205705867406578
RHO GTPases activate IQGAPs,0.07237465537982718,0.09944441000906808,0.8297643154873378,0.21291695955882167,0.1606095431765933,0.2978426660532433,0.31091470219740164,0.19137764697279333,0.2772595646404816,0.15303117621881868,0.0033960572872650217
Free fatty acids regulate insulin secretion,0.03341768320570917,0.08360069735474616,0.031858673602023255,0.2924019238701858,0.03037832900535845,0.49812626858243203,0.3082310839381018,0.16711296650346089,0.030516063692681818,0.5950890662535315,0.01141088414359169
Abacavir metabolism,2.1911064799829787,0.5139388630112776,1.5752818880449317,1.2113071848898964,0.05470771675538882,0.9482126258904479,0.3082310839381018,0.14667268353073803,1.9623190492222722,0.06780842781745845,0.013266633838740723
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",0.17373613134123467,0.20928241417382135,2.206897289415313,0.46819469870213803,0.07160120469450396,0.5981163737390782,0.3081222526103554,0.02797248785845237,0.027120849194722067,0.01624342158958707,0.0205705867406578
"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",0.3274618398142816,0.10712700013531351,1.7586588947081,0.004676516651840152,0.5571342203941516,0.05506539605812075,0.3079206266503013,0.04208923566506834,0.359662119307571,1.189597390209884,0.0205705867406578
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,0.019848375651062834,0.028387532293690197,0.32040172921542015,0.041836374858815056,0.05325098417590342,0.21971280869214313,0.30718729946489554,0.06673227098187792,0.5048990895753294,0.1106858490982667,0.007124279107210465
Phase I - Functionalization of compounds,1.172324183098352,0.0019414039442303434,1.9248669254891937,0.16795505024415647,1.2817989654556252,0.8907301896991879,0.30632447262154744,0.29084678300782646,0.11937653699826874,1.9583250697371464,0.0205705867406578
Metabolism of vitamin K,0.8525492159320887,0.0968658708897946,0.2946521445731867,0.2592624987888254,0.02194794392530275,0.024167055715597612,0.3045510348889091,0.10239729328272235,0.08898840205179973,0.031362940789528074,0.003214581497376541
Transport to the Golgi and subsequent modification,0.03792462077418995,0.10712700013531351,0.29362640997626704,0.16795505024415647,0.042883502253188314,0.1522743127961307,0.3024342831839345,0.16182276061534803,0.00703645015024217,0.16271086689445965,0.0205705867406578
Adaptive Immune System,0.5313476025267023,0.16210452457481903,1.1412002773303622,0.013202566586804675,1.1486714630941415,0.5369484456099411,0.3024342831839345,0.008445947038710865,0.01734078670414385,1.8723496664691768,0.0205705867406578
Blood group systems biosynthesis,0.43620482214880485,0.08543318515852438,0.362834740737331,0.041395515120784245,0.029342464197359815,0.07662940087807073,0.3001083323507373,0.1850318644684236,0.06316136657915657,0.006352796437133035,0.003214581497376541
Toll Like Receptor 10 (TLR10) Cascade,0.04068451058489587,0.00967106585937108,1.3013023880730321,0.04935723733725322,0.15391758631365496,0.3543623493394389,0.3001083323507373,0.05868925762185237,0.02193005466349524,0.05249371969866858,0.01618948511114512
MyD88 cascade initiated on plasma membrane,0.04068451058489587,0.00967106585937108,1.3013023880730321,0.04935723733725322,0.15391758631365496,0.3543623493394389,0.3001083323507373,0.05868925762185237,0.02193005466349524,0.05249371969866858,0.01618948511114512
Toll Like Receptor 5 (TLR5) Cascade,0.04068451058489587,0.00967106585937108,1.3013023880730321,0.04935723733725322,0.15391758631365496,0.3543623493394389,0.3001083323507373,0.05868925762185237,0.02193005466349524,0.05249371969866858,0.01618948511114512
Regulation of TP53 Activity through Methylation,1.0418696479656584,0.22841423036828742,0.049509894825035844,0.18859415882476227,0.010965951118341942,0.15168767250938525,0.29888119464783336,0.27848504634517635,0.008962843473894087,0.009979053554508226,0.01141088414359169
Mucopolysaccharidoses,0.25697155106522407,0.16373383054990234,0.43376193933575985,0.04492148604311992,0.07160120469450396,1.2628878041068048,0.29888119464783336,0.15842423979557302,0.150717663581956,0.1280887878194208,0.0205705867406578
Plasma lipoprotein clearance,0.03510833029326699,0.13950008552407422,1.6132249830725203,0.0864635914695371,0.13832939867264932,0.17572294260673454,0.29851222817881007,0.026504306170462462,0.04086754924283569,0.17625954739630023,0.0205705867406578
Glucuronidation,0.4142208286203965,0.2751435637630398,0.46438941288595326,0.026115960118080407,0.11193485806945995,0.006705531639890051,0.2978695293672583,0.01436388694034848,0.07611526563666107,0.3686140140843057,0.00878080713513573
Alanine metabolism,0.0376544526808344,0.7336289995150751,0.05467421081487442,0.5692338422775521,0.03830010399059868,0.8068871663525544,0.29749006600729466,0.31548611595513015,0.06714135093910308,0.07125578862050796,0.0205705867406578
mRNA 3'-end processing,0.01873342903307235,0.04252423868263715,0.30267010211297146,0.5339885017458118,0.051878774142655334,0.22595893630034164,0.2965478758169393,0.1850318644684236,0.07208782565464508,0.17140754571344005,0.011572518879454664
Assembly Of The HIV Virion,0.6899515191656576,11.527601729103985,0.6546700983861057,0.20066148445341805,0.008823698564347535,0.2075706730590841,0.29554874206547943,0.42045726497195907,0.07775095765247382,0.1394291995060592,0.0205705867406578
Activation of NOXA and translocation to mitochondria,0.5409267502887392,0.15317597758155474,0.4624703559688661,0.12857238635194013,0.05727086279637806,1.2688573477825487,0.2946857223228015,0.002150506895865547,0.048073534757318084,0.045061082819370976,0.007124279107210465
activated TAK1 mediates p38 MAPK activation,0.08420662474840325,0.3699771282719148,0.775378243680597,0.5919798276766226,0.28955792075101827,1.570362862988266,0.2944394912828567,0.06607933381191232,0.04032877427346791,0.009918187540673437,0.01141088414359169
Synaptic adhesion-like molecules,0.4262033433346789,0.0006127419441028216,0.6212496240877416,0.24247053397400978,0.029342464197359815,0.6778508273681219,0.2925546398251248,0.3005963660089784,0.06833653150247711,0.7298422262425948,0.00448481198252406
PIP3 activates AKT signaling,0.038191695240503615,0.0006127419441028216,1.364013197890648,0.09615831523293758,0.27139930309576377,0.28983154406530076,0.2925546398251248,0.3748600383181282,0.030516063692681818,0.02101585264807414,0.0205705867406578
Catecholamine biosynthesis,0.14065260697253998,0.00967106585937108,0.47439974037624655,0.7094902606024434,0.09691630179636647,0.1641241093950599,0.29036784178792585,0.11230109013202541,16.039646113763318,0.4237274217863017,0.011572518879454664
Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.5729851077681262,0.625016905781954,0.060771890788011255,0.5263462725177563,0.0635283981261676,0.07403329193013806,0.28984916933097427,0.141203344342441,0.04086754924283569,0.16686545059492827,0.007124279107210465
Pyrophosphate hydrolysis,0.25474140448899674,0.1892000289056314,0.716662765013656,0.0851617464398604,0.029342464197359815,0.07986671033652609,0.28984916933097427,0.2228586552593793,0.09756824434681251,0.052337248053301706,0.007124279107210465
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,0.17948002034111749,0.16210452457481903,0.21311079046219158,0.037668296359890524,0.91416779918061,0.20592857856849484,0.2890978503874495,0.01118742052465923,0.1146389544342294,1.6143138427971337,0.0205705867406578
Proton/oligopeptide cotransporters,0.39121487783765646,0.19061699690075018,0.718298407137749,0.015299220139496321,0.8539872346405613,0.017972947256991476,0.2861711948864707,0.11500975374567465,0.9304700165474898,2.1062577027461464,0.0205705867406578
MAP3K8 (TPL2)-dependent MAPK1/3 activation,0.24054597841199601,0.17595398993669803,0.8770974851453317,0.0457713063451775,0.10006453844539187,0.6903187871641089,0.28574886000405053,0.6159798542955169,0.29155244856730517,1.2548340303020664,0.0205705867406578
WNT ligand biogenesis and trafficking,0.15963972317559827,0.21210917706269808,2.298788726841991,0.18173587041956085,0.4388035412234882,0.03598091331335033,0.2854755362142141,0.15081953727367545,1.5469711542705231,0.5074465098464488,0.0205705867406578
Prostanoid ligand receptors,4.120835730432128,0.09078582896592814,0.2720667233897027,0.1599007026363154,0.7008738362410375,0.26146380008230763,0.28470441442586597,0.20022089242499017,0.01463596456215758,1.6637161891133898,0.007999255865791512
Defective CUBN causes hereditary megaloblastic anemia 1,0.8893889401420819,0.006101055595481745,0.5822846947073705,0.06184669650093062,0.08902121726680365,0.13661936497325425,0.2846309291680634,0.04293529074144402,0.010945985304358169,0.11115124099077353,0.0205705867406578
Defective AMN causes hereditary megaloblastic anemia 1,0.8893889401420819,0.006101055595481745,0.5822846947073705,0.06184669650093062,0.08902121726680365,0.13661936497325425,0.2846309291680634,0.04293529074144402,0.010945985304358169,0.11115124099077353,0.0205705867406578
GAB1 signalosome,0.08163132685916479,0.13766124014805348,1.425916973186617,2.3566722449212563,1.3200998685515812,2.5417936794336353,0.28248037319490776,0.04887650260755895,0.6035044903534438,3.0130754299035316,0.0205705867406578
Purine catabolism,0.7585679841127788,0.06147846660788887,2.573304823080649,1.9980084461333225,0.956462961041834,4.608320802136259,0.28147094039522497,0.22882093674608284,2.316195117884905,0.1961043281530013,0.0205705867406578
Alpha-defensins,0.08540698154860306,0.2868306522606664,0.03485724269931436,0.013202566586804675,0.042883502253188314,0.21896615484719806,0.2811531914650803,0.1579289720590833,0.1871199268010345,0.42919676142535956,0.0205705867406578
Intestinal hexose absorption,0.036943022884525535,0.5188800430920125,0.5714282263017022,0.08063869275728039,0.002172491434513846,0.05633490970044652,0.27857703744204076,0.012164858122003748,0.03943975555752011,0.08527092787265307,0.0031397949024315397
Transcriptional Regulation by VENTX,1.2335370610039453,0.31431504045680897,0.9078149671375348,0.3083074517674527,0.02194794392530275,0.07092732346634219,0.2783133113618853,0.3376702309480128,0.005102950457907122,0.027667975949021116,0.0205705867406578
Negative regulation of the PI3K/AKT network,0.7741453579628095,0.02088147230009084,2.697270584914846,0.005744895606832592,1.1486714630941415,1.4202650904489404,0.27821549817501157,0.05254383687107707,0.030516063692681818,3.0835244341282206,0.0205705867406578
"GABA synthesis, release, reuptake and degradation",0.06662291026927533,0.10712700013531351,0.1751778031515733,0.04008926855848939,0.07160120469450396,0.2068555490571914,0.27741801085915,0.16182276061534803,0.03947074101230047,0.01743719946004612,0.0205705867406578
Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.02400279016873691,0.01324626350214555,0.054133546577116075,0.0851617464398604,0.03561443896734106,0.01299820510434994,0.27741801085915,0.05943186575875113,0.07618347990029245,0.007430511987506872,0.007124279107210465
"Interleukin-3, Interleukin-5 and GM-CSF signaling",1.2564933067756425,0.06336860158420882,0.6384344484384586,0.03461576177138127,0.9823251812976678,0.25927659207101417,0.2770255192271432,0.03378595467531297,0.05021372127090947,3.1438715693371213,0.0205705867406578
Signaling by Overexpressed Wild-Type EGFR in Cancer,0.207702007990417,0.31507818325071874,1.4382447887170402,1.5683537867595858,1.023160512397006,2.741520074605854,0.27532268256305886,0.06607933381191232,0.150717663581956,1.3829535788415714,0.0205705867406578
Inhibition of Signaling by Overexpressed EGFR,0.207702007990417,0.31507818325071874,1.4382447887170402,1.5683537867595858,1.023160512397006,2.741520074605854,0.27532268256305886,0.06607933381191232,0.150717663581956,1.3829535788415714,0.0205705867406578
Rhesus glycoproteins mediate ammonium transport.,0.14663682685725354,0.06567152611574525,0.1751778031515733,0.09889247587652183,0.0781620811304274,0.37998166650772136,0.2749570996482483,0.1850318644684236,0.1553343289382254,0.15303117621881868,0.0205705867406578
Endosomal Sorting Complex Required For Transport (ESCRT),0.07838949066460485,0.028387532293690197,0.3220940299262482,0.2148011283343203,0.042057126933689536,0.07593730869639978,0.27458765787091766,0.12323681622424563,0.4719825675879069,0.3730109440199353,0.011572518879454664
Interleukin receptor SHC signaling,1.1762791473018206,0.05688015790892889,0.503753105472338,0.08708846460859021,0.922129483127179,0.19171679355860713,0.27458765787091766,0.0019662535407544983,0.07180435893200297,2.918204720636344,0.0205705867406578
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,0.24221156841883115,0.09582530142693303,0.09058510612159902,0.08708846460859021,0.029342464197359815,0.00019446578031494984,0.2743945654380723,0.1585476005900087,0.4298397477115829,0.027667975949021116,0.010196603360476397
Metabolism of amino acids and derivatives,0.03792462077418995,0.06539449369756853,0.046305427621700354,0.18127630233572276,0.024893634591274857,0.0544252812733126,0.272536111574233,0.14345953687309815,0.039074679248526166,0.013594919979127507,0.010196603360476397
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.13419067487604072,0.6275113441982112,1.1526321876982988,1.2793777812227818,0.8358584981368818,2.0833739842818892,0.272536111574233,0.2616796028454164,0.2870401787454724,0.5485245878656357,0.011572518879454664
Threonine catabolism,0.1019627239160284,0.004723484962312019,0.20070599889578858,0.03169845183524331,0.042883502253188314,0.2264807807917599,0.2718537742867923,0.31116733978062205,0.7430500168314482,0.33279895053437203,0.011572518879454664
Regulation of PTEN localization,0.01995286037866785,0.028765764094068193,0.19704115916318182,0.0904187839410088,0.09738887160006676,0.12828894831293483,0.2698733579345515,0.215766994773687,0.0852960245257576,0.05664032853309297,0.0205705867406578
Acetylcholine Neurotransmitter Release Cycle,0.263350616581233,0.047296757520512295,0.22905923935942185,0.21772314400227993,0.07645451571353078,0.25927659207101417,0.2698733579345515,0.42045726497195907,0.3710611043149097,0.1615296221709841,0.0205705867406578
Regulation of actin dynamics for phagocytic cup formation,0.6011754858441001,0.15736970067174538,1.4382447887170402,0.18750612400339942,1.1486714630941415,0.2214420665346129,0.26984082819364086,0.12979664481470143,0.4725104923244262,1.539805802728925,0.0205705867406578
TGFBR2 Kinase Domain Mutants in Cancer,0.6043207183752559,0.15795548601150028,0.20070599889578858,0.04011909214555826,0.035242765060870374,0.17822092802463707,0.26984082819364086,0.04979680326916336,0.05119211489143386,0.02734788838247437,0.0205705867406578
G beta:gamma signalling through PI3Kgamma,1.2960365744335944,0.6211540425069647,0.19266500483797158,1.3371333188881833,0.029342464197359815,0.22803890657498677,0.26984082819364086,0.05421193830230185,0.005486489267469681,0.11829960005445259,0.0205705867406578
Loss of Function of TGFBR2 in Cancer,0.6043207183752559,0.15795548601150028,0.20070599889578858,0.04011909214555826,0.035242765060870374,0.17822092802463707,0.26984082819364086,0.04979680326916336,0.05119211489143386,0.02734788838247437,0.0205705867406578
Recycling of eIF2:GDP,0.015514608610247756,0.05360206961175758,0.1978582597062802,0.010324976755923547,0.11097215726715728,0.19672934009304077,0.26984082819364086,0.009862336832177005,0.4300250361031927,0.4120912887536511,0.0205705867406578
Regulation of expression of SLITs and ROBOs,0.12363504943751372,0.1892000289056314,0.1008100999260723,0.1169453993037339,0.038602571662283716,0.07901405116820209,0.26984082819364086,0.07667912028584895,0.030516063692681818,0.025176059189305596,0.006289473786110931
Interaction between L1 and Ankyrins,4.492435778566674,1.428077687048544,0.6534836087621464,1.7957403157013305,0.1453047254969868,0.19058873528134887,0.26984082819364086,0.05337325042398132,1.603010417286049,0.026547110444912994,0.0205705867406578
