,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
Neurexins and neuroligins,1.3526132182650372,0.6123783174583347,0.44669966560477553,0.765446232245055
Regulation of IFNA signaling,2.2559359165950466,1.8620133908073906,0.2226624908432462,0.7641539037975473
Loss of Function of TGFBR2 in Cancer,0.33250613456598654,0.09517805869967529,0.054898073435270076,0.7624341120681309
TGFBR2 Kinase Domain Mutants in Cancer,0.33250613456598654,0.09517805869967529,0.054898073435270076,0.7624341120681309
NTF3 activates NTRK2 (TRKB) signaling,0.05429815104717983,0.7167993186120047,0.8867751752327888,0.7623172458050087
"Formation of the ternary complex, and subsequently, the 43S complex",0.24826582014651255,0.010681805155298705,0.1267659073290159,0.760998403562129
Recycling of eIF2:GDP,0.007757539065417268,0.17474206170894185,0.5059106628084332,0.7598586538777524
Pyruvate metabolism and Citric Acid (TCA) cycle,0.7764669386767373,0.19674819802264717,0.19917967555152272,0.7598586538777524
Sperm Motility And Taxes,1.0000567576188761,0.26642700520843227,10.663207109289683,0.7532326102449588
Metabolism of amino acids and derivatives,0.25497578898070544,0.00833033698266789,0.07524971922775579,0.7518596798862432
Type I hemidesmosome assembly,0.9381110192813462,0.1719187903700824,0.0059404920972837985,0.7493555491782582
POLB-Dependent Long Patch Base Excision Repair,1.6524373416245155,1.5335720657693341,0.2572042118640943,0.7483797600318506
Downstream signaling of activated FGFR1,1.2069662147697813,0.4297871526625293,0.08725798338739227,0.7483797600318506
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4),1.3707181599286145,0.8144812278138899,0.03923243525279075,0.731330752745566
Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5),1.3707181599286145,0.8144812278138899,0.03923243525279075,0.731330752745566
Defective LARGE causes MDDGA6 and MDDGB6,2.044442809032519,0.6314937632010421,0.8952802730535121,0.7303680022898421
NOTCH3 Intracellular Domain Regulates Transcription,0.7623202592067656,0.15356830111759037,0.3247720157562395,0.7285161888938498
EGFR downregulation,1.440612859180809,0.13014465471212605,0.5531395892045531,0.7255060461948949
RNA Polymerase III Transcription Initiation,0.8027418909200399,0.12393686784620699,0.19993940455106587,0.7222158451011617
TICAM1 deficiency - HSE,1.5379405570635596,0.9996027020587296,0.0059404920972837985,0.7219431932855096
WNT ligand biogenesis and trafficking,2.972291574095347,0.9028895692697921,1.252497369970673,0.7183526522054199
Role of ABL in ROBO-SLIT signaling,2.7986048126218734,2.6366262812747143,0.13559513000560264,0.7152918961160596
RUNX2 regulates genes involved in cell migration,0.4411029599517196,0.07337261059678095,0.19179657692639848,0.712403315879315
Synthesis of diphthamide-EEF2,0.8409807382883726,0.480730556815993,0.008010672787151805,0.7121666260362447
VLDL clearance,0.2841397957948766,0.04495286431991231,0.022375902476645972,0.7104014122897278
Signaling by NOTCH4,1.0421776498020636,0.5170056981373807,0.054898073435270076,0.7100641202470834
Ribosomal scanning and start codon recognition,0.2028140607622118,0.036811085648165674,0.1343416317069835,0.7095096843245414
Chylomicron assembly,2.1227784628222715,1.797717731574132,0.5561228263115446,0.7075496948341404
Vasopressin-like receptors,0.9142745385214951,0.4196924048135117,0.07949710923381015,0.7052313553691467
"Activation, myristolyation of BID and translocation to mitochondria",2.7215234484535142,1.090926912601441,1.1658667781161713,0.699704871548792
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,1.9051817039479853,1.5038245669144978,0.00043533053701579326,0.6993179460361887
Signaling by high-kinase activity BRAF mutants,1.581079484727088,0.42903479027265284,0.06552765289749728,0.6991442608938495
FGFR2 alternative splicing,0.9782467059438962,0.3759008549767876,0.0436301648372913,0.6960935101196514
Protein methylation,0.3401745460120751,0.1921803246684503,0.07415266118968508,0.695655565028728
FOXO-mediated transcription of cell cycle genes,0.4440476026395949,0.04353880942190896,0.07663023475089577,0.695655565028728
Signaling by ROBO receptors,0.26991164232331344,0.0018593739401146065,0.052642385234791284,0.6902296631774776
Metabolism of serotonin,0.9805371778339311,0.17474206170894185,0.10810478532375031,0.6892754999811544
Beta-catenin independent WNT signaling,0.8791893054069548,0.4773669198907627,0.019744361013030665,0.6887736968730196
Interleukin-6 signaling,0.6126546286479951,0.020957733175739623,0.06545475795899763,0.6887736968730196
SHC-mediated cascade:FGFR2,0.9519103357825557,0.22076159248984767,0.3827953942345977,0.6842792838268166
Fatty acyl-CoA biosynthesis,2.824071669087852,1.1778116450923666,0.22362731276515138,0.6832511544888417
Defects in vitamin and cofactor metabolism,0.3908592809310381,0.18936489516296237,0.024691119412183736,0.6832511544888417
5-Phosphoribose 1-diphosphate biosynthesis,0.3611461511728853,0.026409504082480155,0.11798909656638597,0.6678513285736685
PI-3K cascade:FGFR4,1.1063735659162999,0.5031432914055459,0.12942260145783657,0.6678513285736685
Ketone body metabolism,0.5393063759125566,0.433025018222472,0.04473863289379828,0.6678513285736685
IRE1alpha activates chaperones,1.1728232137220314,0.6715557022164137,0.054898073435270076,0.6678513285736685
Recycling of bile acids and salts,0.22233277534552673,0.05918726681862264,0.031295711370882905,0.6672569202796579
Prolonged ERK activation events,1.2284586408293197,0.6244985534017129,0.18704486851885097,0.6655348527082396
Frs2-mediated activation,1.2266715446041705,0.7358865992391084,0.12979112667699758,0.6655348527082396
Toxicity of botulinum toxin type G (BoNT/G),2.056562878357131,2.1317560026308513,1.430549421269145,0.6641177677576098
Generation of second messenger molecules,1.360304823961362,0.9467354556639431,0.01978232349431595,0.6610939707659059
Threonine catabolism,0.20122013644582026,0.12401379817118068,0.6232110081812879,0.6610939707659059
Intestinal saccharidase deficiencies,2.19791873988677,0.6879524184938526,0.20883062372955685,0.6593748473543792
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",0.2631188100581878,0.061075159451667915,0.013704164393968304,0.6580973163133087
Activation and oligomerization of BAK protein,1.0436722039952224,1.1367413968290185,0.03405021436505504,0.657573258969638
PI-3K cascade:FGFR2,0.7652055996814824,0.2931835380573253,0.23853907640227032,0.657463432470195
Assembly of collagen fibrils and other multimeric structures,0.35662597965805615,0.6686282394373513,0.024691119412183736,0.6560875766003708
Signaling by FGFR1 in disease,0.7637592503957873,0.3393912316425255,0.11999043647863848,0.6541522389605962
EPH-ephrin mediated repulsion of cells,0.7651762118784429,0.21211382580300267,0.21025714745918464,0.6489549240558543
Downregulation of ERBB4 signaling,0.27617717408101483,0.0004577134380669575,0.1746785115454542,0.6463977180436233
Formation of apoptosome,0.32720603812111493,0.037114427810216705,0.02198119159061714,0.6463977180436233
Regulation of the apoptosome activity,0.32720603812111493,0.037114427810216705,0.02198119159061714,0.6463977180436233
FGFR3b ligand binding and activation,0.5053117045572042,0.6202788757189399,0.06443679564030792,0.6450344128318624
Defective DHDDS causes retinitis pigmentosa 59,1.101851810807875,0.5155963655186817,0.04473863289379828,0.6428025893665266
betaKlotho-mediated ligand binding,0.7780307816204476,1.0575914663436443,3.8756539881877936,0.6428025893665266
Release of apoptotic factors from the mitochondria,0.1668295485567767,0.050206655135381716,0.235278049135725,0.6428025893665266
Fructose catabolism,0.915414953201803,0.33358368737566235,0.07150578513271581,0.6396185689487606
Developmental Biology,0.5916656285555848,0.07737466193023079,0.1155071072717376,0.6396185689487606
Activation of GABAB receptors,1.2118886733907082,1.013390627831948,0.03405021436505504,0.6396185689487606
GABA B receptor activation,1.2118886733907082,1.013390627831948,0.03405021436505504,0.6396185689487606
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,1.1396746454637718,0.6787238321326207,0.1229029188804951,0.6396185689487606
Chromatin modifying enzymes,0.5590676440722069,0.7691708146709488,0.08740004693882777,0.6396185689487606
Chromatin organization,0.5590676440722069,0.7691708146709488,0.08740004693882777,0.6396185689487606
Scavenging of heme from plasma,2.514932547444437,2.0640038264020797,0.8424078995478529,0.6396185689487606
TGF-beta receptor signaling activates SMADs,0.3642742406974398,0.09861191634146889,0.006667307257160602,0.6395210604886569
Transcriptional regulation by RUNX1,1.1941372646283133,0.9467354556639431,0.1734618151053512,0.6368314761365385
SHC-mediated cascade:FGFR4,0.5468953909456883,0.04353880942190896,0.03405021436505504,0.632605292475025
SUMOylation of intracellular receptors,0.44854760312172326,0.020957733175739623,0.011522179905073239,0.6292815509018239
MAPK family signaling cascades,0.7954277189662108,0.2344083396411858,0.11306892260795988,0.6282171988851987
PTEN Regulation,0.8770080367515617,0.4409564978150588,0.00023565834270054893,0.6199597478834554
XBP1(S) activates chaperone genes,1.0798238455918947,0.6398165321101544,0.054898073435270076,0.6171799662082708
"TICAM1,TRAF6-dependent induction of TAK1 complex",0.32927356354783976,0.035855120116531136,0.4446670157894741,0.6171799662082708
Chondroitin sulfate biosynthesis,0.3954975974502966,0.24694152243872625,0.16371630145597216,0.6171799662082708
Toxicity of botulinum toxin type F (BoNT/F),1.9051817039479853,1.796788595924984,1.3486822018752895,0.6171799662082708
Toxicity of botulinum toxin type D (BoNT/D),1.9051817039479853,1.796788595924984,1.3486822018752895,0.6171799662082708
Influenza Infection,0.24818016010117336,0.0018593739401146065,0.054898073435270076,0.6170566285275367
cGMP effects,0.5765578246944716,0.4567720548895453,0.054898073435270076,0.6099874729653575
Relaxin receptors,0.6342758349630693,0.4332024451700722,0.27339676327822854,0.6099874729653575
PI-3K cascade:FGFR3,0.5777085842433558,0.4150487783307712,0.3059978046425088,0.6099874729653575
Regulation of commissural axon pathfinding by SLIT and ROBO,0.8409807382883726,0.28679116678010524,0.004849422822564477,0.6080125726233266
Trafficking of GluR2-containing AMPA receptors,1.6736345167609483,0.6463380140165036,0.06283327872510332,0.6069621839157437
ARMS-mediated activation,0.5821121437575504,0.037638205816031604,0.03889798487088793,0.6067955555421879
Influenza Life Cycle,0.24064192585790334,0.002248049542727562,0.054898073435270076,0.6046660043546453
Beta oxidation of octanoyl-CoA to hexanoyl-CoA,0.06694548064372012,0.5223351963895932,0.5908220483704031,0.6039034372457789
Mitochondrial ABC transporters,0.023906066220281123,0.09032451189843084,0.06902244813309594,0.5990495810375024
Viral RNP Complexes in the Host Cell Nucleus,1.303317882064374,0.827392096877714,0.07210923241610954,0.5929890007200113
Serotonin and melatonin biosynthesis,1.4573188171358673,0.458647145796142,0.054898073435270076,0.5921856683024486
Influenza Viral RNA Transcription and Replication,0.24162558887061236,0.003745782190140779,0.054898073435270076,0.5872218564092094
Formation of annular gap junctions,1.8128816881454344,1.593591299141711,0.04456367299287836,0.5853490328316158
Signalling to RAS,1.150769423860992,0.3111997966398092,0.037650919263229686,0.5853490328316158
"Plasma lipoprotein assembly, remodeling, and clearance",1.0450558736858109,0.3672578320823883,0.054898073435270076,0.5853490328316158
RHO GTPases activate PAKs,0.17438605496433193,0.2721851459686034,0.48250355653970767,0.5835957163777387
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,0.9999137296304061,0.7246066890936863,0.14241079376325155,0.5824079391006082
Cellular Senescence,0.7485435709510082,0.0048399995032171305,0.07511573876275819,0.5801921757385533
Attenuation phase,1.6160926138104903,0.5964573806768507,0.014325719219129427,0.5801848656285362
"Biosynthesis of A2E, implicated in retinal degradation",0.09820762491160985,0.12302507550255952,0.4478219263441803,0.579733967710105
PI-3K cascade:FGFR1,0.6566633427824158,0.13779259254274878,0.26789521077797596,0.5793969499657605
Biosynthesis of maresin-like SPMs,0.7954277189662108,0.2925571823520692,0.05324149201498353,0.5793969499657605
Loss of phosphorylation of MECP2 at T308,0.49196008119771645,0.06193761298967922,0.235278049135725,0.5793127945712322
Signaling by NOTCH1 HD Domain Mutants in Cancer,0.9143774451286988,0.5331524261598816,0.1750120716063118,0.5744379765723703
Constitutive Signaling by NOTCH1 HD Domain Mutants,0.9143774451286988,0.5331524261598816,0.1750120716063118,0.5744379765723703
Deactivation of the beta-catenin transactivating complex,0.22686868988289494,0.01983109103307953,0.342706122227082,0.5744379765723703
FRS-mediated FGFR1 signaling,1.0026292051678634,0.3134201988207861,0.07210923241610954,0.5744379765723703
trans-Golgi Network Vesicle Budding,0.22222244329812196,0.18876949875658502,0.07210923241610954,0.5712162902004901
Alpha-protein kinase 1 signaling pathway,0.3031376467604502,0.0018593739401146065,0.2603549308546453,0.5653305821601265
Beta oxidation of butanoyl-CoA to acetyl-CoA,1.0443067125102496,0.8052922689844977,0.054898073435270076,0.560946877988032
MECP2 regulates transcription of neuronal ligands,1.0101008206331024,0.3781602130305764,0.054898073435270076,0.5606114327771878
Advanced glycosylation endproduct receptor signaling,0.24818016010117336,0.07187624596461126,0.054898073435270076,0.5565553304436084
ER to Golgi Anterograde Transport,0.27024154867914957,0.0004577134380669575,0.05324149201498353,0.5561463224373567
TGFBR2 MSI Frameshift Mutants in Cancer,0.2516493807233717,0.2502406956357207,0.5616638118228823,0.5554078609184796
Reversal of alkylation damage by DNA dioxygenases,1.5364280223153814,1.7315423606555225,0.13392229660795937,0.55370557761292
InlA-mediated entry of Listeria monocytogenes into host cells,0.31440027350698163,0.02367264140762348,0.3886366204284166,0.5534923948068303
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,0.21744140800261974,0.08619590162505604,0.07663023475089577,0.5524668493622785
mRNA 3'-end processing,0.7445262780981998,0.2440569478415417,0.3190465309626275,0.5523067618652173
TFAP2 (AP-2) family regulates transcription of other transcription factors,0.11476081088466689,0.022213818687736298,0.054898073435270076,0.5507802144500199
VEGFR2 mediated vascular permeability,0.42106214884485577,0.09032451189843084,0.010406074068361382,0.5494104181740311
Adrenaline signalling through Alpha-2 adrenergic receptor,1.671278736109899,2.627673515449388,0.508332345851798,0.5483673302687848
Loss of MECP2 binding ability to the NCoR/SMRT complex,2.2254823241606787,2.0198257921814267,1.2681133638981803,0.5408906770133942
CHL1 interactions,1.7411151303946562,0.8342150738876724,0.1267659073290159,0.5385868928172607
The citric acid (TCA) cycle and respiratory electron transport,0.4341179615005181,0.35278958313571745,0.06266425926814073,0.5382462592412035
Mitochondrial Fatty Acid Beta-Oxidation,0.8988075832416018,0.1461642394619831,0.11251922828354155,0.5365594998349661
Negative feedback regulation of MAPK pathway,0.23831976921336614,0.728035977870955,0.054898073435270076,0.5353507328851607
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),0.4865011703288421,0.2147466401172417,0.12046195119747509,0.5284465446073834
GDP-fucose biosynthesis,3.1945356137608765,1.252856208477091,2.8434589541235695,0.5284465446073834
Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI),1.2264079324414618,0.6787238321326207,0.10493951714787769,0.5284465446073834
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,0.0021455433139253893,0.1015931843570236,0.4998215209883532,0.5217981383708323
Transport to the Golgi and subsequent modification,0.3173411407379258,0.014625182716262525,0.031295711370882905,0.5209144529210376
Lysosphingolipid and LPA receptors,0.8918815639242934,0.3928637971466764,0.23853907640227032,0.5196507082782237
RNA Polymerase II HIV Promoter Escape,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
RNA Polymerase II Promoter Escape,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
RNA Polymerase II Transcription Initiation,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
HIV Transcription Initiation,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
RNA Polymerase II Transcription Initiation And Promoter Clearance,1.0026292051678634,0.4235434346322035,0.054898073435270076,0.5196507082782237
Triglyceride catabolism,0.17439691007022237,0.48566910700138016,0.07415266118968508,0.5195829759693228
Interconversion of nucleotide di- and triphosphates,0.7584253749310922,0.7169459366071108,0.054898073435270076,0.5160106100224785
Phase 3 - rapid repolarisation,1.0612306966667755,1.0695761815965295,0.022375902476645972,0.5147447230962049
GABA receptor activation,1.0443067125102496,0.9028895692697921,0.04487910729258014,0.5145915317561277
MyD88 deficiency (TLR5),2.1325173332731344,1.0406448605991445,0.283199070916663,0.5120818717279427
Toxicity of botulinum toxin type E (BoNT/E),0.18803510172445054,0.2947691295116795,0.19977000884411433,0.5118055901189081
NGF processing,0.017179812037276716,0.08033495624884726,0.01049489630706494,0.5115770432542256
Expression and Processing of Neurotrophins,0.017179812037276716,0.08033495624884726,0.01049489630706494,0.5115770432542256
Orexin and neuropeptides FF and QRFP bind to their respective receptors,0.893172286984251,0.09794087822982482,0.19152583662947212,0.5061560687983346
Synthesis of PS,0.6004486750454755,0.4391773905778593,0.41939464322859293,0.5045900659185261
RUNX1 regulates transcription of genes involved in BCR signaling,1.5471249733892554,1.5124745437407396,0.378606498446552,0.5045900659185261
CYP2E1 reactions,0.656842067477529,0.24558352765524025,0.08077330675660936,0.5045393020412606
"Cobalamin (Cbl, vitamin B12) transport and metabolism",0.3305797394551543,0.5606306494736223,0.08901377097865541,0.5032535959344483
tRNA processing in the mitochondrion,0.4440476026395949,0.2779033064692098,0.0618865928804291,0.5031516956875708
Diseases associated with glycosaminoglycan metabolism,0.7829579986476051,0.11034368457284786,0.13974383765162413,0.5031516956875708
Beta-catenin phosphorylation cascade,1.9745681843705827,1.2477952928531002,0.7360337822439522,0.501734400657525
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.824575070786462,0.3918909637733817,0.27339676327822854,0.5011255677687878
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.824575070786462,0.3918909637733817,0.27339676327822854,0.5011255677687878
PLC-gamma1 signalling,0.22316972725628967,0.19303902247323856,0.2572042118640943,0.5008983222458582
Collagen degradation,0.5612950406004718,0.422205865716573,0.0026182268892848267,0.5001601220189634
Uptake and function of diphtheria toxin,0.612761569551367,0.5186519534543017,0.054898073435270076,0.49674293739870884
Diseases associated with N-glycosylation of proteins,2.1296038593318083,1.8376932810343165,0.44796977811378025,0.49518825785438453
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,0.5387962517155757,0.052579072847387914,0.12894303180260558,0.4905380497247221
Glycerophospholipid catabolism,1.2785918544858956,2.847856781310385,0.13739148989797056,0.48849455611015247
NR1D1 (REV-ERBA) represses gene expression,1.535325300785341,2.4421967906146564,0.27339676327822854,0.4883296434499671
RSK activation,0.3171785416092319,0.6411807936593247,0.14625718173017327,0.4830630907670446
LDL remodeling,0.5129730340249254,0.42589090724871076,0.23853907640227032,0.4819767596753267
Glucagon-type ligand receptors,0.17814801614293335,0.04495286431991231,0.02198119159061714,0.4819767596753267
Regulation of signaling by NODAL,0.5934007019990046,0.29625457533027905,0.04409309539790844,0.4783238460726583
Regulation of gap junction activity,0.44721852944969637,1.5262182657270464,0.04554426295826246,0.4687268159395266
Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD),0.36059203097195625,0.09587817748892624,0.16371630145597216,0.468570877512929
"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",0.4627717097510953,0.21437591447099627,0.21891767689138908,0.4684566359763978
Mitochondrial iron-sulfur cluster biogenesis,0.9103467944221423,0.5257576535446692,0.06545475795899763,0.4676574101312059
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.1184575025849699,0.024884016685716725,0.048923064075715256,0.46405235658616706
Phosphorylation of CD3 and TCR zeta chains,0.9853271567139984,0.7178686199108526,0.03849423808611639,0.4640072884444712
The NLRP3 inflammasome,0.5912052440343039,0.06647190231857125,0.054898073435270076,0.4640072884444712
Biosynthesis of DPAn-6 SPMs,0.5105700015974818,0.10977509054004211,0.14583474870715746,0.4640072884444712
Receptor-type tyrosine-protein phosphatases,0.20846043687285548,0.14269403651391468,0.18787567841783168,0.4631261695104949
PI3K/AKT activation,0.09974629573276518,0.30203577299500844,0.8582531002232427,0.4581419219006906
Early Phase of HIV Life Cycle,1.3226800075686205,0.9256825074648606,0.48743376480379397,0.4565962673075301
Activation of Matrix Metalloproteinases,0.1669147885392226,0.27510987224061717,0.06464372656144676,0.452556701908593
Signaling by Retinoic Acid,0.14509971831983293,0.18074159749386448,0.0733816966421553,0.44917362102901937
Degradation of the extracellular matrix,0.2721184666653703,0.543640861812388,0.04473863289379828,0.44727574717986884
Proline catabolism,0.1588826527592721,0.1061985619272811,6.9729939863683095,0.4446563966324118
G-protein activation,0.7498676153194692,0.11743124283342812,0.03923243525279075,0.4441739018815568
Degradation of GABA,2.203713427930848,1.2561823781362507,0.6110945942850026,0.44358789607481386
Scavenging by Class H Receptors,0.32527499043789154,0.3196316433743003,0.0618865928804291,0.44043439610861373
NCAM1 interactions,0.23571614390921938,0.37497454712249645,0.07155384293278369,0.44043439610861373
VEGF binds to VEGFR leading to receptor dimerization,1.8840024862839273,1.353346443531481,0.013786862687278884,0.44043439610861373
VEGF ligand-receptor interactions,1.8840024862839273,1.353346443531481,0.013786862687278884,0.44043439610861373
Golgi Associated Vesicle Biogenesis,0.5593821532711493,0.6202788757189399,0.32628814840193426,0.44043439610861373
Defects in biotin (Btn) metabolism,0.15640725745167655,0.12302507550255952,0.04473863289379828,0.44043439610861373
Urea cycle,0.3173411407379258,0.4235434346322035,0.07783022349142547,0.4398472405147569
Aryl hydrocarbon receptor signalling,0.3751121188678225,0.2894924476341396,0.054898073435270076,0.4397156937266546
Propionyl-CoA catabolism,0.713896930825114,0.6314937632010421,0.048923064075715256,0.43939374985270324
GP1b-IX-V activation signalling,0.5165274369466061,0.4830226275572082,0.17707311063817932,0.43550902016584503
Regulation of pyruvate dehydrogenase (PDH) complex,0.564057995459899,0.0004577134380669575,0.06545475795899763,0.43549158048988146
Glucagon signaling in metabolic regulation,0.6351706663586567,0.22175083775130114,0.031295711370882905,0.4344269540680537
Defective B3GALT6 causes EDSP2 and SEMDJL1,0.48674261187583207,0.4811660942615227,0.021270146530130037,0.4344269540680537
Membrane Trafficking,0.47900370306025913,0.07148953584902744,0.019744361013030665,0.4290524806342711
Regulation of cholesterol biosynthesis by SREBP (SREBF),0.17438605496433193,0.06158009518838387,0.13821482785626157,0.42667556622606756
Potassium Channels,1.1095477914581073,0.5501785335298967,0.054898073435270076,0.42626757038123936
Signaling by TGF-beta Receptor Complex in Cancer,0.3930406627653611,0.03866927785406425,0.01049489630706494,0.42439180081190214
Activated NTRK3 signals through PLCG1,0.08583668164911598,0.6819309244070177,1.6899105459860257,0.4211405553082204
Intrinsic Pathway of Fibrin Clot Formation,0.7902222348262005,0.281822200007028,0.07783022349142547,0.41960466210988717
TLR3-mediated TICAM1-dependent programmed cell death,1.1746567560139392,0.4652899585304331,0.07995239862057965,0.41908088964567075
Regulation of expression of SLITs and ROBOs,0.1738835978828809,0.024884016685716725,0.054898073435270076,0.41908088964567075
TRAF6 mediated NF-kB activation,0.19379912625497908,0.04353880942190896,0.054898073435270076,0.4158142674629207
HDMs demethylate histones,0.47158599456332556,0.07321573737788792,0.2142694605589162,0.4121129631099351
Resolution of AP sites via the single-nucleotide replacement pathway,1.5825180348408237,0.4177095320205787,0.31025417947171174,0.4095222001268285
Vitamin B5 (pantothenate) metabolism,0.6201691345737945,0.06153681808528534,0.03887570553955751,0.40896201746756305
Activation of Na-permeable kainate receptors,0.18372960850445647,0.04864844876168272,0.04473863289379828,0.40857410368054786
Prostanoid ligand receptors,0.6368525072421096,0.4950403280019689,0.1267659073290159,0.4076533106365424
VLDL assembly,1.9946839177700082,1.4802400147643864,0.5152835762616615,0.40543657506797903
FRS-mediated FGFR2 signaling,0.7344474238207408,0.1236618984686445,0.10311145082111292,0.4038303555938482
NTF4 activates NTRK2 (TRKB) signaling,0.03306961038147856,0.9377087566558954,0.867082000073768,0.4038303555938482
RIPK1-mediated regulated necrosis,0.19757757656946898,0.05918721443472032,0.06545475795899763,0.4030155390375736
Regulated Necrosis,0.19757757656946898,0.05918721443472032,0.06545475795899763,0.4030155390375736
SUMOylation of DNA methylation proteins,0.6348826517949386,0.5110577925228356,0.1804771785953465,0.4016047464629018
Phosphate bond hydrolysis by NTPDase proteins,0.45976602726640836,0.5886983406429395,0.052642385234791284,0.3992603602080841
Striated Muscle Contraction,0.8085386039916698,0.15435571212332916,0.10819633449018935,0.3967881934761736
Downstream signaling of activated FGFR2,0.669843763166018,0.11086999138616628,0.15782087054053304,0.3963371618371263
Inwardly rectifying K+ channels,0.8268541786139294,0.7317678759831013,0.005915947004016729,0.3953982057511313
Suppression of apoptosis,1.4155132383037183,1.0115916834416765,0.4609809638039463,0.39496533737872996
Cytochrome c-mediated apoptotic response,0.10127497960734129,0.07168201983952822,0.024691119412183736,0.39440571778849676
Lectin pathway of complement activation,0.8791893054069548,0.5363163573182184,7.849176468759951e-05,0.3942990043998583
FGFRL1 modulation of FGFR1 signaling,0.23934915021777298,0.19171200756992454,0.2805782662502945,0.394046607748901
Zinc efflux and compartmentalization by the SLC30 family,2.7014914261718546,2.9485963351928675,1.0516546750386853,0.39364350348625476
ATF6 (ATF6-alpha) activates chaperone genes,1.044072872015277,1.2872617537080018,0.06766240231174535,0.39331374866386765
TWIK-releated acid-sensitive K+ channel (TASK),0.8641819715396524,0.30474350648711707,0.01049489630706494,0.3929015912896416
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,0.331769116213346,0.40507218431439096,0.15045829316236406,0.39285214950167874
"Defective B4GALT7 causes EDS, progeroid type",0.5801832012701766,0.40978163615335084,0.01175279320040642,0.3924815244424479
KSRP (KHSRP) binds and destabilizes mRNA,0.48187604716505833,0.6629400434256012,0.031295711370882905,0.38935756620067885
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.8274167793595028,0.10969671698365575,0.03888365505305225,0.38511192492629515
Uptake and actions of bacterial toxins,0.6168452593488462,0.32899631947441166,0.04239176142220174,0.384737501550543
Plasma lipoprotein remodeling,0.4671914988046324,0.37167917102204684,0.054898073435270076,0.38460306883968676
Classical Kir channels,0.4193639827144925,0.11331894008820827,0.052642385234791284,0.3843734554000033
Signaling by Leptin,0.39351403509048083,0.9996027020587296,4.037708521364782,0.38008669788856303
ADP signalling through P2Y purinoceptor 12,0.16000441211882122,0.00349713183801505,0.011769102427085778,0.3798352233662335
Adrenoceptors,0.6101156072052357,1.1316245818925408,0.06057442108382581,0.37899098608850934
Inhibition of nitric oxide production,0.20435360953093867,0.5227591988769976,0.07219248797629182,0.37899098608850934
CS/DS degradation,0.7604273719603565,0.4498299664205311,0.054898073435270076,0.37735921725248933
HSF1 activation,1.1941372646283133,0.4152230998477882,0.038076686170882175,0.37654755594426487
Trafficking of AMPA receptors,0.8859548511591133,0.2947691295116795,0.048923064075715256,0.3730726210051286
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.8859548511591133,0.2947691295116795,0.048923064075715256,0.3730726210051286
RNA Polymerase I Transcription Initiation,0.838901580798954,0.4123838187454202,0.010788779722973704,0.37228756905891885
Signaling by WNT,0.5635670472333648,0.21718358579769773,0.07415266118968508,0.37228756905891885
Loss of Function of TGFBR1 in Cancer,0.9683089890335923,0.2536917554363811,0.048923064075715256,0.371934980080115
"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",0.3575541300294701,0.05160743165896275,0.4507345567979663,0.371934980080115
Formation of Fibrin Clot (Clotting Cascade),0.740310908610968,0.2536917554363811,0.07415266118968508,0.371934980080115
STAT5 Activation,0.050464596524424074,0.07337261059678095,0.6213409859846476,0.371934980080115
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",0.3611461511728853,0.09441915263222676,0.42139953445141604,0.371934980080115
Retrograde neurotrophin signalling,0.5021019466555111,0.2043471253713554,0.09784242798850044,0.371934980080115
