,Cluster 1 p-values,Cluster 1 q-values,Cluster 10 p-values,Cluster 10 q-values,Cluster 2 p-values,Cluster 2 q-values,Cluster 3 p-values,Cluster 3 q-values,Cluster 4ER+ p-values,Cluster 4ER+ q-values,Cluster 4ER- p-values,Cluster 4ER- q-values,Cluster 5 p-values,Cluster 5 q-values,Cluster 6 p-values,Cluster 6 q-values,Cluster 7 p-values,Cluster 7 q-values,Cluster 8 p-values,Cluster 8 q-values,Cluster 9 p-values,Cluster 9 q-values
"Interleukin-3, Interleukin-5 and GM-CSF signaling",1.7580068899509826,1.5037801221261238,29.307583985840818,28.866993074379437,1.773820421328211,1.2625125274335889,0.5890830645700792,0.5420206856478241,14.406755637069704,13.747002737873787,16.71200841031142,15.363682606812333,1.8052504364146755,1.5748015150364016,6.067934230030944,4.69560815012809,5.891360171818315,5.477359243915419,41.76077676393986,40.42169161717568,0.42470050892529054,0.38733054515928883
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",1.1602143568476195,0.987668378556588,12.095133896714977,11.851676847048855,1.0645283865138475,0.7835494597136535,0.9270799836774603,0.8335075047274356,0.35609260066999127,0.3495522152494167,0.3943016295758201,0.37427156521325583,0.7048715327769272,0.6263598485992989,2.1682806366179985,1.7183496989024751,3.856502723034287,3.556727310280045,3.5500325835547626,3.352479720779677,1.1536317080616156,0.9786505821306758
O-linked glycosylation,3.6197491539391384,3.2033075305425864,22.173199953943513,21.81638604021891,2.0731380605324023,1.4672924274746557,1.6790434381068637,1.513604536301302,14.103563119209726,13.464361319877195,14.651970984370449,13.533819319271847,3.392274133207205,2.999744667216064,0.7250750240261581,0.5892518527598665,13.722708144364857,12.673071120714848,28.516090011522124,27.60411497608904,6.612622697677987,5.854522516158132
O-glycosylation of TSR domain-containing proteins,8.643540169598023,7.820886011563443,0.6413096111793524,0.613197119716586,3.0937042781729773,2.144251447145974,7.843423284001975,7.294512147967043,15.56859243937172,14.864567544038433,10.006201476594395,9.277103689560285,1.7593520944509722,1.534561813150747,0.7154005003153558,0.5823118662748493,3.687947328404689,3.3993029957761367,5.822928131742303,5.543944130277623,7.271528063391981,6.43472625429611
Mitophagy,2.2001632306145065,1.9090698624628248,35.61130607047869,35.09245696216286,2.073631480625072,1.4672924274746557,7.145452691069187,6.625911479846882,5.345043763867675,5.050663383000139,1.4869985465263404,1.3246137675879652,0.565566757568879,0.5109717109922737,1.1274503663876438,0.9023085719303061,2.0528971355514156,1.8657782756976942,8.99284527627204,8.632204954694382,4.821666807910528,4.2340228455502755
Pink/Parkin Mediated Mitophagy,2.8136880991754323,2.4568741854508263,26.62534707558581,26.220760380065204,0.526330295578265,0.4327578166282404,3.325115630482396,3.027423168876447,14.775934875855434,14.106509093917031,9.829470260595015,9.11363440422874,0.7485047964863374,0.6619765205258803,1.6372329473128229,1.299061143644275,3.941909177666787,3.6362477863895624,0.47493473312519163,0.4547911713337006,6.87856163046549,6.095778984468603
Uptake and function of anthrax toxins,0.6658777019381463,0.5725648908475187,0.4373560857057304,0.4222282829462845,0.3861169466651102,0.34851870721348316,1.0709349218458692,0.9631046870691007,8.81873895475433,8.395691964759251,3.892565793700487,3.5557604132312113,3.9270004998835306,3.4944205174631127,0.8849862966770666,0.7149255582546843,4.97342613614084,4.617306392833376,12.596640692661333,12.138970237902841,2.2666470548668833,1.9370575327218662
RIPK1-mediated regulated necrosis,2.3528073523518804,2.0458742340110185,0.5579367642864723,0.5362550974856414,1.4434703363224626,1.0431155328193653,2.912147028157733,2.640661254891368,0.5155446809764401,0.4900471197047574,0.8943159460062454,0.802040256559309,0.3459732473309938,0.33457910621004217,5.992347012794616,4.639326088087149,0.9962222933558551,0.9018698779820796,1.1669610954136191,1.0859332136881574,0.48043844206007913,0.42844751301659345
Regulated Necrosis,2.3528073523518804,2.0458742340110185,0.5580012830551897,0.5362550974856414,1.4434703363224626,1.0431155328193653,2.912305833360083,2.640661254891368,0.515487021306197,0.4900471197047574,0.8943159460062454,0.802040256559309,0.34592267474236055,0.33457910621004217,5.992347012794616,4.639326088087149,0.9962222933558551,0.9018698779820796,1.1669610954136191,1.0859332136881574,0.48043844206007913,0.42844751301659345
CASP8 activity is inhibited,0.8741015779147179,0.7453771995766338,1.7253815441412754,1.6496209427598976,0.44040070427035727,0.38222923494141153,0.8744839034553844,0.7909251609434625,3.143022946009565,2.9441480289961843,2.7778386130533965,2.503605373440565,0.44858942485052833,0.41846164215243636,0.5935202475266856,0.4920846482570855,3.449082140783497,3.172875728844548,3.0161843261876804,2.8386247917062652,2.1734350250447907,1.8566262729917686
VEGFR2 mediated vascular permeability,4.042953647404894,3.5965488006308983,5.342168701441715,5.188819501158684,2.2039954395817567,1.5355466985096662,10.984559033226077,10.338923123888138,35.56679995854808,34.24935824811501,8.89977286666183,8.23906231662164,2.302145310355107,2.014720335987294,2.8739009839320784,2.256062236215075,11.82141002273027,10.97548322043641,15.407297765159974,14.883580613283533,8.296570956035653,7.343374183874775
VEGFR2 mediated cell proliferation,0.7196501459563814,0.6179499749564525,38.61770300778483,38.0567691114043,1.6133458119486945,1.159264588213647,0.6439855014869842,0.5901022187657937,12.772643546423378,12.180110663971144,5.819529962142876,5.363657830789947,0.5912388841244544,0.5337850593794665,1.749659989545756,1.3851592471548593,19.13223331593055,17.690485827269224,21.182623966483632,20.466788110117356,3.8010233894595458,3.3083404713230724
"TET1,2,3 and TDG demethylate DNA",5.951291522494384,5.380337965615091,33.56483578272377,33.075396303724574,0.6525231748031912,0.5123843554183186,7.4841764761740945,6.952697559131839,5.532994251752774,5.228178614359008,0.6750163642119529,0.610332164664575,6.514754324160781,5.890792491384989,0.3765529665312544,0.34933316702082895,8.907804637938444,8.276737624487685,7.542607133656051,7.2196752965442395,2.1030997744041513,1.792757064600361
Miscellaneous transport and binding events,2.829233239162986,2.470510335631049,104.2333987507983,102.31453000741732,0.5693190989870802,0.4604138773201096,16.300927158118796,15.46556103456808,0.966895455346375,0.8953525427508141,4.1722593711512905,3.815445457426685,4.429623752100015,3.9504034382825037,0.9142054429035692,0.738532780971286,16.947753465669795,15.656250578881542,30.921368998208422,29.943016739760004,0.8489971108753351,0.7204514603115093
Positive epigenetic regulation of rRNA expression,24.038875747733446,22.49291900732257,1.4627190063443922,1.3953532157339523,2.6991198199099924,1.876465661875413,1.2425764781364834,1.1173732594521169,7.817105723383405,7.434290135161626,4.945462040368963,4.546158797868488,0.33600874001790393,0.3269099113696885,2.4256848220857976,1.9266028787232476,1.7277792852206575,1.5717572854669086,0.434811706708798,0.4219167575943006,1.5492416622659353,1.3219847930993673
B-WICH complex positively regulates rRNA expression,24.8372286713211,23.23642326290288,2.2451213262339595,2.153363270318986,3.067680019024465,2.1292691679195808,1.6263832460982435,1.464910531510283,10.098229126835598,9.628375699802401,5.579608752826848,5.1372818184732925,0.30767431915121707,0.305645688282152,2.2512686626578318,1.78876595240589,1.946393718666824,1.7702560784995727,0.8646401423042583,0.8071104206000181,1.8387955888510137,1.565741963766671
Negative epigenetic regulation of rRNA expression,23.93226304590989,22.400784128867635,0.7979070649160676,0.7614490059090511,2.231705800641441,1.5501232954897732,1.0876587437564016,0.9779455321225975,8.780250587861218,8.360518839017617,6.111416154441255,5.634713496844991,0.34299811718058393,0.3327282625087212,2.4196997126766937,1.9237489500633715,1.6568424801642199,1.5111748791395796,1.066520388595878,0.9939887573446986,1.5458227709141599,1.3196247266895444
Toxicity of botulinum toxin type D (BoNT/D),4.299593004529312,3.8376972747841456,20.044369386021625,19.707109008672695,2.2045067672908947,1.5355466985096662,8.470308249843583,7.901687524796762,5.396504933140326,5.0988124715343766,0.5243422378183089,0.48053475782902433,15.696240097615759,14.561274933507509,1.0157319912787113,0.8178489920514658,2.2208583558485953,2.0239650140535645,12.01632932684465,11.574581838183327,4.435866105714929,3.883233486052238
Toxicity of botulinum toxin type B (BoNT/B),0.9378575058528781,0.7949938414471647,4.010894910182403,3.8844178562996725,0.3698023672576289,0.33621155555398574,3.100337186599308,2.8157441378442676,0.43034350911020536,0.41473071819870827,2.5498859572189607,2.2945296842531318,2.6426876349383974,2.3215140774829255,1.1954272518712885,0.953434940463441,0.599816018780701,0.5501789951306927,9.936012041479508,9.548110979670438,2.2325557943257057,1.9065297340758216
Toxicity of botulinum toxin type A (BoNT/A),0.4582427064254851,0.4111098223270551,0.7730512352886253,0.7377303711756843,0.3918927648781683,0.3530647101768038,0.38071797904429067,0.3651563156274799,10.91444634302536,10.39972684885407,1.0216619704764311,0.90909399086498,3.832864994369461,3.4070358393061277,4.020444363225641,3.142968305002882,0.8350537203196471,0.7557887064094994,2.713229388951138,2.5526668272954605,1.8037547109935712,1.534999132056158
Toxicity of botulinum toxin type C (BoNT/C),3.5956824744486413,3.185336540529333,0.7410718463474887,0.7075643229980161,2.518803739796887,1.7410710865366412,11.09845785424514,10.445350027581766,0.34259819351328674,0.3381783908308565,1.4343778933562756,1.2762331221172427,18.74831883602266,17.44854342326842,4.461828721260263,3.4839228386617345,1.164188723997312,1.0563584892205433,2.530294593845098,2.376945393562066,0.36935407702967143,0.346570419071972
Toxicity of botulinum toxin type F (BoNT/F),4.299593004529312,3.8376972747841456,20.044369386021625,19.707109008672695,2.2045067672908947,1.5355466985096662,8.470308249843583,7.901687524796762,5.396504933140326,5.0988124715343766,0.5243422378183089,0.48053475782902433,15.696240097615759,14.561274933507509,1.0157319912787113,0.8178489920514658,2.2208583558485953,2.0239650140535645,12.01632932684465,11.574581838183327,4.435866105714929,3.883233486052238
Toxicity of botulinum toxin type G (BoNT/G),9.4668310285589,8.581386040664865,17.927543919452848,17.608558248145552,1.9431304261486013,1.3882495125161083,10.624002062815933,9.984800263483404,5.338746671650674,5.04477853047418,0.5707494963953513,0.521112472745343,15.586587703280104,14.460110649397373,0.4106450775516115,0.36474796490907047,2.7405722410583735,2.507081933671364,17.533331509715914,16.933360480962417,6.091909907295617,5.391777624707032
Toxicity of botulinum toxin type E (BoNT/E),0.4214828712345672,0.38570748642927255,0.5896037725448092,0.5641638709433697,0.30404155942665684,0.3023631245572365,0.3297735835954757,0.32387046091859495,10.936037203210438,10.41925781040155,1.5948792534888558,1.4170044416927574,3.9263235788692366,3.4943101907651957,3.356888470407748,2.6207043638337146,1.0494129816511677,0.9503513028609393,2.927985042055292,2.754191090256365,1.6432627011652028,1.3998056514990815
Myogenesis,2.0102124935374786,1.7340060815985296,11.405541966383533,11.171877357473562,0.5514005950787845,0.4497004240788555,0.8404607532202306,0.7619490690426022,2.049456489656201,1.905250668813039,1.6894691984988128,1.5049201359768352,0.37025312651888587,0.35425716858398065,0.44719570591098856,0.3875853799973109,3.411012116716732,3.1375656426848395,11.484594355004145,11.058765199940812,1.7654114319486687,1.5020652848211018
Diseases of Immune System,1.7557112507441694,1.5026110580825647,25.57308833763164,25.179005043571877,0.44888987037168077,0.3851767041676901,0.9234708472165936,0.8311150547452757,9.595244155988592,9.150008339481449,14.407594930562926,13.321235099888177,0.7686370336082983,0.6771375632811389,5.899203230526365,4.5646657115129115,3.8055380407778547,3.5099185877947705,23.65546235050464,22.858481592227335,2.4406383355266055,2.0814368705336785
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,5.327064503754464,4.789852242959267,0.3061458658210476,0.3057268648412208,2.0231690848042154,1.4347141147724216,1.1294657902627214,1.0146001016113495,2.7649669925583815,2.5836089398508735,7.275282304991472,6.720401391358979,3.2714855232376228,2.888164059033306,2.1652417618730997,1.716489371643119,0.8506739535422878,0.7698983486069015,1.1800807206650774,1.0977892521247419,1.6242246384371781,1.385147066036548
DNA methylation,26.01474246904916,24.1750549717158,0.39346633175604817,0.3845812833149077,3.4734839675752327,2.3585968030166424,1.5017249742085006,1.3507538468456068,10.148257502824888,9.674974610301081,5.566329653657873,5.126315877805552,0.8064775437951599,0.7074158650049314,2.2967053843696887,1.8268519573364905,1.7869509189716457,1.6236521562194612,2.221026953532085,2.0814660377346863,1.8622666923575932,1.5856645678792822
Uptake and function of diphtheria toxin,2.940302653965668,2.5723956628828595,14.67361484832814,14.393833976030894,1.4313578547606043,1.0337540355325747,7.233674456401704,6.711353751007851,2.1683044958303164,2.016443116399136,0.38351382656295924,0.36533985763437266,4.837636864902759,4.341686102289437,1.6231948311617945,1.290012366233307,2.380880290363104,2.170602392132463,11.702399717080343,11.269252400180939,1.8670816608828165,1.5900834629781446
Uptake and actions of bacterial toxins,0.3508403305195338,0.33775762614597216,8.798739568242912,8.59420058460716,0.3131641379330638,0.3059855533059404,0.6254980857717422,0.5727984900245283,1.8597683323184642,1.7256594836014845,2.437814388468257,2.194357338802136,3.652097494307947,3.2340139238444183,0.3533074581670173,0.33404037393215497,4.321312641809715,3.9974989881880343,13.204596395918873,12.736592344917655,0.9243191707859449,0.7830951339834978
TCF7L2 mutants don't bind CTBP,2.856989719171261,2.494905758097302,1.703181502433604,1.6286656553635128,1.4704951945662876,1.0605599772353358,2.4993916127311158,2.2577647152967852,0.8034070592810337,0.7473849758829879,1.655761646405955,1.4728110195562676,0.4570834518534034,0.4260569735797759,0.9160123066519755,0.738532780971286,1.9772031040891909,1.796162866603991,3.5845019420649153,3.3857815774908864,0.4761123132615085,0.42529993170356545
Misspliced GSK3beta mutants stabilize beta-catenin,1.4438352270467405,1.2320991149886116,12.657322581679818,12.403847188578544,1.7209459794849054,1.2312854071063775,12.017237323519707,11.334905841627416,12.438164312226677,11.858975881112393,0.3035365085884085,0.3026981019923042,9.043403492522591,8.26188886051234,0.5154548048807006,0.43694312070307234,0.41624336241035576,0.39588040456372986,0.5459722202848213,0.5183600027835294,5.771768383782674,5.109136173607612
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,2.1163548649387818,1.8337733736563102,1.874601776892533,1.7915503878050214,1.6914694006419941,1.2116173856485224,1.6921038692217893,1.524822130923115,1.0648414093256349,0.9848217566819056,4.392220023695331,4.023334891474035,10.029245290726035,9.20798087621946,1.532077445420972,1.2195900671505924,1.0184578004922036,0.9228023703938865,5.067015609085252,4.812412665851943,1.4130393479475882,1.2027614497169474
RNF mutants show enhanced WNT signaling and proliferation,0.44173482970277206,0.4000069761066084,4.161960808117563,4.031825923564286,0.9711266620434078,0.7168998942185488,1.6419286201598402,1.4792393936226649,2.496197223071146,2.3295306328666827,1.4942020226138184,1.3305981706450807,0.8281200600412686,0.7234989123922042,0.5165125976466486,0.43694312070307234,2.6443113755922534,2.4191695811349154,0.4491466287187691,0.43206303064138385,0.3083679888655769,0.3043710630246428
Glycogen storage disease type II (GAA),3.43793959089835,3.037058050542443,17.591658457653597,17.278740871837485,0.5018183675057075,0.4174974818056716,2.5144041089960147,2.2713137072891154,1.8550266896791547,1.721487781308937,1.3978005590131806,1.24325742125818,0.7197226257359757,0.6384423205905023,0.8732625658281868,0.7063260684006433,6.248366612896741,5.81351283218332,3.386120565532288,3.1947930791798598,3.08603062104761,2.6635379316790257
Caspase activation via extrinsic apoptotic signalling pathway,0.3873894158260746,0.3625848774632455,23.37625522545063,23.007859439176208,1.225028857484514,0.8949918396977368,1.2425764781364834,1.1173732594521169,10.660162033563587,10.160257120886225,14.584620121004543,13.477326383494152,3.371936640938643,2.98043998038527,2.0638478694161795,1.6391337200536378,10.77042166999786,10.003841270999933,30.65414887397301,29.6817323956051,1.6893995013586565,1.4385437296195038
TNFR1-induced proapoptotic signaling,0.838778172205324,0.7159283981714887,25.76355777252527,25.366872346762975,1.337612926530134,0.9682378963641626,0.4204408267945985,0.39985836200273694,0.5224947782456402,0.49594329558713607,1.933459665546836,1.7309282100554,1.663443690184568,1.4463155792407958,1.73054591739938,1.3708653630231709,1.0586021748180725,0.9590140784095691,3.995114707765312,3.778676500829853,0.39559321572277345,0.36703368924173735
Programmed Cell Death,4.367746922971087,3.9021965196371395,60.471093064834236,59.68062359017106,0.39397586112473193,0.35454708373896443,6.6962029949964395,6.195635542935201,0.49265146944495214,0.4694262308880468,2.4540464565201794,2.207760063628649,4.13464306470095,3.6847121269854273,0.3681295877096354,0.34268968610819583,12.313921441743293,11.423623951054847,25.51203598124054,24.673793724781362,0.48765864723781377,0.43353823948648806
Regulation of TNFR1 signaling,0.5800063452163989,0.5027473140038499,24.42839492647391,24.0470934402456,1.2493256169336053,0.9106973818179972,0.8766531592347896,0.7918234340132717,0.5656768536309739,0.5350999556065047,2.078773240684599,1.8616451297408267,1.3734951027357436,1.194673083406253,2.003923375452096,1.5945259841736599,0.6428452604167656,0.5882502138401603,4.26805939150298,4.043971284134057,0.3591985795743624,0.3405876946311554
TNFR1-induced NFkappaB signaling pathway,0.7604253549171875,0.6499026472765979,24.196194338892116,23.81990207177166,1.2982333415228093,0.9428737796395453,0.7273603394528595,0.6617029305751919,0.5609095855152307,0.5311085637595248,2.1666094188880463,1.942170366464145,1.2075237850387954,1.0484739190326369,2.198570076617357,1.7447358225813863,0.6218361922393308,0.5693729472364011,3.9558758729670074,3.740470471469316,0.3684607362884974,0.34602359696509455
Hedgehog ligand biogenesis,6.532219244505255,5.907375595219593,35.75205715789118,35.23043299552058,0.498757609357678,0.4154526176457903,4.670837124637965,4.279340464084593,0.8259601504329861,0.7682672425650303,1.4968611993341057,1.3326465252085533,2.8146231427883612,2.477362765439434,0.39668747796219683,0.35880643907033904,6.084074513292544,5.65712748249771,19.917381485786457,19.24402541021962,0.34580464347793566,0.3304599645682133
Signaling by Hedgehog,5.393181522784615,4.854524021115236,62.05656768786804,61.246263968219885,0.6931234098215957,0.5358818510021939,8.38989451665033,7.823594159448653,0.7773298115488378,0.7241571280839239,3.3758517211099734,3.0680687111438614,7.342218013808981,6.669847851223798,0.3589301453877942,0.3368080176142153,12.270836940964632,11.383780468914017,31.504808012508953,30.51021855518985,0.4037043194304033,0.3720025969441932
Synthesis of diphthamide-EEF2,4.198205719748875,3.7411355338930004,20.353268156050085,20.012809383000334,0.7278649528472504,0.5569736171650521,9.318689767404091,8.720382704218343,2.2712716492063394,2.1155312826244916,0.5344321091378063,0.4892326584636162,3.4480330839492517,3.048204379216612,1.0414430549387135,0.8362673236758809,3.140212960684898,2.882588826263247,8.189818801218125,7.851190566102518,3.4056360605666978,2.956294796372727
Mismatch Repair,6.241943091736151,5.649410209283918,75.19247636860798,74.24115560144587,2.270006065350948,1.574891244389305,29.108795861511624,27.874772479775054,27.531335527435754,26.426714379786688,0.7141974434690996,0.6424075621538305,5.049355387069091,4.540081663084922,1.4558896897452056,1.1606836537204257,3.6475488611566798,3.3609348944604087,5.660693907588549,5.384882847959018,8.562043967984284,7.572058436826964
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),6.185347622913151,5.596892652881357,70.84389009269331,69.94937200918466,2.5671195042264996,1.7782774590384698,28.41837444229996,27.201936235364503,28.28464182259126,27.163732722947472,0.895008963269572,0.8022150225894139,4.544558704587599,4.057696648476213,1.5656370452471564,1.245339965348313,3.312465311237853,3.04332075378639,4.561731121534691,4.327348670342441,8.383282225630552,7.418655991688891
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),7.811575754676852,7.068798270351548,78.75362014072766,77.75067860904379,3.4599061064565935,2.3585968030166424,31.549069421333616,30.252881458632803,33.78814544713027,32.52824154641372,1.7731941296437093,1.5821918357302138,5.795569295945406,5.232343602785291,1.8172234329796453,1.4414289246321927,3.7430785910810593,3.451985222929378,4.57707269890964,4.34161125466075,8.454622042024786,7.478257404811882
S33 mutants of beta-catenin aren't phosphorylated,1.4436893699257833,1.2320991149886116,12.657322581679818,12.403847188578544,1.7207248861055744,1.2312854071063775,12.017237323519707,11.334905841627416,12.437797306831985,11.858975881112393,0.3035365085884085,0.3026981019923042,9.043403492522591,8.26188886051234,0.5154548048807006,0.43694312070307234,0.4163007045288429,0.39588040456372986,0.5459722202848213,0.5183600027835294,5.771768383782674,5.109136173607612
S37 mutants of beta-catenin aren't phosphorylated,1.4436893699257833,1.2320991149886116,12.657322581679818,12.403847188578544,1.7207248861055744,1.2312854071063775,12.017237323519707,11.334905841627416,12.438164312226677,11.858975881112393,0.3035365085884085,0.3026981019923042,9.043403492522591,8.26188886051234,0.5154548048807006,0.43694312070307234,0.41624336241035576,0.39588040456372986,0.5459722202848213,0.5183600027835294,5.771768383782674,5.109136173607612
S45 mutants of beta-catenin aren't phosphorylated,1.4438352270467405,1.2320991149886116,12.65771602811498,12.403847188578544,1.7209459794849054,1.2312854071063775,12.017237323519707,11.334905841627416,12.438164312226677,11.858975881112393,0.3035365085884085,0.3026981019923042,9.043403492522591,8.26188886051234,0.5154548048807006,0.43694312070307234,0.41624336241035576,0.39588040456372986,0.5460287002795279,0.5183600027835294,5.771768383782674,5.109136173607612
T41 mutants of beta-catenin aren't phosphorylated,1.4436893699257833,1.2320991149886116,12.657322581679818,12.403847188578544,1.7207248861055744,1.2312854071063775,12.017237323519707,11.334905841627416,12.437797306831985,11.858975881112393,0.3035365085884085,0.3026981019923042,9.043403492522591,8.26188886051234,0.5154548048807006,0.43694312070307234,0.4163007045288429,0.39588040456372986,0.5459722202848213,0.5183600027835294,5.771768383782674,5.109136173607612
Signaling by Retinoic Acid,0.878286097373827,0.74815121282055,9.280922821884593,9.071663199576257,0.7953925933126621,0.5935282569722247,0.59656771724912,0.5490383549679965,10.93329425453735,10.417202580766713,4.507775702288514,4.132975003257806,2.4433510082338623,2.1414826059737764,1.8488026782011013,1.466492377391647,3.4008031178902423,3.1277494928058993,7.779599736575348,7.451795600220863,4.1996885167934535,3.6724604769048566
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,6.440696426707748,5.826318211100252,29.21148277702512,28.77262097660129,0.42037630757775096,0.37214552740757206,3.4416299175261864,3.13239439868286,0.9132228286261872,0.8478089266132693,1.030115265762235,0.9149766933557942,1.9572887156908916,1.7090368587102325,0.37476476232922973,0.3484358236068806,5.323027449193164,4.9462368521478055,15.734445137582613,15.200825076604849,0.3159626536843323,0.30926162708794436
Release of Hh-Np from the secreting cell,0.3089960243694765,0.30668650028960587,78.5753414473678,77.57450304077169,2.610040339881154,1.8077793404884182,13.54381204574506,12.809066656603745,2.782916754197176,2.6006038579788275,9.881437398723385,9.161225742296823,16.29608453250713,15.134611817919172,1.352844328275849,1.0821403634688656,15.60412404502975,14.407889224182576,14.611928181613026,14.114663365101872,0.39822183169145736,0.368740037118768
RA biosynthesis pathway,0.8384650503315506,0.7158930470023577,5.542376579015113,5.385736119920603,1.261950177398425,0.9178070176115137,0.6937077749398856,0.6340974490262079,11.161852130140023,10.633211749228169,3.97390344297803,3.6306843143522647,2.7684639132383864,2.435732195088195,1.7601947036834635,1.3937508060065644,2.654608343050434,2.4284102988258187,6.789164155639778,6.482231037298916,3.550091145808883,3.0783804337701177
Mitochondrial translation initiation,13.314151577967799,12.167604541309734,17.836081516602352,17.51883825277531,1.0918590663426149,0.8011748310350428,5.405471454367156,4.959651516074709,20.943845783075314,20.040336795103542,8.980790993443689,8.312342252371598,1.7348289562603576,1.5128405845621353,1.7430690742312471,1.380985113157288,2.0931812413599196,1.9031530663189065,1.1909743883076516,1.1079229992201398,4.990545604208082,4.3880666119002925
Mitochondrial translation,12.850210883135478,11.740228007114306,15.21189400255905,14.926897521836398,1.1531834526972498,0.8466746572840395,5.017646578650729,4.600658329024804,20.32944071083987,19.44560124966125,9.50032915945308,8.806769697797959,1.4127434966738963,1.2253023403438597,1.8214436217854304,1.4446530247400715,1.81132648181266,1.6465001252171119,0.8626681840012345,0.8054533108341609,5.002169992713373,4.398010942287562
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,3.272412510659291,2.8845114488502217,23.587490033945272,23.217624552590074,0.7445218401337554,0.567277354256583,1.0337070272295115,0.9285526757296718,1.4831133670969112,1.3758196295865202,2.126867741689406,1.9059254431149266,3.880445792327526,3.451816534192829,2.7551426513793893,2.1736474918187207,0.9846679775999067,0.8910954986498821,2.2329889206373825,2.09285010125251,0.8602520947740128,0.7306819625524693
Hh mutants abrogate ligand secretion,6.4287509348949605,5.8152335609606,31.824456227607342,31.35336549352098,0.43628985456288055,0.37955249049493317,3.9612607203255927,3.6180415916998276,0.7325860121448828,0.6848229697494835,1.282450309140545,1.138827825499797,2.1980835319056378,1.9226674650108404,0.38148075158269046,0.351251939476382,5.420146448790779,5.0347955674267615,18.47855197515618,17.846588584747572,0.32499418734762486,0.3156814732078156
Mitochondrial translation elongation,13.619769085691072,12.452179446293428,16.81820076476269,16.512539373485463,1.0859904079133325,0.7988037371866628,5.350467739620332,4.908140805266777,21.323851252717475,20.40149418149067,9.291811213048724,8.605430336020726,1.6214924632871262,1.4084874321900607,1.782210159803753,1.4113621113282993,2.0009186669382246,1.8173293716176966,1.02060519939373,0.9517697137025145,5.2088967609862005,4.585814957856826
Mitochondrial translation termination,12.519251451025813,11.435438809364944,14.595062929026266,14.319251869396734,1.2124520729423212,0.8855378846080721,4.6052914840283785,4.218922326742057,19.171399054538487,18.33171155720513,9.200337833255011,8.522018338156625,1.3879034398558943,1.2065453871483858,1.757505830655551,1.3915485374910752,1.852288401734713,1.6846987623370708,0.9453725630927906,0.8831118881487423,4.633652005301525,4.066579568817564
Diseases of Mismatch Repair (MMR),0.366012122916847,0.3479352691083907,26.232857848006734,25.831976307650827,2.70055672097301,1.8765083579468254,1.709883254475643,1.539279516167149,0.3609273720166491,0.3539616246796975,3.467353144693852,3.1544355588777404,1.8159639397023701,1.584155719740058,1.5147981326691977,1.2053103335389201,3.1342459207783984,2.8773790567873307,10.943224268581725,10.530589884812866,1.0648673763440863,0.9040679455551792
Aflatoxin activation and detoxification,0.3719833820558452,0.35187533540480226,68.67558888495948,67.81056656843074,0.9058531624656684,0.6736206883469772,3.172385784806335,2.884794106454487,0.6333014434494346,0.5970710617644887,12.90250732325735,11.967715613779196,6.82287860797504,6.18093099665983,2.2338598568482406,1.7761894020897493,22.12696182735229,20.46336558907461,17.28686907727555,16.695971957517575,1.1731423429159527,0.9952675311198542
APC truncation mutants have impaired AXIN binding,0.9362907801367392,0.7949938414471647,28.217592985612157,27.7967589659182,2.1724276748356863,1.5290539332151503,15.850162267565116,15.038503493832,14.395656794762724,13.742548968099351,0.6698146678832448,0.606828354538296,11.14556686104387,10.28014733406272,0.31411151069952037,0.30842060130900384,0.7629963823586762,0.6944061914957288,1.7072325747616783,1.5968648724766044,6.056340149742655,5.363813493525302
AXIN missense mutants destabilize the destruction complex,0.9362907801367392,0.7949938414471647,28.217592985612157,27.7967589659182,2.1724276748356863,1.5290539332151503,15.850162267565116,15.038503493832,14.395656794762724,13.742548968099351,0.6698146678832448,0.606828354538296,11.145169650591452,10.28014733406272,0.31411151069952037,0.30842060130900384,0.7629963823586762,0.6944061914957288,1.7071175804305971,1.5968648724766044,6.056340149742655,5.363813493525302
Truncations of AMER1 destabilize the destruction complex,0.9362907801367392,0.7949938414471647,28.217592985612157,27.7967589659182,2.1724276748356863,1.5290539332151503,15.850162267565116,15.038503493832,14.395656794762724,13.742548968099351,0.6698146678832448,0.606828354538296,11.145169650591452,10.28014733406272,0.31411151069952037,0.30842060130900384,0.7629963823586762,0.6944061914957288,1.7071175804305971,1.5968648724766044,6.056340149742655,5.363813493525302
Organic cation transport,1.1234110755756979,0.9569265158476591,85.48438567057045,84.36897404283788,5.977609879916836,4.112462236834261,7.123814058474104,6.606345855874664,3.4703974512036826,3.2570503212453654,11.065089930083044,10.250708298014455,13.462948297786749,12.46628583184478,1.0789095639100084,0.865562433951691,20.63481146327339,19.05836540071461,44.96385098272804,43.485891321412275,0.9898187070661315,0.837957327634951
