,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value;
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,0.3975156023891009,0.3667015217797265,2.6189342360355807,1.2093445819168447,0.3764809604369917,1.1206479727280203,0.486590984656632,0.48606186013240477,6.487449302920633,1.748177700993418,0.3058816822504121;
p38MAPK events,0.3672789551152327,0.9398134822000689,0.3554138575034153,0.5198656665604607,0.3764809604369917,0.3111782497541377,0.486590984656632,0.5327910439846112,0.3315899341674589,0.5484182344642704,0.3058816822504121;
Regulation of RUNX1 Expression and Activity,0.4221864504607768,0.32010506335144423,0.39679477643070366,1.2493853807088562,1.27292890664036,2.0495596120072412,0.486590984656632,0.7086724457561365,0.3327832096024327,1.5049899936006637,0.3058816822504121;
Translesion synthesis by REV1,1.5838329768184043,0.3393935927201346,0.4134699577910062,0.4296023820159213,0.3535867649444133,1.5869323539619207,0.486590984656632,0.5238886509233606,0.33154605935666304,0.33443521061762477,0.3058816822504121;
HS-GAG degradation,0.9275454020449196,0.3650614398467666,0.8292412231221908,1.2176279316935101,1.1073522751388227,2.6999617740847346,0.4862446663435915,0.39014468230695576,1.2134694198716163,0.30212584039343277,0.3058816822504121;
Degradation of beta-catenin by the destruction complex,0.3131846682126686,0.4752707412624548,0.5196560187410272,0.33980610064939215,0.697971698746192,0.8205962637560629,0.4845045543357206,0.34680976678403747,0.423716321008238,0.39891851694034464,0.3058816822504121;
T41 mutants of beta-catenin aren't phosphorylated,0.7427303811561812,0.36231980452174045,1.2957633497091234,1.1578910544844385,0.33140832466933967,0.43075902825616436,0.4845045543357206,0.36434155364310694,0.5296096740034458,0.41912518944327204,0.3058816822504121;
Defects in vitamin and cofactor metabolism,1.306197047981217,0.49882509403717307,0.4410475186133065,0.5879866812394244,0.3226140943665297,0.6063265940174721,0.48417870656159584,0.6834181834101111,0.5095929877456744,0.3160906252949544,0.3058816822504121;
Collagen degradation,0.42992726818516147,0.301642737608084,0.6322208994653702,0.5950246338700154,0.32297793958928395,0.5646191142917181,0.48417870656159584,0.5594683711508179,0.3187254357066004,0.3370467040211229,0.3058816822504121;
Constitutive Signaling by Aberrant PI3K in Cancer,0.9464944377933072,0.576173559427021,1.2957633497091234,0.5879866812394244,1.4353727597575503,0.9470898334811291,0.48417870656159584,0.4164315502421382,0.33482577791173423,3.4449015650011026,0.3058816822504121;
Reversal of alkylation damage by DNA dioxygenases,1.9428843081434788,1.2567397901919064,0.30734867613921363,1.1673887999976262,0.35646676400014793,0.42626866561660953,0.48333579395382825,0.3693631048944899,0.3089310108463698,0.8356116063721268,0.3058816822504121;
S37 mutants of beta-catenin aren't phosphorylated,0.7536607705215023,0.36231980452174045,1.3001535375668734,1.1578910544844385,0.33406583255714095,0.4300466631842503,0.48277315639974566,0.3646829165254219,0.5168436383523363,0.41983653668333754,0.3058816822504121;
PKB-mediated events,0.9370609571077493,0.42498593976503624,0.45223816956965585,0.41179614815947363,0.3439134979171695,0.3420003235500663,0.48136934690807914,0.33990809468773525,0.3406966434873319,0.688103773185247,0.3058816822504121;
Platelet homeostasis,2.7300161653613166,0.8380869200878739,0.7613149469443117,1.4117478790949058,0.46163953884057446,0.31386541612384017,0.48136934690807914,0.7214872606359403,0.3406966434873319,0.4569839190337219,0.3058816822504121;
Mismatch Repair,2.7003189050641927,0.8410357410402534,0.44896251260719916,3.5248810730111386,0.33627276072485157,2.5921931447370117,0.48059807795645954,0.7441213175540436,0.3127264994826523,0.30245448354214916,0.3058816822504121;
Pyruvate metabolism,0.3501378526710248,0.30188327596459563,0.3208535148713935,0.8513061050747608,0.30320248709849507,0.887962512340968,0.47893911861439475,0.48606186013240477,0.3248635531929545,0.38300722113202923,0.3058816822504121;
CREB phosphorylation,0.41333274690186717,0.47603833299323217,1.2149703771791165,0.3428663705227962,0.3764809604369917,0.3111782497541377,0.47890752614513343,0.3404366042983231,0.3329607429278685,0.32204584831205535,0.3058816822504121;
Interleukin-10 signaling,0.6381758284260755,0.3170649431462248,0.5439930076286128,0.3874935871335183,0.9200438033952797,0.7155883661323684,0.47842120857441806,0.3571372583019324,0.3156659602261388,1.0597407328998516,0.3058816822504121;
Vitamins,0.5695885041755652,0.6142135513007515,0.4760528568967101,0.3816686884212616,0.5555629456114858,0.47055855225156185,0.4781076300714729,0.6325337641428745,0.6052596979838009,0.4232200116160087,0.3058816822504121;
Sialic acid metabolism,0.3219535167637239,0.41268909257052344,0.382632944164255,3.1436752331273836,1.5061060989817545,4.268973585466074,0.4781076300714729,0.3931219998955243,0.3065164849314509,1.7736758732019013,0.3030467691849685;
S45 mutants of beta-catenin aren't phosphorylated,0.7557862538575085,0.36231980452174045,1.3051619198303333,1.1578910544844385,0.330372459861341,0.4300466631842503,0.4781076300714729,0.36593959197886095,0.5296096740034458,0.4203831368394754,0.3058816822504121;
DCC mediated attractive signaling,0.8716519885708844,0.32979575975804937,2.3238524025629204,0.5148512183686544,1.263262560339818,1.430721753260754,0.47765378052892143,0.44770267919471923,1.0949631728026215,0.739829295563816,0.3058816822504121;
alpha-linolenic acid (ALA) metabolism,0.32648569807719524,0.8149688586752587,1.1458569171858222,5.677792461818851,1.007071052446887,2.4175493561626946,0.47765378052892143,0.33847917930687405,4.097646175707529,0.8338588690146164,0.3058816822504121;
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,0.32648569807719524,0.8149688586752587,1.1414164345205433,5.677792461818851,1.007071052446887,2.4175493561626946,0.47765378052892143,0.33838150094469,4.097646175707529,0.8368997031223852,0.3058816822504121;
Stimuli-sensing channels,0.335368352224608,0.5631968708467756,4.043873705123747,0.3861917421038416,1.136888493800863,3.7920251266695986,0.47765378052892143,0.4733768846338477,0.39328194195957444,1.1480729271559689,0.3058816822504121;
CD209 (DC-SIGN) signaling,1.603124623320052,0.438351604480435,1.052594944937501,0.3881184602725714,1.136888493800863,1.036807842015328,0.47765378052892143,0.30676358637777745,0.7441222546207356,2.4472617310244527,0.3058816822504121;
Insulin receptor recycling,0.335368352224608,0.5272421300721946,3.384487110052987,0.5874431926211804,0.384241151119403,0.7072001173174037,0.47765378052892143,3.5793220696144203,0.9165201415367404,0.3337585302705513,0.3058816822504121;
PI3K events in ERBB4 signaling,0.44498379621009987,0.3667015217797265,1.1879585187559678,1.0545185283548835,0.330372459861341,0.416812166468743,0.4776313006608395,0.35082679893314456,0.37493058443204597,0.4523752385250782,0.3058816822504121;
Cilium Assembly,0.45157137268716835,0.4730357518880468,2.5759157192245343,0.3881184602725714,0.48365622352261173,0.5245047266062759,0.4776313006608395,0.6758900339821093,0.43407027552478483,0.41932959571843376,0.3058816822504121;
Influenza Infection,0.33895461643817115,0.31878267820372547,0.7663667792126356,0.4208562954813837,0.35573771241937,0.3158212132785428,0.4753217921706432,0.34398443282195684,0.32855021388126704,0.30352660857733577,0.3058816822504121;
Trafficking of GluR2-containing AMPA receptors,0.5038902867280486,0.5825284386456702,2.257931789270169,0.3067748912708138,0.3540024647605433,0.3260350496628621,0.4753217921706432,0.5283469793061432,0.3327832096024327,0.35813546395474505,0.3058816822504121;
Carboxyterminal post-translational modifications of tubulin,0.8121277182997256,0.30713105125946294,4.167943464902951,1.3345477935938186,1.4527835083452083,3.4156031801499713,0.4753217921706432,0.5918767786718077,2.0125965975846594,0.32837788404645557,0.3058816822504121;
PDE3B signalling,0.935961776654062,0.42498593976503624,0.4513554156734343,0.41143170833275283,0.3439134979171695,0.34220669868726283,0.4753217921706432,0.33990809468773525,0.3406966434873319,0.6857888430279614,0.3058816822504121;
Association of TriC/CCT with target proteins during biosynthesis,0.4826960453306865,0.4957100378737323,1.0619460329506734,0.3228589977337532,0.3119959467823231,0.3730690317561491,0.4753217921706432,0.3251934547032587,0.7574177165397277,0.44616573641289636,0.3058816822504121;
Signaling by FGFR2,0.3119979840557615,0.6157618001620583,0.9557536004612296,0.3657188180620897,0.3764809604369917,0.8134374922184098,0.4753217921706432,0.35188495600616115,0.3265506469380085,0.9985947415677143,0.3058816822504121;
Interleukin-1 processing,0.887690418569833,0.47698398560067923,0.3288722024330404,0.38741141821149655,0.3076326161437668,0.6051375835311831,0.4753217921706432,0.3317123913477366,0.40728486195669966,0.572664940565834,0.3058816822504121;
Activation of AMPA receptors,0.3136107765403995,0.3659796444425064,0.6231240255902294,0.32552608200489686,0.3439134979171695,0.5333671736672642,0.4753217921706432,0.3363632797967757,0.7072860466629798,0.4448245137365865,0.3058816822504121;
Class I peroxisomal membrane protein import,0.3390466778271897,0.421441415526736,0.31662508962588515,0.3861917421038416,0.6181909816472938,0.4838797903392124,0.47471752381853194,0.44770267919471923,1.5688410743164674,2.5550110864105697,0.3058816822504121;
Activated point mutants of FGFR2,0.4397502331886933,0.601299658616172,0.5220164126287496,0.6914851560917501,0.6776561166140836,0.39254468660396336,0.47435889999706843,0.31539388260432966,0.33154605935666304,0.39091888813155207,0.3030467691849685;
Signal transduction by L1,0.606635513897259,0.551949046739447,0.6066943934222234,0.3503872330012344,0.3439134979171695,0.47361860684248014,0.47430079168158523,0.5972444500514024,0.31497219477514715,0.6108217978378385,0.3058816822504121;
TWIK-related alkaline pH activated K+ channel (TALK),0.5367193506170276,0.4405300811880554,1.8124395980745798,0.3428663705227962,0.3394918967507969,0.4126833593188166,0.47430079168158523,0.31080172654221816,0.36494779765230456,0.44065582267788694,0.3058816822504121;
Estrogen biosynthesis,0.42992726818516147,0.30955187441848364,0.7635003516328472,0.4296023820159213,0.30246496029501807,0.46329118624362164,0.47430079168158523,0.6165161116191114,3.7301894943733327,2.802341362090072,0.3058816822504121;
PLC beta mediated events,0.44317443112510646,0.33281680434913724,4.7103758117704615,0.39026723080694775,1.4497014587581227,3.3752407581580246,0.47430079168158523,0.7214872606359403,0.8059290852393105,3.4449015650011026,0.3058816822504121;
GRB2 events in ERBB2 signaling,0.3485280504925926,0.4730357518880468,0.34733542328568157,1.1290363632586324,0.33664443463132226,0.8205962637560629,0.47430079168158523,0.39048239961549064,0.36494779765230456,0.532096178369972,0.3058816822504121;
Cap-dependent Translation Initiation,0.32811464063720513,0.6161081789146999,1.2332620270716799,0.3454633916917074,0.3119959467823231,0.5588744344857842,0.47430079168158523,0.30318050255984674,0.6052596979838009,0.622741869993541,0.3024439670208732;
Synthesis of UDP-N-acetyl-glucosamine,2.226195941366306,0.4155240941545764,0.4173066784472562,0.3232519888569888,0.3726312003584851,0.3695405452782485,0.47387972900025127,0.31539388260432966,0.37714526130064224,1.7889291130233775,0.3058816822504121;
RNA Polymerase I Transcription Initiation,0.6284918354782628,0.6667335201465007,1.5875048741766733,0.39992247154050303,0.330372459861341,0.416812166468743,0.472422262226759,0.33102140044232475,0.3106584475526706,0.3460910784833522,0.3058816822504121;
TNFR1-induced NFkappaB signaling pathway,0.3117629957183809,0.32644608695254396,0.6331606985702882,0.49786442742870163,0.42272067676020203,0.651553621145545,0.472422262226759,0.5300187576686016,0.33154605935666304,0.3845950755081606,0.3058816822504121;
Activation of Na-permeable kainate receptors,0.36765290593325656,0.3897456937069698,1.738007687702123,0.4679155083230611,0.3223947354494506,0.47677687539221214,0.472422262226759,0.32008659068880624,0.42782578452573555,0.5026703144243176,0.3058816822504121;
Ca-dependent events,0.3892389944485352,0.7678534252093862,4.842470890520244,0.4751568544371663,1.4497014587581227,3.645811997377063,0.472422262226759,0.5174152264767676,0.33154605935666304,2.918220327306432,0.3058816822504121;
Regulation of localization of FOXO transcription factors,0.47959881088156225,0.39346922355107966,0.3522091894431383,0.4697453280545078,0.330372459861341,0.9645603131595664,0.472422262226759,0.42864408325691356,0.35612183817226384,0.5323145474341873,0.3058816822504121;
Activation of GABAB receptors,0.41955155407635125,0.5073445985405695,0.5782532957107175,0.3163292158034775,0.5630974666556423,0.45670913707475397,0.472422262226759,0.319929158053878,0.33154605935666304,0.6343528131464561,0.3030467691849685;
Sodium-coupled phosphate cotransporters,0.3957341132721857,0.923842783530003,0.7045131215857201,0.3163292158034775,0.3652904863488216,0.7464617740472214,0.472422262226759,1.036298778402231,0.3156659602261388,0.37636770226551464,0.3030467691849685;
GABA B receptor activation,0.42086888736119815,0.5067139839757604,0.5798296840686574,0.3163292158034775,0.5669614829417398,0.4590919226290376,0.472422262226759,0.3239716014333915,0.33154605935666304,0.6343528131464561,0.3030467691849685;
Formation of the active cofactor, UDP-glucuronate,0.8090237191460051,0.33402483609309025,2.359926286467173,0.39485276920195894,0.5973746507494396,0.474224940380697,0.4712812844238908,0.31319485378598494,0.4564353693270964,0.3275982714052055,0.3058816822504121;
Unfolded Protein Response (UPR),0.4285257794946782,0.6667335201465007,2.357429115642457,0.5899368858697199,0.35952474696705994,0.8353012895207585,0.4712812844238908,0.30222076309715623,0.3293878277257215,0.3586349562682923,0.3030467691849685;
Signaling by ERBB2 KD Mutants,0.8765791421228779,0.34441575692295656,1.073527017168443,0.3861917421038416,0.3764809604369917,0.8252260363006858,0.4712812844238908,0.35971925328583354,0.32397177416554596,0.35352371536264976,0.3058816822504121;
LDL clearance,0.32400304823221204,0.4916469925647314,0.3557042064788556,0.4339948646037047,0.3012749188645074,0.4219367177964331,0.4712812844238908,0.3425206096678787,0.3329607429278685,0.4451611421708856,0.3030467691849685;
Eukaryotic Translation Initiation,0.32811464063720513,0.6161081789146999,1.2346712003995064,0.3454633916917074,0.3119959467823231,0.5646191142917181,0.4712812844238908,0.30308894197867353,0.6052596979838009,0.6233783326264207,0.3024439670208732;
RNA Polymerase III Transcription,0.7432242533096001,0.3090278240817252,1.0193284028017302,0.3265325825462171,0.3439134979171695,0.3946222670176035,0.4712812844238908,0.40342728894670354,0.3693665271664583,0.3109481832046546,0.3032374359194824;
FGFR3 ligand binding and activation,0.36408810510314893,0.39814946840836085,0.8448730873518618,0.5120370352239828,0.35573771241937,0.3632803726492419,0.4712812844238908,0.37816616888872967,0.3074634276468475,0.3524418164773709,0.3058816822504121;
Disinhibition of SNARE formation,2.171295521471604,0.3029713996082115,1.4551918751426052,0.3347645018815191,1.0702835859303041,0.4300466631842503,0.4712812844238908,0.3300822406904645,0.46309482125230866,0.5101211329757073,0.3058816822504121;
Miscellaneous transport and binding events,0.5449293344335326,0.3299417989905663,2.3392743670789615,1.4599914308140092,1.0102546585812715,4.460539542243616,0.4712812844238908,0.36073163167381794,0.3329607429278685,0.3337585302705513,0.3058816822504121;
Peptide hormone metabolism,0.6188386975716889,0.30136794395345357,0.7635003516328472,0.34115852730494867,0.3439134979171695,0.4306777496994055,0.4712812844238908,0.350379041909501,0.3125976105473822,0.4523752385250782,0.3058816822504121;
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.35031899134905103,0.38922267012244505,0.7967758165849417,0.5037883573514967,0.3082126526753394,0.41548903650203944,0.47077984446449106,0.30318050255984674,0.34010467491250734,0.5395292439805308,0.3058816822504121;
RNA Polymerase III Transcription Initiation From Type 1 Promoter,0.4524815885910299,0.3351332739777284,1.7722808994134962,0.3343959421279304,0.3439134979171695,1.240457662602838,0.4687175974098913,0.3909454933235953,0.3418975449068169,0.6492080770480536,0.3058816822504121;
Interleukin-6 family signaling,1.2840117355802898,0.9363641915722525,0.3617239240045207,0.34114908780953945,0.39026309562416256,0.4107256546615841,0.4687175974098913,0.638700226611994,0.3564169901750398,1.6013076041885623,0.3058816822504121;
RNA Polymerase III Abortive And Retractive Initiation,0.737234817812786,0.3090254582300101,1.0193284028017302,0.32674678664545054,0.3439134979171695,0.3946222670176035,0.4687175974098913,0.40342728894670354,0.3693665271664583,0.3105472018765112,0.3032374359194824;
Regulation of signaling by NODAL,0.3672789551152327,0.33580448813743125,0.8263536960792152,0.4296023820159213,0.41915543431295504,0.5214535874144981,0.4687175974098913,0.3207891067373377,0.3061329461218883,0.7325121903592762,0.3058816822504121;
Synthesis of PI,1.05959797977676,0.6290502125044155,2.612080435887825,0.330334113068339,0.9494636929508514,0.312405934491624,0.4687175974098913,0.5327910439846112,0.7782429355668223,3.088857142578697,0.3058816822504121;
Sphingolipid de novo biosynthesis,1.928483561668115,0.41341873352266867,2.2738241139471578,0.45814106070834476,1.239479955932051,0.8116488067643249,0.4687175974098913,0.35971925328583354,0.4459533977710523,2.1973600892666885,0.3058816822504121;
Signaling by activated point mutants of FGFR3,0.36439308070393406,0.40047440567304926,0.820579901647453,0.5192747265799554,0.35573771241937,0.36357692884379,0.4687175974098913,0.37816616888872967,0.3093454784028885,0.3499554559816128,0.3058816822504121;
Metabolism of serotonin,2.021217296795734,0.33958084202876593,0.47620779881555453,1.0001697724579797,0.4224421407412922,0.3111782497541377,0.4687175974098913,0.30299624920473567,0.3779014763245248,0.5231412627684151,0.3024439670208732;
Activation and oligomerization of BAK protein,0.3162862152926333,0.479523222979618,0.8018893713477384,0.34115852730494867,0.3726312003584851,0.46829287577570267,0.46773518445860446,0.33030236244002353,0.33852055572539486,0.5323145474341873,0.3058816822504121;
Translesion synthesis by POLK,1.5850012321335474,0.335630131897455,0.36743428113510346,0.4609306983002966,0.33947615435300504,1.5945953640146877,0.46676547595016665,0.5693729600094288,0.30150053284191936,0.34303382656163733,0.3058816822504121;
HDL remodeling,1.2539408448910911,0.33429339400368174,1.5375010889535694,0.3654174844613779,1.239479955932051,0.6309656636215836,0.46562006586021537,0.37482945748292784,0.6052596979838009,2.6239804783313474,0.3058816822504121;
UNC93B1 deficiency - HSE,0.7753440831935311,0.6632010765904364,1.858161098708219,2.1959705259269473,0.3439134979171695,0.4127644252979026,0.46535962008636683,0.31153241212058264,1.0440800124954295,0.5209613107182163,0.3058816822504121;
Conjugation of phenylacetate with glutamine,0.45668967406434435,0.642037538389264,2.517592523588584,0.3881184602725714,0.40011734818170236,0.4000864393565479,0.4640478435647773,0.4671836385857672,0.30458685905162125,1.483370356290762,0.3032374359194824;
Beta oxidation of myristoyl-CoA to lauroyl-CoA,0.5900450371029411,0.49882509403717307,1.982134437236759,0.3198395805486888,0.31425684010309535,0.46297556448329885,0.46401018969133195,0.34680976678403747,0.3156659602261388,0.3410047920540425,0.3058816822504121;
Insulin receptor signalling cascade,0.8072884376667768,0.5825284386456702,1.5367409836438426,0.34571014914919185,0.3226140943665297,0.35399026492638497,0.46361729821021025,0.515231060699031,0.45174765924593724,0.510128109772137,0.3058816822504121;
Glutathione synthesis and recycling,1.502358715204575,0.3351332739777284,0.7658314545832369,0.3881184602725714,0.32162569628297455,0.38644297502167896,0.46361729821021025,0.42426681188822685,3.582534078690718,0.3109481832046546,0.3058816822504121;
NOTCH1 Intracellular Domain Regulates Transcription,0.44351687530887374,0.4785132458736432,2.585307364309015,0.5158311239983016,0.697971698746192,1.3027480042124746,0.4628072801432424,0.5226955554832011,0.5380488165948838,0.4353740121305991,0.3058816822504121;
Listeria monocytogenes entry into host cells,0.33195778577326673,0.3057534806262932,0.3538601237188543,0.5259000391854405,0.5343252231455516,0.3111782497541377,0.4628072801432424,0.6652097340320369,0.418328270869041,0.37636770226551464,0.3058816822504121;
LGI-ADAM interactions,0.5587013765220952,0.32979575975804937,2.123183035424456,0.6197330358455396,0.39841886726404796,0.40268367579666303,0.4628072801432424,0.3094759427026921,0.35498837673230227,0.669644009748287,0.3058816822504121;
FCERI mediated NF-kB activation,0.3052983521599139,0.5254335345474912,0.7391101653549697,0.32100808197395886,1.3011770376809937,0.70206723630419,0.4628072801432424,0.6113856407636219,0.3327832096024327,0.39807543893028463,0.3058816822504121;
NEP/NS2 Interacts with the Cellular Export Machinery,2.547108532706971,0.7380453821386058,1.4499285308620922,1.5123371805538774,0.35573771241937,4.048180206970717,0.4628072801432424,0.4467806963553069,0.3121738255632173,0.3109481832046546,0.3058816822504121;
Glycogen storage disease type IV (GBE1),0.495644558835117,0.3818530794945164,1.299736166825633,0.4147520762862274,0.3764809604369917,0.3676748767985349,0.4628072801432424,0.4540751851007829,0.34050073667628167,0.7147958524686185,0.3058816822504121;
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,0.3117629957183809,0.3041785410778355,1.405432806416354,0.3163292158034775,0.779873055131759,0.7659191921406994,0.46252515237241304,0.6365288301479024,0.31120063727890246,0.8682301719181825,0.3058816822504121;
Transcriptional regulation by RUNX3,0.3338779305607098,0.3667015217797265,0.42507367602014473,0.3163292158034775,0.631676288554392,0.8813681710037167,0.46215837328112996,0.4890921202267072,0.5935159742610949,0.38486707233306083,0.3058816822504121;
Myogenesis,0.4451629103662902,0.3667015217797265,1.5977118412502447,1.115562684767983,0.35830085846035925,0.3071425190433953,0.46154911800074344,0.8986880030650579,0.42332031869678155,0.4232200116160087,0.3058816822504121;
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP),0.6635617905334938,0.6617160530759545,0.3671298580499003,0.5358939466297958,0.39026309562416256,0.35399026492638497,0.46154911800074344,0.3710643393795012,0.6175389953182515,0.30603264219956966,0.3058816822504121;
FGFR1 ligand binding and activation,1.306197047981217,0.4284698207307233,0.3114561128294983,0.38977595796733894,0.311114601116272,0.4469459782732627,0.46133044240944726,0.3658203974216597,0.3126560962541032,0.8170898715095123,0.3058816822504121;
Ficolins bind to repetitive carbohydrate structures on the target cell surface,0.30735682749868515,0.33875335399120593,0.5494530568571484,0.3861917421038416,0.3764809604369917,0.524085852020183,0.46133044240944726,0.32753430183444365,0.36494779765230456,0.31100904921848943,0.3058816822504121;
HDL clearance,0.38523662041238443,0.4386912358120347,1.2445841882295585,0.34493403884766827,0.3147704613843775,0.4408110119089345,0.46133044240944726,0.6537880606010806,0.3522221105554151,0.4030133825628864,0.3058816822504121;
FGFR3 mutant receptor activation,0.3637587916540856,0.39701699993581774,0.9964277710234618,0.5093368965319863,0.3560720414244286,0.3620735944925361,0.46081415678207305,0.3784754571208943,0.3075199522833463,0.35352371536264976,0.3058816822504121;
Complement cascade,1.3567582193901935,0.44724438401219935,0.824931137133459,0.3283439964211864,1.5828289611196062,0.3727191734928265,0.46081415678207305,0.30481780719897456,0.6052596979838009,2.274202032700971,0.3058816822504121;
RUNX1 regulates estrogen receptor mediated transcription,0.3295920706872582,0.3351332739777284,5.015737199730612,0.5900152111207688,1.3241905080609873,3.4797584798038175,0.45909928180314313,0.8261221892681899,4.492296970246937,3.4449015650011026,0.3058816822504121;
FOXO-mediated transcription of cell death genes,0.7669120937190577,0.5324309296314834,1.2149703771791165,0.9095489031696933,0.3439134979171695,0.3665758794553794,0.4586653234791756,0.33030236244002353,0.3692084556559849,0.30460299844595456,0.3058816822504121;
Transcriptional activation of mitochondrial biogenesis,0.4397502331886933,0.301642737608084,0.3897040218281641,0.6408716818388634,0.5284597186854141,0.31776991236841967,0.4586653234791756,0.5036309725177871,0.45644750223509717,0.5798185263650673,0.3058816822504121;
Neurotoxicity of clostridium toxins,0.8076155113100113,0.45199084089717,0.597165898101263,0.48853611966738064,0.35830085846035925,0.32582525152199426,0.4581012543891677,0.34398443282195684,0.37714526130064224,0.4404591951700404,0.3058816822504121;
Gap junction trafficking and regulation,0.6098863292854918,0.4081569957992947,0.7613149469443117,0.3265325825462171,0.6818387521124429,0.9263794319903491,0.4571815530538436,0.46020637526382446,0.4644723627826459,0.3117369630687721,0.3058816822504121;
Vasopressin regulates renal water homeostasis via Aquaporins,2.8464937374289456,1.0352787328432593,0.4018400955900535,0.8651694564980436,0.34326141804925875,0.3454369423490266,0.45713632475004395,0.3251934547032587,0.37771151139769193,0.572602207453692,0.3058816822504121;
Synthesis of substrates in N-glycan biosythesis,0.31186750211813125,0.3392192110836122,1.2020317108771463,2.5587379297236894,1.5828289611196062,4.192333372904334,0.45616045703912467,0.35082679893314456,0.4881499224650157,2.4072876984101277,0.3058816822504121;
Peptide chain elongation,0.38132131699763155,0.4631345202388002,1.5753594462620744,0.322985779213323,0.38442268773206284,0.4641092916342805,0.45616045703912467,0.3272468962834211,0.37714526130064224,0.38820904859778893,0.30249811228335877;
Linoleic acid (LA) metabolism,0.3195134583854903,0.30713105125946294,0.7967758165849417,3.3403030746676428,0.7460829399514947,1.2349852244576813,0.4551020304496021,0.4836965380079519,4.204788547537598,1.2128632227613605,0.3058816822504121;
Glycogen storage disease type II (GAA),0.3136107765403995,0.7560598382503433,0.4077557145318142,0.3861917421038416,0.3918027183993316,0.46829287577570267,0.4550179127633811,0.5389628321778192,0.3728343545959842,0.4678954462589095,0.3058816822504121;
Fatty acid metabolism,0.3131846682126686,0.36231980452174045,3.5936623015962224,0.8238790622019743,1.4497014587581227,3.5894551210514725,0.454966152459563,0.5613944991412845,0.6669914040927446,2.147656821886492,0.3058816822504121;
p75NTR recruits signalling complexes,0.40511607004227757,0.30641678157489305,0.31244482358060083,1.2904046964004916,0.7433781605289134,2.979546248499804,0.454966152459563,0.5389628321778192,0.3017463573232267,0.998516810697719,0.3058816822504121;
SUMOylation of transcription factors,0.4304054585981739,0.3393935927201346,0.3327614819001198,0.3836697831767265,0.6736357056346454,0.9134979803271983,0.454966152459563,0.6121973354446032,0.3156659602261388,0.41376887048902816,0.3058816822504121;
Activated NTRK2 signals through FRS2 and FRS3,0.5746746201572204,0.38415246703004036,0.5230733200949161,0.32289368140643626,0.4146172972667351,0.4541009858801141,0.454966152459563,0.35971925328583354,0.3293878277257215,0.5323145474341873,0.3058816822504121;
VxPx cargo-targeting to cilium,0.3914332839728542,0.3659796444425064,3.452337414547906,0.39144877960498997,0.6278261191361808,0.6416953454529292,0.454966152459563,0.30705368811069295,0.33154605935666304,0.4404591951700404,0.3034996034775484;
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,0.42506882085756453,0.31903362697909327,1.3106624219521872,0.46898504590813767,0.3808454324985298,0.46329118624362164,0.454966152459563,0.35082679893314456,0.569721328093352,2.0007560205265067,0.3058816822504121;
OAS antiviral response,0.33137564217830273,0.5134678000949939,2.4677521763391383,0.3163292158034775,0.4130708040105258,0.3479832638871655,0.454966152459563,0.437610754516171,0.3522221105554151,0.4625596178349653,0.3058816822504121;
Aryl hydrocarbon receptor signalling,0.32213490899676,0.315650141649467,0.7045131215857201,0.3861917421038416,0.48046633727165955,0.4306777496994055,0.453856316849635,0.6652097340320369,0.3065164849314509,0.8678273610123992,0.3058816822504121;
2-LTR circle formation,0.638805214557159,0.46050058308477193,0.6371763478650965,0.3536741872163679,0.4161067193317774,0.38644297502167896,0.453856316849635,0.4589589677230645,0.32855021388126704,0.3822388643311611,0.3058816822504121;
Erythropoietin activates RAS,0.8072884376667768,0.5357174180674569,1.4395540187364995,0.3503872330012344,1.1881095655489549,1.4443143830942757,0.453856316849635,0.5613944991412845,0.40204508772130776,1.7531485862030827,0.3058816822504121;
FGFR3c ligand binding and activation,0.3599360603194696,0.39501944315919246,0.969339437530591,0.5084365731528091,0.3560720414244286,0.3620735944925361,0.453856316849635,0.3784754571208943,0.30776308796617835,0.35352371536264976,0.3058816822504121;
Axon guidance,0.7518518916541688,0.301642737608084,0.5130503622174319,0.39485276920195894,0.330372459861341,0.32379424092724673,0.453856316849635,0.3873399681862305,0.34050073667628167,0.3451238691514368,0.3058816822504121;
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4),0.3119979840557615,0.5073445985405695,0.3081915935170801,0.3881184602725714,0.4880981010804869,0.6374443225425805,0.453856316849635,0.3419488235161132,0.4682047298447594,1.1185774179386265,0.3058816822504121;
Loss of proteins required for interphase microtubule organization from the centrosome,2.89072583416433,0.5160538865147885,0.7967758165849417,3.3156221215320296,0.33406583255714095,1.4913294770057988,0.453856316849635,0.309018298085769,1.6481131610047546,0.6566377434606885,0.3058816822504121;
