,BRCA1,TP53,BRCA2,RB1,PIK3CA,GATA3
FGFR1c and Klotho ligand binding and activation,0.10935846353930574,0.017604093148264034,-0.0,0.05780356707987705,0.0004799155469650877,0.0077656457900979
Signaling by Leptin,0.10930352467485102,0.02152880623159697,-0.0,0.006244521768019452,0.021824098723694164,0.1812560155016328
G alpha (z) signalling events,0.10929904292449075,-0.0,-0.0,0.024836544345889906,0.00932379547923751,-0.0
Signal Transduction,0.10927760601098552,-0.0,0.03293506732710314,0.007013733204158945,0.0030288975988306873,0.6130413124634504
Cross-presentation of soluble exogenous antigens (endosomes),0.10923024742122457,-0.0,0.050213028477780655,0.035341731830481206,-0.0,0.6049247322235591
Wax biosynthesis,0.1091800787418814,-0.0,-0.0,0.028025712750789675,-0.0,0.03661484994472676
Acyl chain remodeling of DAG and TAG,0.1089899384925555,0.0007194668740770906,0.041084572999683,0.030404824223347858,0.041794006707327296,0.10542136238390774
Regulation of activated PAK-2p34 by proteasome mediated degradation,0.10898434682052709,-0.0,0.22293470142684868,0.20934750602518723,-0.0,0.6440276688604301
Phosphorylation of Emi1,0.10887124996535338,-0.0,0.38825399745025807,0.04396263318774205,-0.0,0.000701743412484957
The activation of arylsulfatases,0.10876369663309789,-0.0,0.049546695438256044,0.09091219827712926,0.0005003067116985952,0.2319239074340304
Trafficking of GluR2-containing AMPA receptors,0.10873879814274355,0.10096939090990444,0.003953156642863649,0.05194300906228421,-0.0,0.014742677213865607
Programmed Cell Death,0.10866139562514021,-0.0,0.04028299138748767,0.02679165023580245,-0.0,0.49828250720200123
Breakdown of the nuclear lamina,0.10863527339492558,0.01715903378696921,-0.0,0.0009075160832840914,-0.0,-0.0
Ceramide signalling,0.10858694167429217,-0.0,0.024494039547140887,0.017778652237245757,-0.0,0.020997856013598583
Metabolism of polyamines,0.10856348157278699,-0.0,7.83138728386398e-05,0.02635104952095722,-0.0,0.6232924479648893
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,0.10843699590772313,0.08086669073923966,0.3072300807963627,0.0928880553257983,-0.0,0.7068176863909298
Regulation of PTEN localization,0.10841814115226014,0.0290012880645027,0.5981779164719035,0.21095165093222185,-0.0,0.018452277070895987
Metabolism of steroids,0.10841084803182295,0.17880123233275919,0.05514534474996012,0.05314098821747024,0.17165016103623168,0.5361854233694686
Regulation of PTEN gene transcription,0.10834051977435785,-0.0,0.14282989677340371,0.12313021556560574,-0.0,0.005446446377806035
Cam-PDE 1 activation,0.10827117738470153,0.014142909337197808,0.00020263678747183176,0.020428410773639254,-0.0,0.11618449946650292
Trafficking and processing of endosomal TLR,0.10826240015432073,-0.0,-0.0,0.05314868309257641,0.10807759176225323,0.004465124771522865
Cytosolic sensors of pathogen-associated DNA,0.10825905870917443,0.08569263994484481,0.40136366780643795,0.5400534595962239,-0.0,0.47274639227539805
"Platelet activation, signaling and aggregation",0.10824234370891817,0.081748170418212,0.05783125284464113,0.07036911892601612,0.00810171613174769,0.6663270801900909
mRNA decay by 3' to 5' exoribonuclease,0.10806253944045316,-0.0,-0.0,0.006289152152712663,-0.0,0.0933891706049571
ZBP1(DAI) mediated induction of type I IFNs,0.10800734868907211,0.12866060741586183,0.3070092084537211,0.04392472094900458,0.012926044373588253,0.013939482771095154
Heme degradation,0.10798731885092436,0.0014090241126160409,0.19278726225207032,0.15865348610719024,0.09072708995508981,0.029379639354313845
Termination of translesion DNA synthesis,0.10792719719076728,0.02085465208619484,0.33566245397250893,0.2927522703123906,0.0001818729909034646,0.0031571827953297336
Transcription from mitochondrial promoters,0.10790679326010846,0.10264174263031307,0.35514642338494035,0.007629779770424474,0.09151445801448581,0.09281776451707405
Toll Like Receptor TLR6:TLR2 Cascade,0.10777506823658554,0.07738125122573561,0.25864020775212804,0.07078121294019624,-0.0,0.5943413195248196
Regulation of RUNX2 expression and activity,0.10769700803741913,-0.0,-0.0,0.13704316848785855,-0.0,0.5197866225810885
Interleukin-12 signaling,0.10769255006832719,0.014888816975291274,-0.0,0.08441022598787189,-0.0,0.3306932931393834
Prostacyclin signalling through prostacyclin receptor,0.10763503924010662,-0.0,-0.0,0.05453663473850261,0.008463632427314106,0.3343175099620867
Platelet homeostasis,0.1074777451832387,-0.0,0.1256578113990514,0.030229207604608198,-0.0,0.4234368718599037
ERBB2 Regulates Cell Motility,0.10735850241530048,-0.0,-0.0,0.05379753032281027,0.01524095049188479,0.006488449732300985
RNA Polymerase II Transcription,0.1073533641156293,-0.0,0.05507185494668934,0.9701001042889443,0.0909527787735874,0.525919379138439
Transport of fatty acids,0.10727864542776325,-0.0,0.0001655058352072754,0.014617838762129678,-0.0,-0.0
Synthesis of PI,0.1071999530353308,-0.0,0.15638769232635852,0.27417877442862226,-0.0,0.1294753794862729
Diseases of metabolism,0.1071569304099837,0.08300880395507607,-0.0,0.19993989146063876,0.12468878173352459,0.27767636607842394
Regulation of KIT signaling,0.10693245091778211,0.01678183810840041,0.0019454676074523146,0.0918933491954618,-0.0,0.24019176142470974
Glycosaminoglycan metabolism,0.10685322249767586,-0.0,-0.0,0.051333423461830785,-0.0,0.4019086948797353
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.10683383660354225,0.006841057027618906,0.06720889454522788,0.07219012750579352,0.1320533718187156,0.17508852910936917
RUNX3 regulates RUNX1-mediated transcription,0.10681635529126216,-0.0,-0.0,0.12146654873721591,0.010947903008356236,0.036471263175321886
2-LTR circle formation,0.10677295613961908,-0.0,-0.0,0.026882898525059047,0.07989355118179446,0.24669092089779296
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),0.10666867976366246,0.0822084017129426,0.23253296137396018,0.017022957739296532,0.0025413662498398157,0.004106153760662332
Synthesis of wybutosine at G37 of tRNA(Phe),0.10624699321567052,0.08121252941885013,0.0631284948377005,0.2722908342483382,-0.0,0.5147139333461036
Regulation of Apoptosis,0.10549921128367849,-0.0,0.22444857428267842,0.1980027389554045,-0.0,0.4994965077552094
Peroxisomal lipid metabolism,0.105393220157242,0.6287164391617651,0.015845365808921673,0.16216560855246087,0.015746305311250923,0.11146800576064265
Mitophagy,0.10525312302373335,-0.0,0.09997405350074848,0.08620645201550742,-0.0,0.10513066618857016
Resistance of ERBB2 KD mutants to sapitinib,0.10484129076811538,-0.0,0.0009890966508238753,0.26543290000932335,0.28565306452165223,0.02861420702191046
NrCAM interactions,0.10445600380449171,-0.0,0.0014325369001779186,0.17373744856252046,0.0023200521947378113,0.10632527847160134
TLR3-mediated TICAM1-dependent programmed cell death,0.10429600879660979,-0.0,0.14782049554669247,0.2948218718923433,-0.0,0.07301672347524003
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.10396473499991192,-0.0,0.13865310815678963,0.2199379780855181,-0.0,0.6453455733527304
Resistance of ERBB2 KD mutants to neratinib,0.10311107481813127,-0.0,-0.0,0.2989686525912789,0.28060917430482013,0.029833539458230713
Digestion,0.10303672466237852,0.0860864682379516,-0.0,0.05332057586329282,-0.0,0.5293641362585709
Androgen biosynthesis,0.10284407914171828,0.08737437494419772,0.798616613458284,0.17422490879886637,-0.0,0.08645849567288595
Deactivation of the beta-catenin transactivating complex,0.10278009454826874,-0.0,0.14606875742805586,0.32798812961053186,0.260112079159154,0.09687894977868859
TRIF(TICAM1)-mediated TLR4 signaling,0.10259377409831318,0.08431479128113759,0.16565194203945938,0.032606305059840086,-0.0,0.6433726732835162
Glycine degradation,0.10258746029992728,-0.0,0.019156120984541003,0.123891095865971,8.981460661763509e-05,0.15917887643977005
Class B/2 (Secretin family receptors),0.10242839120728164,0.05205196875343712,-0.0,0.05356076122361211,0.010819441451883446,0.4424081581483461
SLC transporter disorders,0.10239669189647145,0.03308106918577157,0.10755138605121531,0.13247371293987212,0.006428274013598123,0.05354687188189196
Regulation of mRNA stability by proteins that bind AU-rich elements,0.10189750354001734,-0.0,0.041272436851744906,0.16370675234872364,-0.0,0.6172068238840118
Autophagy,0.10181005834509188,-0.0,0.10223075892450947,0.009006397546876339,0.001126593349939461,0.6264929377360456
MECP2 regulates transcription factors,0.10153607370770672,0.014283388207687592,-0.0,0.1452014586033319,0.011365087295549223,0.16993543452856835
Synthesis of PIPs at the plasma membrane,0.10112370306974536,0.015248185566188701,-0.0,0.012088939788932605,-0.0,0.004655650535702504
PTEN Regulation,0.1007409724083682,-0.0,0.1495143491906969,0.3117586624122489,0.021516412875037975,0.1399700011692469
RAS GTPase cycle mutants,0.10071404645033437,0.0073987973180940254,0.06352407725983092,0.08889680863118934,0.06067887003163368,-0.0
G1 Phase,0.10068541761444672,0.008245347114825833,0.3372426422586439,0.06901550791518682,-0.0,0.6469781440565399
HSP90 chaperone cycle for steroid hormone receptors (SHR),0.10050103273425734,0.08075614410516532,0.1410610931291425,0.19987586748098865,0.014456760617416596,0.534131430073239
ABC-family proteins mediated transport,0.10046104447658649,0.04101518427673217,-0.0,0.24676438604857387,-0.0,0.24415876718023713
Pyrimidine catabolism,0.10035501614591073,-0.0,-0.0,0.05248143470582626,-0.0,0.009539612789439812
PLC beta mediated events,0.09995859224514289,0.014509732954650674,0.19144799391237433,0.012921339678490542,0.00326490216501502,0.12070025804571541
RNA Polymerase III Transcription Initiation From Type 1 Promoter,0.09988112277705542,-0.0,0.05091995879757443,0.2613858710118779,-0.0,0.026537525199417517
DNA replication initiation,0.09960571924089319,0.03749428520555345,0.12655583753015506,0.010228744271631571,0.3582425574449272,0.013830267467841807
Chaperonin-mediated protein folding,0.09958304863009829,-0.0,-0.0,0.02410001023385422,0.019739772404842718,0.4837402604606229
mRNA Editing: C to U Conversion,0.09953935437402212,0.005100053113292885,0.0177696150222716,0.034755333708728076,-0.0,0.3687472352182963
Post-translational modification: synthesis of GPI-anchored proteins,0.09936288234159252,0.015567923364108048,0.051612444832280835,0.03442070534632771,-0.0,0.5004301741859618
Regulation of FZD by ubiquitination,0.09934893642743467,-0.0,0.07338595058627044,0.2088528101287403,0.07449231561649963,0.2321528652022608
Biosynthesis of E-series 18(R)-resolvins,0.09922473973051646,-0.0,-0.0,0.08873107823199453,0.0023454035991282126,0.030796784173040787
Lysosomal oligosaccharide catabolism,0.09917704746019178,0.06421353303385689,-0.0,0.06154040276595916,0.0036433616159395493,-0.0
Formation of the Editosome,0.09893910255227013,0.011026124258024789,0.030522653352172368,0.0348491366771293,-0.0,0.300681939967276
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",0.09886057284709744,0.051711182179395986,-0.0,0.0510848893784862,-0.0,0.02428163522604242
SUMOylation of transcription factors,0.0987560015171423,0.028382491891851318,0.10112619954685248,0.20817557995644623,-0.0,0.10366463130570082
Regulation of cholesterol biosynthesis by SREBP (SREBF),0.09874117340808494,0.03456369722183995,0.36308274859498957,0.2690714551381376,0.09195227319336793,0.6041115008943595
Formation of apoptosome,0.09855085817541023,-0.0,0.002901292478964275,0.011098976328382653,0.0056726003578276285,0.031499868256089164
Processing of SMDT1,0.09853946387899384,-0.0,-0.0,0.27132645698748226,-0.0,0.02625246653017791
Synthesis of pyrophosphates in the cytosol,0.09832568848992185,0.00052830570868674,0.058968304668962024,0.007897557180006419,0.04982192921838312,0.006579060202417543
Diseases of Mismatch Repair (MMR),0.09825895527014866,-0.0,-0.0,0.20051849079449147,-0.0,0.14219475486858338
Transcription of the HIV genome,0.09798809608688529,-0.0,0.0002649450169353575,0.13745781251301947,-0.0,0.2733610560259317
Ion channel transport,0.09796847993631687,-0.0,0.06179608667707717,0.010075932653000464,0.0013086955795036455,0.2403048310453457
Ubiquitin-dependent degradation of Cyclin D,0.0976931101974456,-0.0,0.16635086651225392,0.147787740940597,-0.0,0.42749097468349884
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,0.09767943005036986,0.06666573427024315,-0.0,0.0077023844894205315,-0.0,0.25298233763784733
Resistance of ERBB2 KD mutants to tesevatinib,0.0976649937954012,-0.0,0.0015123845633880464,0.30195261658685707,0.2779504333932351,0.007704988013428298
"Activation of NIMA Kinases NEK9, NEK6, NEK7",0.09695682506621589,0.008550370204394614,0.18343470083630006,0.07030609141338665,-0.0,0.33998481417701637
Regulation of Glucokinase by Glucokinase Regulatory Protein,0.09608286505905657,0.018157056360051833,0.05267208836825608,0.11855266812552061,-0.0,0.0022175262102592202
Peptide ligand-binding receptors,0.095972146780207,-0.0,0.7503116291645335,0.05591455670587865,-0.0,0.06210136084031042
Depolymerisation of the Nuclear Lamina,0.09576119975218901,-0.0,0.18128452992776717,0.018043688474744825,-0.0,0.004199530517171989
Signaling by NOTCH3,0.09572175695701397,-0.0,-0.0,0.28130320617447924,0.20336881871032617,0.011352378196754005
"Activation, myristolyation of BID and translocation to mitochondria",0.09555413305242443,-0.0,-0.0,0.19285935859719383,0.000966592977638504,0.004033037595518011
Platelet sensitization by LDL,0.09542416200623806,0.00013776027930098963,0.007697619928196132,0.033217913103259104,-0.0,0.09109807206687678
PPARA activates gene expression,0.09533601135693588,0.08423590767892983,-0.0,0.22245591285587873,-0.0,0.24063576375726708
Ficolins bind to repetitive carbohydrate structures on the target cell surface,0.09522818771959936,-0.0,0.03314222292675052,0.033295676627448624,-0.0,0.2990645500080679
Activated NTRK3 signals through PLCG1,0.09518094520211158,0.05599417217589052,-0.0,0.18308522119122694,0.015524026480602728,0.10381746017119725
Generic Transcription Pathway,0.09517533197707853,-0.0,0.06265228958410338,0.9080302448908183,0.1419944400977149,0.4992301435597651
Plasmalogen biosynthesis,0.09511661146747723,0.05630712569590917,-0.0,0.009997731128086194,0.07043327227629252,0.15935937721679788
mTOR signalling,0.09505925914614757,0.013430959772447333,0.09849492977828551,0.1329395872771206,-0.0,0.4274020890398404
Signaling by EGFRvIII in Cancer,0.09488040689481766,-0.0,0.052615648212776735,0.044005421749212355,-0.0,-0.0
GABA receptor activation,0.09480917602494189,0.08303705412803482,-0.0,0.10353566736656716,0.015944138075372913,0.044961634032315734
Ketone body metabolism,0.09477536876894084,0.01782165420010121,-0.0,0.17331600151535226,-0.0,0.025326680583651943
RUNX1 regulates estrogen receptor mediated transcription,0.09472745675068993,0.07496319690132755,0.016831768067146983,0.04417855528611257,0.011795120113348889,0.01531470475491556
Extra-nuclear estrogen signaling,0.09468196843651423,-0.0,0.09715157392220349,0.033867319168578595,-0.0,0.3693207621239744
Signaling by Activin,0.09427459077114893,-0.0,0.15509275197743935,0.025277200781415394,-0.0,0.02361999043889642
POLB-Dependent Long Patch Base Excision Repair,0.09399606891409357,-0.0,0.010097884476309086,0.20922732408911884,0.0025030208492992038,0.003347713095655733
Biological oxidations,0.09399435055639632,0.6262072045226305,0.07401435118129066,0.07639820277272483,-0.0,0.6356392428648199
Terminal pathway of complement,0.09359299388611317,0.1628317575926662,0.12831962133888994,0.006200778948470162,-0.0,0.12230972676276797
"Synthesis, secretion, and deacylation of Ghrelin",0.09348496197410133,0.04837054227495987,-0.0,0.07226051863297188,0.006784246492835427,0.671448942250051
ATF4 activates genes in response to endoplasmic reticulum  stress,0.09343267241356865,-0.0,0.0746983175167594,0.05167030267314095,-0.0,0.10648262028770657
HIV Infection,0.093205254903304,-0.0,0.03222439575638073,0.2973358561022326,0.007244170525922926,0.497207035087365
RAB geranylgeranylation,0.09315611662041981,0.011512786062457652,0.10566191951214762,0.17571388122287918,-0.0,0.1946700252588502
"Plasma lipoprotein assembly, remodeling, and clearance",0.0930934803713607,0.07546347352415887,-0.0,0.00948748005798112,-0.0,0.007358585631221712
Hydroxycarboxylic acid-binding receptors,0.09307580878011834,-0.0,0.1286425002204672,0.04840834001677047,-0.0,0.25585784693332453
Defective MMAA causes methylmalonic aciduria type cblA,0.09306090550317243,-0.0,0.10926823739322745,0.054513043678895014,-0.0,0.029323956885567156
NGF processing,0.09299991732086532,-0.0,0.0009244020385425346,0.16958568366481097,-0.0,0.03110812787182224
Activation of Na-permeable kainate receptors,0.09293282956304169,0.009063728590994581,0.1376467186379127,0.056741769813199505,-0.0,0.15936885067146056
Highly calcium permeable nicotinic acetylcholine receptors,0.09292156788005197,-0.0,-0.0,0.05304745289507699,0.00017482640123646186,-0.0
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,0.09272902468227422,0.08638813235044143,0.018911458614589205,0.11114004344528217,-0.0,-0.0
HS-GAG degradation,0.09271523090205347,0.007299710989361304,0.0006486626570089666,0.1653850654313125,-0.0,0.026645157495009966
Transfer of LPS from LBP carrier to CD14,0.09266631341715902,-0.0,-0.0,0.18237640523738968,-0.0,0.0671127191802216
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.09261123994115464,0.006336835605575329,0.0220271340510801,0.03291521778925423,-0.0,0.24267967060160198
Host Interactions of HIV factors,0.09254057480418172,-0.0,0.01955779311684997,0.30830535510463825,-0.0,0.3661205115406674
Pre-NOTCH Processing in Golgi,0.09233800989662984,-0.0,0.20948815060712553,0.03274526606705745,-0.0,0.06110365684836887
Defective EXT2 causes exostoses 2,0.09233677998560269,-0.0,-0.0,0.16671542081018023,0.0025519424477347253,0.2545805797635916
"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",0.09232963987185754,-0.0,-0.0,0.15921481282490738,0.007721456440263141,0.212164476399109
Vitamin B2 (riboflavin) metabolism,0.09221695138804517,-0.0,0.4092845121135165,0.03246221300607838,0.010546942953544544,0.49158736341379505
Digestion of dietary lipid,0.09172837375615028,0.01104611150027238,-0.0,0.07224421877078004,-0.0,0.24900126293221814
Signaling by Hippo,0.09151510019215699,0.08309298531971089,0.11668794124914253,0.17710299673892815,1.1924695180007718,0.9273519141824884
Glycogen storage disease type 0 (liver GYS2),0.09136713095741252,0.014558256534066605,5.920301262709381e-05,0.10212245931229645,-0.0,0.09845664464175179
Autodegradation of the E3 ubiquitin ligase COP1,0.09136319081724449,-0.0,0.2260761565911184,0.16988052988653352,-0.0,0.6357679445969467
Suppression of autophagy,0.09058724428875059,0.01774734243014796,-0.0,0.04875890421837812,0.00482083250067983,0.22026830261906535
PI-3K cascade:FGFR1,0.0902316044096201,-0.0,0.054612476462311044,0.03221451172049215,-0.0,0.04873642445791973
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,0.09019792511683573,0.008337928541936398,0.01844823842150319,0.20521676877578812,-0.0,0.20101366357813802
E2F-enabled inhibition of pre-replication complex formation,0.08988703086212287,-0.0,-0.0,0.2635013903207665,-0.0,0.054624751975223484
S Phase,0.08956548260214889,0.014217910471827553,-0.0,0.03323030121872075,-0.0,0.6870950015903154
Assembly and cell surface presentation of NMDA receptors,0.08931523896020419,0.015454975985240156,0.005811136328885909,0.05473943820356634,0.11285367321588577,0.6487759751187818
PTK6 promotes HIF1A stabilization,0.08919050217089826,0.007229391966849858,0.14737493875724034,0.032217329051016805,-0.0,0.37766525487244856
Hypusine synthesis from eIF5A-lysine,0.08871264361084413,-0.0,-0.0,0.16376191971388657,0.11551119911110452,0.024097669446209672
Cytochrome c-mediated apoptotic response,0.0885463394465206,0.007615062560152722,0.008149104088582984,0.03516119759577039,0.003272783968124623,0.014201601491457832
NIK-->noncanonical NF-kB signaling,0.08843474111716623,-0.0,0.2523017926978104,0.13414547965466112,0.0035230222994898793,0.6090017984933348
Mitochondrial transcription initiation,0.08764143812627426,0.0877393610097609,-0.0,0.01279326098775574,0.07994471786103768,0.2736976459160346
SCF-beta-TrCP mediated degradation of Emi1,0.0874668758291627,-0.0,0.14693356766463264,0.11049883466901461,0.002651771914905048,0.49197193510070353
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,0.08741918316622706,0.03763046026053177,0.009566516621426081,0.03724321941235277,0.012813696529075862,0.21572481610805289
Cellular response to hypoxia,0.08690736894702669,-0.0,0.04248492151601528,0.16487624515709576,-0.0,0.9255042899335068
Activated NTRK2 signals through CDK5,0.08670262005390252,0.018486434248997527,0.09077329351704018,0.028878413132969988,-0.0,0.09360137221383055
MyD88-independent TLR4 cascade,0.08657285908442298,0.08388852960357576,0.17202989242224853,0.05166011319617788,-0.0,0.645602838185943
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,0.08646569285360567,-0.0,-0.0,0.13939581894750522,-0.0,-0.0
PLCG1 events in ERBB2 signaling,0.08639803793286709,0.01257789196334563,-0.0,0.18410460396808825,0.24788715699858668,-0.0
Dectin-1 mediated noncanonical NF-kB signaling,0.08590634506639862,-0.0,0.2148583149971911,0.1421682517310172,0.0053127405991116265,0.5958186964663974
G alpha (q) signalling events,0.08581161401735156,-0.0,0.25502657295590003,0.03816585330566459,0.00395312295295934,0.3552422376278506
Thromboxane signalling through TP receptor,0.08563484715785431,-0.0,0.19090341226385482,0.06973252781046474,0.055437310297775044,0.6618933446260957
IKK complex recruitment mediated by RIP1,0.08545904742036471,0.01710710548726573,1.0108676667177028,0.24564055856572933,-0.0,0.014187051875688927
Cell Cycle,0.0853513816866914,0.5237805719837264,0.34165220431426646,0.005558815905218531,-0.0,0.43234101654688867
Resistance of ERBB2 KD mutants to trastuzumab,0.08531696993464116,-0.0,0.001225734606554747,0.3008518370534934,0.2930523270588838,0.029362845527224648
Post NMDA receptor activation events,0.0852947033297973,0.03961370154084967,-0.0,0.002929559006752101,0.07417979975933944,0.4966918906125596
G2/M DNA replication checkpoint,0.08501501647875226,0.02671053382228374,0.17040728930660426,0.034218726321255014,-0.0,0.4278592316613915
Resistance of ERBB2 KD mutants to AEE788,0.08470911596988256,-0.0,-0.0,0.28777913772783886,0.27967260806416666,0.025506909361911512
Drug resistance in ERBB2 KD mutants,0.08370095305100368,-0.0,-0.0,0.3039752735173259,0.23414408874980125,0.03021452902616554
Caspase activation via Death Receptors in the presence of ligand,0.08340479927408812,-0.0,0.2856556420262749,0.08362426325827761,-0.0,0.01949047505459659
Defective Mismatch Repair Associated With PMS2,0.08254889223544669,-0.0,0.01927599608573309,0.1434040732547249,-0.0,0.2401420507203557
Agmatine biosynthesis,0.08248159681432499,-0.0,0.0699663526205295,0.11471329553795953,-0.0,0.037317220915143653
Acetylation,0.08212379348074877,0.060579196592726633,0.056244809495443165,0.02722201820643552,0.1083879485972942,0.044001196433236044
EPHA-mediated growth cone collapse,0.08175656539398847,0.07645382393600757,0.07418253922252808,0.08475518089306408,0.37014290806632777,0.4533950697181323
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0.08172429626395111,-0.0,0.003641552329986118,0.11363850603057925,-0.0,0.4950578121230146
"Cobalamin (Cbl, vitamin B12) transport and metabolism",0.08168486743054464,0.08294827026091917,-0.0,0.02355361456827878,0.030142921321283777,-0.0
Chondroitin sulfate biosynthesis,0.08125474662357286,0.0168109922694452,-0.0,0.010079002648742143,0.01483924684062274,0.24912982530337296
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,0.0812510060464902,-0.0,-0.0,0.05014215356619063,-0.0,0.06121853451979085
HIV Transcription Elongation,0.08119652933063279,-0.0,-0.0,0.16213826254152708,-0.0,0.0046139894062782565
SCF(Skp2)-mediated degradation of p27/p21,0.0811013651319021,-0.0,0.06984490478201684,0.057638651857191275,0.007779026326931629,0.6894282601219921
Synthesis of PIPs at the ER membrane,0.08095373772539209,0.012588485006704982,-0.0,0.03487212914992812,0.050159816061567594,-0.0
Synthesis of IPs in the nucleus,0.08089487058144837,0.07834399740467818,-0.0,0.004486104816524756,0.005066435968914515,0.10461020277909033
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,0.08089202885374032,0.0699196536678757,0.009726328758127418,0.14886810670603426,-0.0,0.10350932695503108
Transport of organic anions,0.08037371462418329,-0.0,0.0429015294879422,0.014336764173521773,0.07872487883862439,0.007268777889378763
Downregulation of ERBB2 signaling,0.08022846666773517,-0.0,0.05300342506311509,0.23961559938510707,0.23722822263667886,0.09847452028737368
Constitutive Signaling by Aberrant PI3K in Cancer,0.08021826745377597,-0.0,0.04736988864959974,0.008588053185766659,-0.0,0.24843526889493237
Resistance of ERBB2 KD mutants to afatinib,0.0800921272624821,-0.0,-0.0,0.2992517912864195,0.28137313317292784,0.006102315905271741
Activation of BIM and translocation to mitochondria,0.07995854663778743,0.015799985322724495,0.08018191498394629,0.00782474269803503,-0.0,0.2431109612141328
Assembly of active LPL and LIPC lipase complexes,0.07956354767349957,0.06573603433642022,0.010254804994888764,0.03928045372287241,-0.0,0.0022071024085695804
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,0.07943959709149136,0.039706707509519226,-0.0,0.11144334963408198,-0.0,0.23870899456118122
Glucagon signaling in metabolic regulation,0.07921559290474443,-0.0,0.10860609790252643,0.029199249187871697,0.06835104047390936,0.48672879661933405
TFAP2 (AP-2) family regulates transcription of cell cycle factors,0.07869176061126058,0.0007669915826654186,-0.0,0.06324131211487853,-0.0,0.027011069326476716
Laminin interactions,0.07850406795127875,0.014606859099646824,0.23172121152954103,0.13077849040567122,0.0006234748731093786,0.2416462521846375
Pyrimidine biosynthesis,0.07841069112402571,0.015298111434872643,-0.0,0.206823446861666,0.2803369432334893,0.026857873157976733
Interleukin-36 pathway,0.07839751904200881,0.054417501668640185,0.06338193491008876,0.18557623336660603,-0.0,0.26242018417471275
Initiation of Nuclear Envelope Reformation,0.07839527288962946,-0.0,0.010876233055704674,0.1453806783043508,-0.0,0.02158177951519147
Regulation of TP53 Activity through Phosphorylation,0.07772884720742579,0.14837185677117173,-0.0,0.2739269940662956,0.08434958279324092,0.08020646156968726
Non-integrin membrane-ECM interactions,0.07764549315035094,-0.0,0.0368457041925279,0.09789104451326511,6.581084353784669e-05,0.13666111237264772
Translesion synthesis by REV1,0.07760233664480475,-0.0,0.306086482113941,0.23681885909733144,-0.0,0.6372778542685256
Transcriptional Regulation by TP53,0.07749885485909987,0.10540877671462978,-0.0,0.5204408499729916,-0.0,0.5041658221973383
RNA Polymerase I Transcription Initiation,0.07748718631246705,-0.0,0.015330753327270038,0.17541397567243233,-0.0,0.012423290462388274
PTK6 Regulates Proteins Involved in RNA Processing,0.07747982644596166,0.0748011867559363,0.1066600429152027,0.0012846917549973575,0.12141543177143163,0.39467783999162004
Deadenylation-dependent mRNA decay,0.07740251598854159,0.011016264910281483,-0.0,0.11492881516358609,-0.0,0.006817014216207598
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,0.07738889638108387,-0.0,0.17399102268071376,0.14137564435554564,0.016326243651039896,0.016316539066967613
Signalling to ERK5,0.07729585381559562,0.016231879938909462,-0.0,0.06181045294057603,0.12677855368074434,0.001961436640373192
Regulation of FOXO transcriptional activity by acetylation,0.07712120856697062,0.050072548837881925,-0.0,0.2418947685822461,-0.0,0.13675977465716116
The role of GTSE1 in G2/M progression after G2 checkpoint,0.07709739537597796,-0.0,0.07515903727894421,0.1495860325339612,-0.0,0.6520835340785183
tRNA processing in the mitochondrion,0.07709225950277686,0.0011511586297419836,0.5363308065874447,0.08970773428883438,-0.0,0.24928009199593992
TP53 Regulates Transcription of Caspase Activators and Caspases,0.07702157277646078,-0.0,0.029807624089958386,0.0350896527111803,-0.0,0.07685797393044526
Metalloprotease DUBs,0.07699825375922409,0.004785095122457842,0.2923860168590615,0.09169019909333635,-0.0,0.21803636900946763
UNC93B1 deficiency - HSE,0.07694890306076287,0.017052252916147054,0.23353846626531102,0.020281007450494028,-0.0,0.09167672874880516
EGFR interacts with phospholipase C-gamma,0.076919434658638,-0.0,0.08722642909274234,0.03555039653473824,-0.0,0.2172689990647244
Macroautophagy,0.07686869337665715,-0.0,0.10885482955420583,0.009231033803158232,0.001051755107082144,0.6251410938750654
Interactions of Vpr with host cellular proteins,0.07637943419672531,0.016762925729852794,0.007305985630664835,0.16932283887210398,0.22518151330055144,0.09819718198059035
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG,0.07628880360752267,0.02859669597994616,-0.0,0.09168341222594621,-0.0,0.2724967585019249
