,ER Status qvalues,PR Status qvalues,HER2 Status qvalues,Triple Neg qvalues,ER-/PR-/HER2+ qvalues
Constitutive Signaling by NOTCH1 PEST Domain Mutants,16.822320297694112,5.371116040147108,4.071624431639635,13.015778506281316,2.3797459526549285
Signaling by NOTCH1 PEST Domain Mutants in Cancer,16.822320297694112,5.371116040147108,4.071624431639635,13.015778506281316,2.3797459526549285
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,16.822320297694112,5.371116040147108,4.071624431639635,13.015778506281316,2.3797459526549285
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,16.822320297694112,5.371116040147108,4.071624431639635,13.015778506281316,2.3797459526549285
Signaling by NOTCH1 in Cancer,16.822320297694112,5.371116040147108,4.071624431639635,13.015778506281316,2.3797459526549285
MET activates PTPN11,16.739549724227906,2.8621836914458143,0.48020486112513006,18.161572936580473,0.687354065829706
DNA replication initiation,16.727057553386537,14.045998110217226,3.1170521297293887,15.182087206862617,2.1544272816601993
Telomere C-strand synthesis initiation,16.727057553386537,14.045998110217226,3.1170521297293887,15.182087206862617,2.1544272816601993
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,16.645888759187272,9.139736363201646,1.20168754939902,13.747599816212245,2.369490694255995
ERK/MAPK targets,16.416306626916978,5.442137254081157,1.8234309612464459,11.155660589565954,2.238550864275589
RUNX3 regulates p14-ARF,16.37325396300804,4.042029928967846,2.071965179550343,9.518906149799871,5.057727389554263
Platelet sensitization by LDL,16.326899518395084,7.294273808889779,0.5117021864738902,19.65282171387233,0.4138555087879341
Beta-catenin independent WNT signaling,16.3188880523661,7.919599993085881,2.070765426801056,16.59636639244008,0.7228032223912745
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,16.29073344091148,11.818322275557867,3.0429160741791845,17.043427512903854,1.5864096201222384
Synthesis of diphthamide-EEF2,16.245841474526078,9.847700286719851,2.4461566121958143,17.32349735902324,0.8631492866079128
Translesion synthesis by POLI,16.225455345815547,7.236532634614403,0.302677795635335,19.576618385918735,0.38073551574296294
Defective ABCA1 causes Tangier disease,16.225172363572497,14.436069629446067,4.01759231223603,9.869542171995917,5.048772450940037
Mitochondrial iron-sulfur cluster biogenesis,16.21651690711093,9.091278946551212,0.7257682366366507,14.85464356058776,2.58035155854195
Cohesin Loading onto Chromatin,16.214559315627277,10.407974680021855,7.213213731406613,6.601654346157503,9.427895135182125
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,16.0829696126747,14.742560519110803,0.540267257824827,22.874327505281858,0.718749261436277
Infection with Mycobacterium tuberculosis,15.993462686809849,8.513109513734797,9.126080103661986,7.455047742079497,7.741227527124578
GRB7 events in ERBB2 signaling,15.987199464572667,2.547368939901749,45.71627457841246,53.426254743678456,21.70650082550523
Mitophagy,15.956687871189338,13.767536102037184,0.6149218904114501,22.995219618920032,0.8086192324568399
TNFR1-mediated ceramide production,15.924548058659829,5.886719649139582,1.0819226092143386,21.75366072811194,0.35470279882343686
Metabolism of serotonin,15.805086907076147,5.498043929054016,3.8669313814400006,16.1974467474992,0.8542570341408741
Depolymerisation of the Nuclear Lamina,15.786642440947196,14.102318045796014,12.411383747555824,10.031819758643849,5.511104361409356
p38MAPK events,15.569853858939783,4.796355438105431,2.135455213988234,10.721442681946078,2.58035155854195
ATF6 (ATF6-alpha) activates chaperones,15.569253386965979,15.435980968872395,0.8273161956851022,12.359868160764858,3.3445021676281517
Signaling by MST1,15.563079565614643,11.659377889882197,2.342663616120687,27.60790976952624,2.417965866022705
Bicarbonate transporters,15.530372744482353,14.884064934775747,6.355090977015048,7.3142606228510685,8.803896351703287
Inwardly rectifying K+ channels,15.509478932428394,11.653276031721255,1.6017945189667162,12.993868645080093,2.7178830107606653
FRS-mediated FGFR2 signaling,15.494485923529544,4.811197740079631,0.944797267893987,13.217997089125873,1.478069134326272
PTK6 Regulates Proteins Involved in RNA Processing,15.471002908104401,3.2229439990845203,5.748197729064346,27.28336413261077,3.044858255658158
Entry of Influenza Virion into Host Cell via Endocytosis,15.300312876943678,15.885901666336078,9.82888846155301,11.833255193948764,3.174267808176044
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,15.299394024189937,12.948733971208926,1.565119769350864,16.728546618027973,1.0534227044298532
Neurodegenerative Diseases,15.298150006206289,12.948733971208926,1.565070975918285,16.726584659059835,1.0534227044298532
Global Genome Nucleotide Excision Repair (GG-NER),15.268980138036735,9.510495848874159,1.2752556193752862,12.358880689961934,2.8535393850719015
Activation and oligomerization of BAK protein,15.258651258023974,14.520960559077253,3.210577876660855,14.161547606465554,2.30770014311522
Activation of Ca-permeable Kainate Receptor,15.177761905598102,12.274744575836838,2.4399182736290923,14.401552886747398,2.1654099413234444
Ionotropic activity of kainate receptors,15.177761905598102,12.274744575836838,2.4399182736290923,14.401552886747398,2.1654099413234444
Phosphorylation of CD3 and TCR zeta chains,15.16908261691532,9.665414000538576,1.873486335529612,11.905232187563918,2.489623681637727
Downstream signaling of activated FGFR2,15.06517063775564,4.722924555946552,0.7610379862764661,13.341103219374714,1.2419173291486998
Signaling by NOTCH3,15.062003595661327,9.587789629742451,1.0576297696019574,11.16237409218786,2.7874114433474215
TRAIL  signaling,15.046272398232047,3.8645129072973483,4.026949000640547,6.912176625377414,7.354400646486988
HSF1 activation,15.007381110800463,6.107575043517791,0.8433357939912163,9.631940265625653,3.8903186990386747
HSP90 chaperone cycle for steroid hormone receptors (SHR),14.921039650946689,8.18285249073953,1.6350790971936109,8.781298934159995,5.223955679101104
Terminal pathway of complement,14.917247661927476,5.618575572549419,3.0811624821074144,13.359432973067042,2.3051472345210025
TP53 Regulates Transcription of Cell Cycle Genes,14.87821039937006,14.38531141260912,6.869349783673222,9.986667277575624,5.705592583965321
Interactions of Tat with host cellular proteins,14.875384561905253,3.3100040509983804,0.5415434346282648,19.787609221816556,0.43545812574136683
Vasopressin-like receptors,14.858795663719981,7.424184662998248,1.045509865985066,15.115396962219856,1.4257020888705065
GLI proteins bind promoters of Hh responsive genes to promote transcription,14.856611337139823,6.226174097090603,0.32579708341890484,15.336439204469144,0.39367405797654503
Signalling to ERKs,14.839233827310098,5.556984784537469,2.7841758912875227,11.657472671751915,1.821917560646632
Intrinsic Pathway of Fibrin Clot Formation,14.837530260283224,4.86302405424064,0.478886341278531,12.190104721767192,1.1285158299723657
Plasma lipoprotein remodeling,14.696922826280131,6.7669269615965195,0.5774299579032113,14.895303052788805,0.652021346651332
Signaling by NOTCH1 HD Domain Mutants in Cancer,14.660785917340753,7.636282664756444,0.4825111937496815,13.743710730225631,1.1100244067631015
Constitutive Signaling by NOTCH1 HD Domain Mutants,14.660785917340753,7.636282664756444,0.4825111937496815,13.743710730225631,1.1100244067631015
Transport of Mature mRNA derived from an Intron-Containing Transcript,14.657981992114118,9.07996448228926,1.8352257233840092,15.368308135141813,0.7241613789632364
Synthesis of PIPs at the Golgi membrane,14.634217753347722,12.992195731991382,3.8661943457047636,10.1354083348491,4.947013840842318
Synthesis of glycosylphosphatidylinositol (GPI),14.633003422608283,10.509244682857123,1.333152228153535,12.715824860041465,2.73561018506053
Viral RNP Complexes in the Host Cell Nucleus,14.55634978283193,8.757725703292044,0.6545177650882638,10.692430910296599,2.705559640941582
Phase 3 - rapid repolarisation,14.509581783407901,12.222578943983887,1.6928169159226516,11.349154599888262,2.6219563545719082
Response of Mtb to phagocytosis,14.504265324844429,8.282619039459329,8.991974570754552,6.5636910091842235,7.624042880975816
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),14.498159926415859,5.157337602065051,2.5173764904716043,9.51555301731549,3.881677240510971
NOTCH3 Intracellular Domain Regulates Transcription,14.490476434117744,4.660019383093391,0.4081677562209306,16.55174686057587,0.6181381819647531
p75NTR negatively regulates cell cycle via SC1,14.40885152419356,2.386855471557892,4.043539428095065,6.9678688484992755,4.7898090497698815
Regulation of pyruvate dehydrogenase (PDH) complex,14.377434592679986,2.4646567187888033,1.4063648954924073,14.108862541733064,1.0685945190460466
RNA Polymerase I Transcription Initiation,14.330348319598246,7.326634284625712,2.694041483448695,11.906196894197057,3.2555769681040334
SUMOylation of intracellular receptors,14.209147342185389,3.6560130128186876,1.4858314671260717,20.38643640409675,0.9029720614723399
Propionyl-CoA catabolism,14.036547670563795,9.602943791932383,1.0123925591429226,14.885987417171007,0.611725867858768
Creatine metabolism,13.848374012982502,18.767384999573135,13.944260606885415,4.168115020149019,12.803073772133104
Chromosome Maintenance,13.826539191892318,13.517580485942595,4.813738245687339,12.668835686799275,1.7786535146237097
Invadopodia formation,13.815812924563861,7.354445419760158,2.713358041835215,8.976461680666763,2.9876941323329707
Nuclear Events (kinase and transcription factor activation),13.77800013942467,4.131773580973573,1.5421503214201475,9.89151184727889,1.626618380520848
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,13.758375707844515,0.3851162891996827,2.477546920930014,26.138349306848184,3.188292280561971
Deubiquitination,13.688887235663437,6.257416520765426,2.007628769854747,13.892352978245443,0.7436567086234336
Translocation of ZAP-70 to Immunological synapse,13.680209932022358,8.726808859088004,1.7310283238432258,10.682878994340443,2.341077439148807
Formation of Fibrin Clot (Clotting Cascade),13.551831975476393,4.323024314941181,0.5357861943873757,10.569349390404364,1.2086291710771204
Signal transduction by L1,13.53954189072346,12.559729419170559,1.118167303147463,21.35434481804696,1.2965719379371676
PD-1 signaling,13.520858212023882,8.772583068470238,1.6364368563291327,10.780943815882791,2.196672330294417
Lectin pathway of complement activation,13.478297837120017,7.350246853316052,1.5536632899806773,10.24992045194618,2.421660310275885
Dual incision in TC-NER,13.440363385685313,6.986430833671507,1.0030645630057013,12.068985898491977,2.0658091421169935
Formation of TC-NER Pre-Incision Complex,13.405214707297139,6.865362834044275,0.8260393698139696,12.456304092501696,1.6998533763551236
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,13.376600223410243,6.337211762396437,0.3205657160448412,11.759888618792017,1.2274980190240492
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,13.376600223410243,6.337211762396437,0.3205657160448412,11.759888618792017,1.2274980190240492
Stimulation of the cell death response by PAK-2p34,13.376600223410243,13.701341200680098,12.320683567580755,8.351773055220074,5.5331650883002235
Uptake and function of diphtheria toxin,13.366362313155175,10.717498316021821,4.05141627828771,13.957203502570552,0.9868946525796656
Translesion Synthesis by POLH,13.34462687162917,7.175822411972621,1.7098577491690554,14.667729555393773,0.6544930720109592
Inositol transporters,13.328957639057075,6.34882700505178,9.596652976871665,3.5651054012218073,12.151838882670727
TGF-beta receptor signaling activates SMADs,13.296680741278761,1.5806149673424812,1.1871175111293417,20.51631304870569,1.5329644904605793
RAF activation,13.28466353695856,4.5962271862229445,0.35483587419745133,14.70775039624249,0.3762983158012004
Synthesis of PS,13.205149866694274,7.047208162383746,0.3865771554078182,13.969436565909836,0.9579240345046235
GP1b-IX-V activation signalling,13.200998648585154,9.198536653819541,1.0103052560736918,13.16052213456124,1.2355565018107593
Signaling by TGF-beta Receptor Complex in Cancer,13.16678101478909,2.0793216503819822,1.7098577491690554,16.14288687303343,0.7359591536798449
Apoptotic factor-mediated response,13.140563395697283,2.9573296550049086,2.144054843175699,22.99080513146741,2.1544272816601993
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),13.118871560588978,9.168950346025428,2.389739123810269,10.246887553831156,2.674304333409779
Glycine degradation,13.070692627718476,7.221612334093486,3.808297705136659,11.263491634821586,2.639808150574283
Neddylation,13.058185207726464,5.368073307132044,1.4780988847634158,13.957203502570552,0.50193003648249
SHC-mediated cascade:FGFR4,13.011616350086152,3.328365445502589,1.06856695175589,16.854939755096588,0.4961589206181643
Synthesis of Ketone Bodies,12.910644663929917,8.79376221699911,1.0553916702937105,18.258985576572762,0.822787527053252
Defective ST3GAL3 causes MCT12 and EIEE15,12.887815799911966,9.154939013992287,2.1551116869984233,10.267717757974086,2.5193069494668947
Signaling by NOTCH,12.75658613834033,7.098536598594525,5.460841644072861,10.435538659043067,1.7969609400434512
Folding of actin by CCT/TriC,12.726223821721138,10.998321698551935,5.307188052498413,8.7666215185767,2.5084992362628737
Antagonism of Activin by Follistatin,12.71212166942222,11.6900533540891,0.8446297783314508,19.614076735913212,0.7321624629259939
SUMOylation of DNA methylation proteins,12.709235442827422,8.927590224007261,0.47340467577279743,11.005643060503441,2.482801945113451
Sensing of DNA Double Strand Breaks,12.703104907646972,9.287756955600155,1.7815987488729972,8.717022498693895,1.860163474220899
Thyroxine biosynthesis,12.691079459697029,1.8081715595857124,1.7463145168982215,7.751888948673973,2.676895301057699
Transport of Mature Transcript to Cytoplasm,12.667277486035369,7.091987854393414,1.0148454703940186,14.539939206190457,0.39372215031568
Organelle biogenesis and maintenance,12.659685404126812,5.79225439551173,0.5965015227583651,14.681054392389802,0.4261320540091072
Prostanoid ligand receptors,12.646798779299381,7.0873097921431425,0.30117107649969654,10.00998909022093,1.0535186188250762
Smooth Muscle Contraction,12.484399642914568,2.5123887026083933,2.194614677684409,6.926093202671449,2.848454560247836
Uptake and actions of bacterial toxins,12.382386510547478,6.053727239910978,2.556743084189365,11.930452256487634,0.822787527053252
Histidine catabolism,12.293562946715914,10.633174698345242,1.8863908654956865,11.428683812793627,2.078873328754937
betaKlotho-mediated ligand binding,12.25915120583603,12.30505293422754,24.219656712376516,0.343446735581373,26.314641363705253
PDE3B signalling,12.08534898208324,8.401820113841794,1.9795435322138841,9.30114756141433,2.8506350852977964
PKB-mediated events,12.08534898208324,8.401820113841794,1.9795435322138841,9.30114756141433,2.8506350852977964
MET activates STAT3,12.082256171189835,13.383156668473926,4.9441638654244695,6.676046095882864,4.395908730912998
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,12.016043301664949,9.830789507148676,6.006854316144395,7.18765689817111,5.737555580618755
Gap-filling DNA repair synthesis and ligation in TC-NER,11.99320160693118,6.809278600086995,1.009221084423837,11.052889441001906,1.7945959727758418
2-LTR circle formation,11.986687647505677,4.826313771629071,4.190952914036787,7.424740625644198,3.2548004636753745
Rab regulation of trafficking,11.984752937889164,3.3194874415796485,0.6022092965499696,14.360869147320118,0.3047930263374876
Lipid particle organization,11.980243462800512,9.915657291210934,3.170025893598769,10.972199053401084,2.1388921930485614
ALKBH3 mediated reversal of alkylation damage,11.949437482323448,16.89393455998092,12.008453975776476,3.2720326299585842,12.330802280186814
PKA-mediated phosphorylation of key metabolic factors,11.86168550094068,4.3261423975652535,2.7189438478286854,8.702734357655977,2.30770014311522
Post-translational protein modification,11.842979454733792,3.8555311407002013,0.5096775448655684,13.752591645218985,0.31139862790700823
Lysine catabolism,11.825425456840355,6.21241790502335,10.153018628324173,4.077452052307807,8.170855892263555
CRMPs in Sema3A signaling,11.821516621587632,2.2306443027528755,3.0437759585695057,16.0702122102872,1.378548649100608
Defects in vitamin and cofactor metabolism,11.79489801258279,7.042918650415186,0.5598404269774361,15.785863672877083,0.7647153779502217
RUNX3 regulates BCL2L11 (BIM) transcription,11.74112072736953,1.054078373939569,4.057355815562714,18.59434663713787,1.1845765663158643
Receptor Mediated Mitophagy,11.686342506613016,10.615992509321119,1.4600231765252483,19.691218961783346,1.700109154249757
FOXO-mediated transcription of cell cycle genes,11.676248613078098,1.608937762019473,3.3782070764301584,18.498500038063707,1.5257229703636606
Adrenoceptors,11.623600588803614,14.938211177646542,2.9333664864964493,12.298295312488555,1.2734206088640971
Ketone body metabolism,11.62282524647874,7.983819110556798,1.2586123773555389,16.632713286154203,0.821811216435826
RHO GTPases regulate CFTR trafficking,11.600943311762205,9.941798544585689,0.3516145576397604,13.110521081296246,0.7940871021427758
Negative regulation of MAPK pathway,11.530241422556696,3.851940850686432,0.551992639157947,10.86501122644424,0.757721541396768
Lysosphingolipid and LPA receptors,11.529189601726454,4.911161029579436,0.4611852760166811,9.07189024468913,0.893095832573829
Interleukin-17 signaling,11.528137587187002,3.6612825886774547,0.7907353002825664,9.93280711279435,0.7648869525816987
Activated NTRK2 signals through PLCG1,11.391257505686132,13.906020730316392,21.184388547396512,2.51305877441514,15.890970044263325
Regulation of gap junction activity,11.334841084873423,19.01771247168703,1.5155629639700727,13.094817582568677,0.8321453720680119
Diseases associated with O-glycosylation of proteins,11.183153285630302,6.061967739540404,1.121798508617945,6.519489360167851,2.6228774398157064
Establishment of Sister Chromatid Cohesion,11.08603146607743,8.427876741418856,7.253184687649317,3.702124423827891,8.311193723250582
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,10.93172865653169,5.880300900438399,0.722327253577044,9.350344772897268,1.5786837172706911
Loss of phosphorylation of MECP2 at T308,10.897469512476443,1.5253519296089744,0.5972297723760623,14.991099838390868,0.3992447875707668
Zinc transporters,10.810056802145192,5.541996496166636,6.1858037178273095,3.9398036792116056,9.505183737268572
WNT mediated activation of DVL,10.806337750564692,10.216206452295982,1.4465438075980828,19.02608538557716,1.9080486191968868
Oligomerization of connexins into connexons,10.788064970502113,26.78576776308346,5.568981213783877,3.700900987603762,7.940464283434112
Transport of connexins along the secretory pathway,10.788064970502113,26.78576776308346,5.568981213783877,3.700900987603762,7.940464283434112
NOTCH3 Activation and Transmission of Signal to the Nucleus,10.744042191381725,7.184105792868494,0.4366378380695516,8.494418205387236,1.8793847647663326
Transcription-Coupled Nucleotide Excision Repair (TC-NER),10.707936143825101,6.24204665110441,0.8891128798497567,9.519154409832055,1.7632864381205096
Insulin receptor signalling cascade,10.682745561517534,1.504516926192115,8.259626325071437,25.497369203241913,6.409836702096807
Interleukin-6 signaling,10.682745561517534,0.9663965673649996,2.124323868474077,13.622594897682193,0.5405672563065734
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),10.657644679809167,3.4470113224700127,0.9678234447061183,14.755638283148691,0.4040862640313417
Formation of apoptosome,10.585402037182678,3.969911203247042,1.0813598426545152,16.833494492366334,1.4077848205529044
Regulation of the apoptosome activity,10.585402037182678,3.969911203247042,1.0813598426545152,16.833494492366334,1.4077848205529044
Defects in biotin (Btn) metabolism,10.527373593663276,7.20915852616644,0.6319505884589949,14.144832524301838,0.6061538471225594
Signaling by BMP,10.487650347990957,12.686527258086057,6.422534016798911,4.877604975148144,7.446280731713971
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,10.417933867955883,9.154939013992287,5.042177667429851,5.839460604938531,4.751926484315359
MECP2 regulates transcription of genes involved in GABA signaling,10.37736687097163,3.7342339874230026,5.798373059134929,5.218358980773228,5.672251086405557
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",10.375322277312192,12.095971649961175,1.456931179040101,13.420164671366415,0.37142320622006086
Antigen processing: Ubiquitination & Proteasome degradation,10.336167296260776,3.9571059691548385,1.357718176451605,10.667329733676377,0.48967318044695246
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,10.332008916303169,6.594421683488789,0.7073091128048805,9.200898304758992,1.511485665863626
MAP kinase activation,10.288448938787793,3.269855685525184,0.6793409724471154,9.06646307964174,0.6589120261824899
IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),10.280681902099907,4.761336442640445,1.288802269690473,7.3983112027635825,2.6752359467702984
IKBKB deficiency causes SCID,10.280681902099907,4.761336442640445,1.288802269690473,7.3983112027635825,2.6752359467702984
Prefoldin mediated transfer of substrate  to CCT/TriC,10.234602253697735,10.542291157914459,3.9133070991724055,9.24320980370191,1.490677110771837
RNA Polymerase III Transcription Initiation From Type 3 Promoter,10.197043830223063,2.6409117197356267,0.3648744196109361,12.10582214921712,0.3568165722822283
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",10.189761538749584,3.658058830317849,1.3560510698609531,8.84582801306764,1.0882760711003596
Phosphate bond hydrolysis by NTPDase proteins,10.17407612980464,8.586775560716346,0.7446084336862697,12.711379827742158,0.4755758233344445
Toxicity of botulinum toxin type C (BoNT/C),10.15236903533183,10.622038544581377,21.25779548521141,0.3653564398763503,25.545699715765526
IRAK1 recruits IKK complex,10.137762729386056,6.159081537085965,0.3080266603198522,7.179568818774896,2.2345582882413817
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,10.135220015577731,6.158220752878619,0.3080266603198522,7.177594781632887,2.2345582882413817
AKT phosphorylates targets in the nucleus,10.134249832347418,4.345338292528533,1.6492225876095667,18.89229870192881,2.556994411188503
Synthesis of dolichyl-phosphate-glucose,10.108138441344416,6.065565236959928,2.794553007983574,5.625315923012889,3.5201024074423533
Calnexin/calreticulin cycle,10.099581801858847,1.1534804419625837,6.152728172291413,2.9571129365874946,8.395433535520676
"Activation, translocation and oligomerization of BAX",10.09809013509636,10.074975613578538,1.785222234010528,10.294115709238145,1.1714246117176281
FRS-mediated FGFR4 signaling,9.997464586130617,2.174297491064072,0.5217810441385035,11.716023071351975,0.31887792798238673
Hyaluronan metabolism,9.985057455605144,1.1548499232351206,0.5086677519142287,5.673992817026428,2.185481352852512
Cytosolic sensors of pathogen-associated DNA ,9.911169602439076,2.975668314611406,0.5267413935784039,12.474666777094868,0.4984297113410463
Glycogen metabolism,9.874244204211406,3.4980354844107837,0.8077515555803368,13.850241985337377,0.7071610347217723
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),9.851329527118288,5.442137254081157,2.6545500927529724,4.0027310969746175,3.129461617017984
Toxicity of botulinum toxin type B (BoNT/B),9.845213322893988,4.2747763691514296,3.1747260826689967,4.407761559265392,4.267242494672159
AKT-mediated inactivation of FOXO1A,9.766474623733679,4.627334863566686,1.806023435848593,19.457167401559474,2.982325523631195
COPII-mediated vesicle transport,9.658655654489117,9.97765781684228,4.331388331119116,5.188180279779763,4.860090289546357
Formation of editosomes by ADAR proteins,9.645105288664585,2.6105347640885905,0.8374516692332686,14.332018732787702,0.4579902833683326
C6 deamination of adenosine,9.645105288664585,2.6105347640885905,0.8374516692332686,14.332018732787702,0.4579902833683326
mRNA Editing: A to I Conversion,9.645105288664585,2.6105347640885905,0.8374516692332686,14.332018732787702,0.4579902833683326
Defective CHST6 causes MCDC1,9.633188747487978,7.3228242694293435,2.5779640582206342,6.8451063963732866,2.6752359467702984
Synthesis of Dolichyl-phosphate,9.61924005727216,2.751934670415788,10.48456920797716,29.731293878477526,10.129936325232288
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,9.604028243731836,1.2156820230540615,5.621238745294266,2.894883670067698,8.102595819264119
LDL remodeling,9.59213879074865,5.8179396121209646,0.36027998883733897,10.675692962433125,0.5816469789149179
ER Quality Control Compartment (ERQC),9.591964827076797,1.0549956941977892,6.09870117311445,2.746012321085843,8.221359148182069
DNA Repair,9.560248775652266,4.917406348365069,2.6144463850758,9.00242184731446,0.8660834242005404
Diseases of Base Excision Repair,9.521993093374533,10.835858374955853,1.8951641398733479,10.140868009512218,0.40372360908474114
Inhibition of Host mRNA Processing and RNA Silencing,9.520045142913325,4.295489149635917,1.8281423408668005,6.967432733493229,2.5084992362628737
Signaling by Leptin,9.467204021663576,13.579410140721341,28.57568688664131,0.8768816941343789,20.68169988822694
SLIT2:ROBO1 increases RHOA activity,9.282645756800706,4.590778575898477,0.3435822181567863,6.370230897357309,2.3051472345210025
Downstream signaling of activated FGFR4,9.23773965532174,2.003059055079309,0.7649809508242461,11.683435678587044,0.46614096858861137
PERK regulates gene expression,9.197679896496622,10.111280407814794,2.633998608309769,7.737630038709128,2.454705726619155
Zinc influx into cells by the SLC39 gene family,9.193365576551798,4.384846244311554,5.097339962591029,3.462807218927505,8.06250548865657
VEGFR2 mediated vascular permeability,9.193365576551798,2.480740805254138,1.3150745217548738,12.940353013395976,1.1678067738176199
Protein localization,9.175282928282517,5.165122646631771,1.5980093505924362,4.736144216956137,4.222825210798765
Postsynaptic nicotinic acetylcholine receptors,9.115774555269,3.650832414601665,3.3171992512874433,4.917313373644992,3.483179270823303
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,9.10421259220529,3.4800925931184445,3.7727631308488268,4.87917192752244,3.7096766399696897
Acetylcholine binding and downstream events,9.071135693335247,3.6421332620998683,3.3290924757926725,4.888817624297013,3.4783685834964437
Myogenesis,9.068006391192604,2.1951251049102307,0.3516322364725837,10.740929084737946,0.6303177112253529
TFAP2 (AP-2) family regulates transcription of cell cycle factors,9.06092378233904,6.289097983198925,12.503686176810033,22.80768470778028,6.713398753367235
Biosynthesis of EPA-derived SPMs,9.026451463642704,1.5680453814641662,0.5662331344129978,10.375773809004166,0.35054349862887657
RUNX2 regulates genes involved in cell migration,9.016921751616739,3.1416120000545256,0.32811794467057315,14.819633456543169,0.745204751884035
Carnitine synthesis,8.978603857010617,7.621120469585889,9.487235535419755,2.2646323093565193,9.728869671866969
SUMOylation of immune response proteins,8.963204273878453,6.100168860113144,2.51262998368035,4.717199373535952,3.9275432004312814
ARMS-mediated activation,8.894395605072857,0.9952699921803773,2.1587123202816065,10.784378036005496,0.35054349862887657
Inactivation of CDC42 and RAC1,8.835616309656976,1.8901227089274018,0.829105339940064,8.739234513153997,0.8151815286162876
Loss of Function of SMAD2/3 in Cancer,8.743302400930899,0.368897018836893,4.298903599607818,13.668631087194733,1.845888090312775
The retinoid cycle in cones (daylight vision),8.687226912098648,4.96061287667392,1.4537998585833956,6.27267044778315,2.214052831148012
Rap1 signalling,8.614971784152896,8.01869482348806,3.280898636167203,3.827530078480659,4.420033449452862
KSRP (KHSRP) binds and destabilizes mRNA,8.580688428760801,8.693249277629311,2.669890576926403,9.205207462545413,1.1100244067631015
Ub-specific processing proteases,8.571655441038478,4.552528952275228,2.398649105154078,8.640864393916921,0.5916224910390321
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",8.553516293638822,3.8016604480014493,0.3090312066047385,11.530660301597774,0.46124988199809275
Aquaporin-mediated transport,8.513384732179619,3.6996326232991383,1.0855253249459818,9.443504067372807,0.4353202194536908
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,8.502956226761013,11.786681434108646,4.277986126181539,6.713199418650054,2.532803973667786
Intra-Golgi and retrograde Golgi-to-ER traffic,8.451990252241448,9.602943791932383,5.145599511155794,4.981515241667438,3.992876767776632
Signaling by NTRKs,8.424234728633184,1.6826826471334655,0.9743464719255287,7.876726263852924,0.5926803705738717
Activated NTRK2 signals through CDK5,8.401275902559263,2.7400177196841473,3.8797911944361294,1.9063205978874458,8.735923082037205
IRF3 mediated activation of type 1 IFN,8.394481182423585,2.8984330923940065,0.5800039923479415,4.424131414112878,2.615806772447227
"Defective CHST14 causes EDS, musculocontractural type",8.31148322857346,4.636230653025208,0.5786818952933397,9.059597085537526,0.7311526376693159
FGFR1c and Klotho ligand binding and activation,8.300716795687302,3.794629131640534,4.508371749126684,4.434548738609756,5.803333070219664
NTRK3 as a dependence receptor,8.289957863551718,7.967085057583425,2.466666540912159,6.022789478453658,2.500361881688217
Multifunctional anion exchangers,8.21407807175905,3.607878887845669,1.3468937936181862,5.883173947751592,1.7869958451502432
Protein ubiquitination,8.197284746305408,4.6737327540408735,3.6821653308310793,6.57042131068261,1.2871506301929776
Urea cycle,8.11392712326788,7.241641470423908,0.722327253577044,12.256763576777047,1.5658202597628301
Pyrophosphate hydrolysis,8.106095115151478,2.73031021272779,4.216135452066182,3.9003537331802094,2.8061096544691315
Laminin interactions,8.068952232685264,2.1961262277879214,1.1759736463313795,5.339374231230879,1.4557285910438955
Synthesis of PIPs at the ER membrane,8.060214546288549,10.539492213940717,5.3443226693314605,2.9628115805249267,6.672401839911659
NOTCH2 Activation and Transmission of Signal to the Nucleus,8.01785498997995,4.653484535189203,0.8016512223414746,7.0881440919352094,0.9450749023390017
Biosynthesis of D-series resolvins,7.996650349920441,1.3072036239995872,0.4373751805742269,8.840758325911228,0.41564475800458783
