,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
ARMS-mediated activation,0.40566236750303575,1.2803136533037491,0.4280704223268385,0.5386228620558804,0.4100207839026664,0.3493526078806149,0.39251834972431876
RNA Polymerase III Transcription Initiation From Type 2 Promoter,0.40566236750303575,0.6890717402395967,0.47992739809421436,0.31025396555508306,0.7028029205574922,1.4172666075362905,0.8773674832437431
RUNX2 regulates osteoblast differentiation,0.40566236750303575,1.1478325057846503,0.4075678813831482,0.5288729112249178,1.1544224903451699,7.355760558720942,0.5821440480082269
Fructose biosynthesis,0.40566236750303575,1.3931404119354653,0.3447024708471878,0.377745787673025,0.46604273744907515,15.712504445020206,0.733526050501624
"AXIN mutants destabilize the destruction complex, activating WNT signaling",0.40566236750303575,0.42664620157096916,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.32754668048964664,0.42336825622322805
Truncations of AMER1 destabilize the destruction complex,0.40566236750303575,0.4287036694369606,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.3216293195191614,0.42336825622322805
APC truncation mutants have impaired AXIN binding,0.40566236750303575,0.42664620157096916,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.32298818944862967,0.42336825622322805
AMER1 mutants destabilize the destruction complex,0.40566236750303575,0.4287036694369606,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.3254668464910855,0.42336825622322805
AXIN missense mutants destabilize the destruction complex,0.40566236750303575,0.4282645668527017,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.32293185657813095,0.42336825622322805
truncated APC mutants destabilize the destruction complex,0.40566236750303575,0.42664620157096916,3.1982478484509675,0.3126159580914196,0.9700867598076515,0.3228708924481095,0.42336825622322805
Signaling by Leptin,0.40566236750303575,0.9580043355188875,3.997753867281877,1.4480285314127088,0.33090282988291575,4.6863012559539134,0.30210986245475036
Glycogen storage disease type XV (GYG1),0.40566236750303575,0.6635767503826286,2.2215124603331935,0.5911725083047258,0.527678915591739,0.4196211265906492,0.3771440872197063
Glycogen storage disease type 0 (muscle GYS1),0.40566236750303575,0.6647834081114088,2.2215124603331935,0.5911725083047258,0.527678915591739,0.4192272055542439,0.3771440872197063
Signaling by PDGF,0.40566236750303575,1.0252185178108288,0.44760012227184487,0.34674817829741156,0.39905011322511413,0.368588559785275,0.4142608008175728
Nectin/Necl  trans heterodimerization,0.40566236750303575,3.4374885248837974,0.32785977349165224,0.7353608976712633,1.2733715069187423,4.394963713293358,0.6610651978435463
Disinhibition of SNARE formation,0.40566236750303575,0.3574248285523114,1.046699115950008,0.31406405192142334,0.3173741087992055,11.50520057634918,0.407406389455293
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.40566236750303575,0.4722213486251765,0.3893800794449208,0.33076588586426786,0.46307898005524417,3.923035813526768,0.6528040775247415
Metabolism of amino acids and derivatives,0.40566236750303575,0.37006877479975736,2.0905433806200837,0.3325403897478307,0.41448711839950864,0.37290095351734176,0.30140174343264736
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.40566236750303575,0.6647834081114088,1.0457119723944153,0.33076588586426786,1.5936404179773933,0.7014666988260903,0.7851370291923028
Neurofascin interactions,0.40566236750303575,0.42664620157096916,0.42930046667704547,0.3437038982314047,0.309485958428037,2.194959953639507,0.4451689268004882
Pyruvate metabolism and Citric Acid (TCA) cycle,0.40566236750303575,0.4704952658544049,0.4184266117439857,0.6258901234504047,0.3870252422407141,0.5855767082177609,0.9459000973953219
Adenylate cyclase inhibitory pathway,0.40566236750303575,1.6234368602203797,0.6954613867268864,2.701288333039153,0.3596116978725305,0.31320496081533733,0.8827679954541124
Toll Like Receptor 5 (TLR5) Cascade,0.40566236750303575,0.35920048145956207,0.3555486937484534,0.35029391295384826,0.3878557097031892,3.6072656212250678,0.835661366585595
Toll Like Receptor 10 (TLR10) Cascade,0.40566236750303575,0.35920048145956207,0.35679524085336084,0.35029391295384826,0.3878557097031892,3.6036780081089117,0.835661366585595
MyD88 cascade initiated on plasma membrane,0.40566236750303575,0.35920048145956207,0.3558035714122766,0.35029391295384826,0.3878557097031892,3.5989982229271007,0.835661366585595
Oncogenic MAPK signaling,0.4046878515662838,0.44227409954858976,0.3250517133931485,0.3982477183879782,0.3930620478961559,1.422546566159393,0.7894561349494562
Regulation of IFNG signaling,0.404032560749374,1.735693857640123,0.4025656901473546,0.3650347392099042,0.4568434061507975,15.105452284577646,0.4202842483742765
Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI),0.4039021735325588,0.335679965916088,0.31359819244321246,0.705511909338242,0.3579344012903948,0.44247352131450385,0.48461147630346635
Chylomicron clearance,0.40251668648019484,0.41290127346215383,1.38667776874908,0.4418295694739119,0.39038004325082587,0.8263834887544206,0.6356431186024428
"Platelet activation, signaling and aggregation",0.4019379621580925,0.9298499352260549,0.303560678055002,0.3325403897478307,0.4230668344807249,20.460109989208988,0.32033762313035097
SHC-related events triggered by IGF1R,0.4019379621580925,0.40594021400370056,0.5598419159187361,0.3080921799812407,0.4600656983852384,5.446854480356375,0.30278431678447215
Tie2 Signaling,0.400753811137836,0.36635055077698886,0.4749916668147012,0.33076588586426786,0.40718870703242366,6.541628186078742,0.308296847623706
ERKs are inactivated,0.40034179569430217,0.3849420497242914,0.4006555134148983,0.31841077660680056,0.5083933684885967,0.3574017195751895,0.7894561349494562
Chylomicron remodeling,0.40034179569430217,0.6814840591522768,0.635581851585902,1.2681139190390445,0.34036313436926297,6.302997899720761,0.3053571718161827
Glycogen storage disease type 0 (liver GYS2),0.40034179569430217,0.6057430516997634,0.305213053589809,0.32251408316460084,0.44791025995972467,0.3415055629469134,0.524487786605735
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,0.40034179569430217,2.4625761311928502,0.41956605747469905,0.3422103115192674,0.3048829408641261,3.316505679422963,0.4907634214351237
PTK6 Expression,0.40030112449132843,1.0781114833954044,0.8961538904271407,1.0236276775483446,0.3526887355210798,10.934139673469778,0.5589736450407938
Signaling by FGFR,0.39889445139148394,0.4568509509375958,0.7920089246391555,0.31406405192142334,0.46604273744907515,3.1404264108880975,0.8228463500804807
O-linked glycosylation,0.39754955182818286,1.1748893768529147,0.38282902956393544,0.31406405192142334,0.30727400984706355,12.950657369385317,0.407406389455293
Negative regulation of NMDA receptor-mediated neuronal transmission,0.39754955182818286,0.4889791746852051,0.5344971012727258,0.3650347392099042,0.4922774409171271,0.577877386981101,1.0160871335774175
IRF3 mediated activation of type 1 IFN,0.39709152399152675,0.49560216108625066,0.34859250582289314,0.76113102934981,0.3406778699477704,0.990687444802406,1.0412053551645464
Glyoxylate metabolism and glycine degradation,0.3969103537429907,0.8940666968669725,1.6244024224425646,0.5249329557053981,0.3995895231369183,2.0822107684272098,0.840328650744141
rRNA modification in the mitochondrion,0.396104618501349,0.3288714815669623,0.32647593032412203,0.3650347392099042,0.4922774409171271,0.3192790629485942,0.3964586792852122
Transport of Mature mRNA derived from an Intron-Containing Transcript,0.396104618501349,0.6647834081114088,0.34908460054916557,0.4915927998890666,0.31007215312172287,1.0725968759492719,1.3679177540298713
Transport of nucleotide sugars,0.396104618501349,1.0493715008863531,0.5751107773901672,0.43876316452186465,0.9258948420412892,3.1658902802952764,0.37280274102346656
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,0.396104618501349,0.44227409954858976,0.5324872435739907,0.43876316452186465,0.3428098457950947,13.046237968603174,0.38185231763536315
L1CAM interactions,0.396104618501349,0.44227409954858976,0.7048185160474496,0.3437038982314047,0.3995895231369183,6.875005386253457,0.6581274086562343
Neddylation,0.395455011980579,0.4865631200748303,0.45268484869156644,0.6258901234504047,0.3268549665312211,0.3103447385530826,0.835661366585595
Major pathway of rRNA processing in the nucleolus and cytosol,0.3950768909633481,0.5502822871549383,1.6632405913404489,0.3829042881126236,0.3526887355210798,0.39042363791757667,0.4789668680596186
ER Quality Control Compartment (ERQC),0.3950768909633481,1.2475232870613497,0.315156142738559,0.3420941592907077,0.3403722694613229,0.9255957173680583,0.3339914247453728
Competing endogenous RNAs (ceRNAs) regulate PTEN translation,0.3950768909633481,0.36978355998977036,1.1414628619801344,0.31530666513839,1.3203638675247311,1.8672849157305274,0.3430923438252329
Autophagy,0.3950768909633481,0.3084182102447057,2.327592567038787,0.34136385196102015,0.46307898005524417,0.4894825582232805,0.8041780445507646
Passive transport by Aquaporins,0.3950768909633481,0.44958607382897975,0.881547846242276,1.6513812699050285,0.5711048610774675,0.3579689569331922,0.37305113399862033
Removal of aminoterminal propeptides from gamma-carboxylated proteins,0.3950768909633481,2.7160177327246107,0.575263587843148,4.356080708524251,0.39747173130224506,7.823012461417385,0.8562355265640327
Defective Mismatch Repair Associated With MSH6,0.3950768909633481,0.3967816616170723,0.4436106224480402,0.5469572720316332,0.32105703697341575,0.6779107066011041,0.31121836284089055
Retrograde neurotrophin signalling,0.3950768909633481,0.7478709676371822,0.8645126781004379,0.3443190357076741,0.4678322173768862,0.5030312170643955,0.9054722564674282
Advanced glycosylation endproduct receptor signaling,0.3950768909633481,0.34217341397470546,0.4078232894250155,0.5249329557053981,0.6268770203742214,0.6337165058381581,0.8149431381008009
Activated NOTCH1 Transmits Signal to the Nucleus,0.3950768909633481,3.763623474569911,0.47992739809421436,2.0846844614916122,0.503297718351231,0.30127484860782244,0.4050242900289189
Regulation of IFNA signaling,0.3950768909633481,0.5958405955947986,1.1245221160381826,0.4415610954081585,0.33009365439750643,1.8649166538357655,0.6418948527658123
Scavenging by Class F Receptors,0.3950768909633481,0.44227409954858976,0.976741200736459,0.43876316452186465,0.7178384517078952,2.027490098110263,0.34172676359291504
Influenza Infection,0.3950768909633481,0.7073571356562612,1.601152766557623,0.3882055423397355,0.35572702819960916,0.3771946739804458,0.5493973894432082
Activation of BMF and translocation to mitochondria,0.3950768909633481,0.3329354557992007,0.7424708888969269,0.3210783391967535,0.35572702819960916,1.0617169010849596,0.40612289985209954
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,0.3950768909633481,0.4165866033279961,0.3298726968190105,0.3245825806109189,0.8828941492526364,1.7453427775329715,0.7742492812286947
TRP channels,0.3950768909633481,0.9478742831410917,0.9554868026800502,0.5249329557053981,0.32609104482748225,4.991773478624107,0.4096669222936567
Signaling by FGFR2,0.3950768909633481,0.31357464865337414,0.6375001040637239,0.31413695775263856,0.4816455927234183,1.878664206246968,0.8773674832437431
Regulation of TP53 Activity through Association with Co-factors,0.3950768909633481,0.40594021400370056,0.6268323707182167,0.4260924814956729,2.092337213967815,3.2919885040199457,0.6335700888084683
SMAD2/3 Phosphorylation Motif Mutants in Cancer,0.3950768909633481,1.5198387418049517,0.35938923169648856,0.3487203984239904,0.48519177130751556,3.235837050451704,2.9687956898970036
TGFBR1 KD Mutants in Cancer,0.3950768909633481,1.5198387418049517,0.35938923169648856,0.3487203984239904,0.48519177130751556,3.2295686005081636,2.9687956898970036
Recycling of eIF2:GDP,0.3950768909633481,0.4649278207945483,2.837899007066346,0.3447637417649204,0.3688718008191216,0.515389241816586,0.6159039724018529
Vitamin B5 (pantothenate) metabolism,0.3950768909633481,0.5471840327551817,0.3067355046319822,0.34136385196102015,0.6434216761895352,0.7147590304326298,0.4035465053043327
Recycling of bile acids and salts,0.3950768909633481,0.6377133922155797,0.3876373484933439,0.572816478171747,0.48810331054802825,2.4970512362671964,0.41045368696769297
CRMPs in Sema3A signaling,0.3950768909633481,2.627832216398577,1.38667776874908,1.21513744811822,0.5673785960441142,14.069775749271786,1.4979303073882309
Influenza Life Cycle,0.3950768909633481,0.6286195179544306,1.601152766557623,0.39517996670325606,0.3544577274165331,0.41942378958394455,0.5894322709300865
Defective DHDDS causes retinitis pigmentosa 59,0.3950768909633481,0.4780077744234615,0.420232266672448,0.3102101914981953,0.4922774409171271,0.562590344281898,0.30327326205566785
G beta:gamma signalling through PI3Kgamma,0.3950768909633481,0.3942103998739486,1.3517122728477329,0.30305959381463715,0.31962607714895586,7.539506135179759,0.41045368696769297
Diseases of Mismatch Repair (MMR),0.3950768909633481,0.8743188457595599,0.32913286035781397,0.4182659752589027,1.019722641610648,0.7664312198836875,0.6881236344388623
TGFBR2 MSI Frameshift Mutants in Cancer,0.3950768909633481,0.5023596675057564,0.5324872435739907,0.8441553987046646,0.32609104482748225,4.026709694881064,0.9232147988333708
RNA Polymerase II Transcription Initiation And Promoter Clearance,0.3950768909633481,1.2070420459358313,0.9688052982165744,0.31115332345832336,0.5295887881996647,1.149528044216467,0.41506662585993187
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,0.3950768909633481,1.2070420459358313,0.976741200736459,0.31115332345832336,0.5295887881996647,1.130093065857815,0.41506662585993187
HIV Transcription Initiation,0.3950768909633481,1.2070420459358313,0.9693182356565829,0.31115332345832336,0.5295887881996647,1.2006173754914615,0.41506662585993187
RNA Polymerase II Transcription Initiation,0.3950768909633481,1.2070420459358313,0.976741200736459,0.31115332345832336,0.5295887881996647,1.1583463879452527,0.41506662585993187
RNA Polymerase II Promoter Escape,0.3950768909633481,1.2070420459358313,0.976741200736459,0.31115332345832336,0.5295887881996647,1.1065860715004179,0.41506662585993187
RNA Polymerase II HIV Promoter Escape,0.3950768909633481,1.2070420459358313,0.976741200736459,0.31115332345832336,0.5295887881996647,1.1073654115353095,0.41506662585993187
Defective CHST3 causes SEDCJD,0.3950768909633481,1.2353700819667441,0.3723682965423961,0.43876316452186465,0.36484763958068267,0.3648142870288305,0.3132111505771214
Calnexin/calreticulin cycle,0.3950768909633481,1.2746557905721092,0.32151274911244904,0.343385356993523,0.33464492060269224,0.9577535010919698,0.3380295134915102
PI-3K cascade:FGFR4,0.3950768909633481,0.34832102718005886,0.30393187118877896,0.47238547201195186,0.44137972928706687,1.9275461468890194,0.3132075258668126
Formation of Fibrin Clot (Clotting Cascade),0.3950768909633481,3.33734735977016,0.42124450577976863,2.5573346414767126,0.464862516561721,14.828359119570639,0.7287620608750683
PI-3K cascade:FGFR2,0.3950768909633481,0.33492726480858154,0.635581851585902,0.3829042881126236,0.4286345734360943,2.224494667675875,0.30327326205566785
Stimulation of the cell death response by PAK-2p34,0.3950768909633481,0.7523147664214483,0.8588683559397293,1.4220796978313226,0.3644539180528775,0.5267259351850471,0.5389808784678136
Calcineurin activates NFAT,0.3950768909633481,0.4237924916712859,0.3568385564651765,0.6289010746094694,0.30588152580203243,2.3481735735922826,0.3339914247453728
Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,0.3950768909633481,0.4525828878860327,0.5324872435739907,0.5169762739575535,4.321508426507926,0.34025307237221253,0.3638217144164597
Diseases of Programmed Cell Death,0.3950768909633481,0.45170173892667825,0.5324872435739907,0.5169762739575535,4.321508426507926,0.3425730091681411,0.3638217144164597
Regulation of expression of SLITs and ROBOs,0.3950768909633481,0.6180023629967516,1.640818869757907,0.3882055423397355,0.39388368066610474,0.5161085483543325,0.4907634214351237
Phosphate bond hydrolysis by NTPDase proteins,0.3950768909633481,0.3513971844420395,0.36462496992449495,0.3255019865854036,0.4032389429787774,5.944884229801238,0.8827679954541124
Binding and Uptake of Ligands by Scavenger Receptors,0.3950768909633481,1.1957209721612054,0.42795042952494766,0.5942974711865674,0.39388368066610474,8.513412401868273,0.3214871804476803
Constitutive Signaling by AKT1 E17K in Cancer,0.3950768909633481,0.45480631266144167,3.1405043605336984,0.5169762739575535,0.39905011322511413,1.9510191105841257,0.4194491032882095
Intrinsic Pathway of Fibrin Clot Formation,0.3950768909633481,3.6356032699687737,0.3023574363977029,2.7454922200815037,0.4922774409171271,14.330545822758191,0.6458463814943198
Defective DPM3 causes DPM3-CDG (CDG-1o),0.3950768909633481,1.1957209721612054,0.30285818257052505,0.46702199825184637,0.5371377503772764,0.34511694340522453,0.36861502638653476
Synthesis of dolichyl-phosphate mannose,0.3950768909633481,1.1957209721612054,0.30285818257052505,0.46702199825184637,0.5371377503772764,0.35225730607504624,0.36861502638653476
Defective DPM1 causes DPM1-CDG (CDG-1e),0.3950768909633481,1.1957209721612054,0.30285818257052505,0.46702199825184637,0.5371377503772764,0.35225730607504624,0.36861502638653476
Defective DPM2 causes DPM2-CDG (CDG-1u),0.3950768909633481,1.1957209721612054,0.30285818257052505,0.46702199825184637,0.5371377503772764,0.3532740860433108,0.36861502638653476
TP53 Regulates Transcription of Caspase Activators and Caspases,0.3950768909633481,0.6693509375785416,0.30799664250904074,0.3882055423397355,0.4678322173768862,10.69849522238519,0.6327288133593858
Signaling by plasma membrane FGFR1 fusions,0.3950768909633481,0.329438302716724,0.36462496992449495,0.36652313218106886,0.31789121115518215,1.8252490674499904,0.7931598279162857
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.3950768909633481,0.30251216144429616,0.3454442754314421,0.31399534381118044,0.37542273634637263,0.5715793833595479,0.4907634214351237
NRAGE signals death through JNK,0.3950768909633481,2.59146225548435,0.4294103145632599,0.47993174217327034,0.38786620014892764,0.7769861710291703,0.9165669597390453
Phase II - Conjugation of compounds,0.3950768909633481,0.4165866033279961,0.4280704223268385,0.31406405192142334,0.3579344012903948,3.280611626803726,0.724835672627741
Digestion of dietary lipid,0.3950768909633481,0.33334886919344947,3.611911439637327,0.34136385196102015,0.30835341746858486,0.3060187352275592,1.6545006901286436
IRE1alpha activates chaperones,0.3950768909633481,0.3128507621405376,0.3908678274731924,0.5759601047469928,0.33090282988291575,1.1832185811672804,1.2963238624775504
Beta-catenin phosphorylation cascade,0.3950768909633481,0.3568317471571929,3.3689379855624186,0.30669080019090855,0.5430615824599225,0.3870450312293541,0.3300029921200408
"Incretin synthesis, secretion, and inactivation",0.3950768909633481,0.7785104767935921,1.1133984767203553,0.3220926025195848,0.30727400984706355,0.52618238607373,0.8250041588610945
TRAIL  signaling,0.3950768909633481,1.4192443995431239,0.4417499750058027,0.31894873917892935,0.5086869637610029,2.057986031441756,0.681666579895887
Metabolism of porphyrins,0.3950768909633481,0.8217754390035673,0.4078232894250155,0.3650347392099042,0.3143301276532784,3.1018616202733975,0.3548492432744763
Asparagine N-linked glycosylation,0.3950768909633481,0.6286195179544306,1.8123215302691926,0.31530666513839,0.31949868413317944,0.4084700105730593,0.8773674832437431
Signaling by NTRK2 (TRKB),0.3950768909633481,0.4844203014957389,0.4495216822883339,0.32419694754339456,0.3633730589305005,6.356760590899136,0.35060770709332645
RNF mutants show enhanced WNT signaling and proliferation,0.39399437186053493,0.6065267598638269,0.309064805715866,0.44624348544046666,0.35412509442273316,0.4943307825165808,0.6183498884948516
Nitric oxide stimulates guanylate cyclase,0.3938497357857748,4.000913487160708,0.688742865874096,3.1434906192951186,0.4961160243421622,8.023709838082967,0.45869795573672106
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",0.39380288994960766,0.8174724816011347,1.1444589571021906,0.31530666513839,0.3117357675389041,0.5354404663650941,0.8773674832437431
Nicotinate metabolism,0.39172945702085227,0.9914712729302527,0.37298008040741326,0.3126159580914196,0.32609104482748225,11.302329857784535,0.6325044115857846
Organic anion transporters,0.39172945702085227,0.3846844748472291,0.5139219008939024,0.3611233228465502,0.49116807990926176,0.5267259351850471,0.6947552886664741
Loss of Function of SMAD2/3 in Cancer,0.39172945702085227,0.48171906643276163,2.0818855055133905,0.37747649060750316,0.39747173130224506,5.036737662243963,0.30327326205566785
GDP-fucose biosynthesis,0.39172945702085227,0.31074798657176295,3.404904272888638,0.3042841725125181,0.47284730767330124,0.3490217665997853,0.8562355265640327
Ub-specific processing proteases,0.39172945702085227,0.8089457552972312,0.3100447051507366,0.5249329557053981,0.34546485819109096,0.5482058020840839,0.6735399706328163
NR1H2 and NR1H3-mediated signaling,0.39172945702085227,0.5026538838841291,0.40117974676985085,0.3650347392099042,0.3750467161739743,1.3345835167450495,0.3214871804476803
Synthesis of wybutosine at G37 of tRNA(Phe),0.39090651390607295,1.9033899703674428,1.2429255262580305,0.306993657960793,0.8186494201520883,0.8603177214410571,0.30278431678447215
P2Y receptors,0.39090651390607295,0.7309316306346447,0.5379259100900974,0.3709227308533949,0.38265172548104504,14.828359119570639,1.0412053551645464
Protein repair,0.39090651390607295,2.2172797685053527,1.3177068122238578,1.9428847354625125,0.34546485819109096,3.176225879004835,1.8219241152147423
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.39090651390607295,0.6410788406347994,0.9997883350515873,0.5249329557053981,0.33804346695012677,0.5569295026410092,0.3320808124029601
Translation,0.39090651390607295,0.7002116702898259,1.8216625006064857,0.31192115786447305,0.6262904217556604,0.3128037813636436,0.3076442190334023
Signaling by NOTCH1 HD Domain Mutants in Cancer,0.39090651390607295,3.2716172437902653,0.6782734094637926,2.3010745934105237,0.39388368066610474,0.3116382470482525,0.3339914247453728
Constitutive Signaling by NOTCH1 HD Domain Mutants,0.39090651390607295,3.2716172437902653,0.6726351927830049,2.3010745934105237,0.39388368066610474,0.3100459980211467,0.3339914247453728
Activation and oligomerization of BAK protein,0.3904732202041985,0.44227409954858976,0.3120472218835457,0.43876316452186465,0.3878557097031892,0.7972542443836008,0.43535471842952167
Nef mediated downregulation of MHC class I complex cell surface expression,0.39046100273269463,0.36635055077698886,0.47249843169274436,0.3612650528179414,0.33606449374451247,8.505783603691476,0.30327326205566785
TRAF3-dependent IRF activation pathway,0.3891233894301402,0.36083064865015274,0.309630431123726,0.6749767897347282,0.3305068946426832,0.31320496081533733,0.48886822808994357
Protein ubiquitination,0.38817670717356156,0.9478742831410917,0.47249843169274436,0.4601884938048292,0.3617776672131687,0.9645294956863049,0.8834166517441732
Proline catabolism,0.38797585528355644,0.3757183321003118,4.789025524320968,0.3611233228465502,0.32105703697341575,0.32803652511541526,0.8041780445507646
XBP1(S) activates chaperone genes,0.3875895368678926,0.3019084411824866,0.40208779191294125,0.5629430550443278,0.3250503098954303,1.4967228785006002,1.2803811480665228
Influenza Viral RNA Transcription and Replication,0.3875895368678926,0.4707526078558774,1.5764763889007605,0.4104336832443274,0.35412509442273316,0.4453894116105747,0.6392842845145797
Fanconi Anemia Pathway,0.3875895368678926,1.0448064621071822,1.107463722206181,0.9455131812781673,0.4100207839026664,3.1031411801767597,0.4961867899499011
Effects of PIP2 hydrolysis,0.3860261584052686,0.4865631200748303,0.8982402024655524,0.36448308376227395,0.5335376455747342,4.717603682256229,1.962980715686428
Signaling by TGF-beta Receptor Complex in Cancer,0.383553850017861,0.33334886919344947,1.601152766557623,0.364921033899167,0.39348019837403847,4.833851115359662,0.30278431678447215
SLIT2:ROBO1 increases RHOA activity,0.3831840027012884,3.0845486535014746,0.3654298062240131,1.8856358301615992,0.4100207839026664,2.0274607574642776,0.376952193340189
IGF1R signaling cascade,0.3831840027012884,0.6617484213056293,3.9057777715988835,0.3613374324663735,0.42991052513511097,4.496494659836837,0.3295424384780366
Platelet Adhesion to exposed collagen,0.3831840027012884,0.3223732079441458,0.36205223052438384,0.5253880824403414,0.4548742652949877,0.35714818652014596,0.6656291978518204
FMO oxidises nucleophiles,0.3826550935457365,0.86492840468403,0.5934118635448844,0.42682770496819705,0.47165137748054003,10.38994822177135,0.37505891920805146
FOXO-mediated transcription,0.38122155233577215,0.4990868904375801,0.42930046667704547,0.3650347392099042,0.3544577274165331,1.8948637587701245,1.0160871335774175
Scavenging of heme from plasma,0.38122155233577215,1.0541204291117197,0.5307449236114135,0.539545243309265,0.36958739748870345,6.608490054273722,0.3076442190334023
Regulation of PTEN localization,0.38122155233577215,0.41806795621656884,0.4245259685578129,0.3682147422970047,0.31664847037086286,0.3438861959839347,0.3304570093946506
Regulation of innate immune responses to cytosolic DNA,0.38017444273378714,0.34832102718005886,0.7742604643688246,0.48672747625436297,0.4678322173768862,0.3438861959839347,0.30720226882815566
Glutamate and glutamine metabolism,0.38017444273378714,2.8914757315633093,0.365201457264225,0.6310656048251561,0.3544577274165331,8.296528437779303,0.6774530776185359
IRS-related events triggered by IGF1R,0.38017444273378714,0.6647834081114088,3.8930542202413028,0.35884559777347436,0.4279943921040301,4.462347243951488,0.3339914247453728
Regulation of lipid metabolism by PPARalpha,0.38017444273378714,0.32727728756408053,0.4969514674798406,0.34500762465330675,0.31196566254862607,2.9243429824305873,0.9042081426860522
Vitamins B6 activation to pyridoxal phosphate,0.37995201694231456,0.3984289558542966,0.5376639457883263,0.5715813973727314,0.41220733503505774,2.3389242144650004,0.3339914247453728
Metabolism of water-soluble vitamins and cofactors,0.3796560222397034,1.0660199883512147,0.318360075148565,0.3126159580914196,0.36576176048005177,19.08080111067024,0.30278431678447215
LGI-ADAM interactions,0.3796560222397034,0.4360038330702255,0.38785330057035605,0.41203329619384765,0.5102964310686829,0.38168290963949936,0.5589736450407938
VEGFA-VEGFR2 Pathway,0.3793986366607185,0.404962670869091,1.1835957247223,0.4023593491201172,0.3254196115175509,11.11888423026088,0.5090549805630498
Glycoprotein hormones,0.3785978532814921,0.7223072136687092,0.420232266672448,0.35599034238062593,0.4100207839026664,0.5132620363292312,0.835661366585595
Common Pathway of Fibrin Clot Formation,0.3785978532814921,2.2551113503826032,0.8587786741451935,1.2154317720910444,0.4600656983852384,10.230303180505874,0.4167269118765737
Hyaluronan biosynthesis and export,0.37782158707011787,0.4237924916712859,0.3553049188758015,0.47469060981478256,0.3410925762594708,0.38101212380010263,0.5369717484545595
The fatty acid cycling model,0.37782158707011787,0.4970792093307619,1.630194983722397,0.31406405192142334,0.4568434061507975,0.9388724361473307,0.9309321142074407
The proton buffering model,0.37782158707011787,0.4990868904375801,1.630194983722397,0.31406405192142334,0.4568434061507975,0.9347014830714063,0.9309321142074407
Mitochondrial Uncoupling Proteins,0.37782158707011787,0.4990868904375801,1.630194983722397,0.31406405192142334,0.4568434061507975,0.9314275676604127,0.9309321142074407
Physiological factors,0.377340827407297,0.7505610078797723,0.5911469635748099,0.6937434508944178,0.44137972928706687,0.6341364789215151,0.412405301182102
IRS-mediated signalling,0.377340827407297,0.4237924916712859,4.073126140390179,0.47238547201195186,0.36576176048005177,2.475100495403668,0.3720244309412155
Arachidonate production from DAG,0.377340827407297,0.5024478391730836,0.420232266672448,0.3650347392099042,0.46604273744907515,0.5498293131921658,0.30278431678447215
Formation of RNA Pol II elongation complex ,0.377340827407297,0.34102093398216465,1.640818869757907,0.3080921799812407,1.6483164290149783,0.3024878005931329,0.4907634214351237
RNA Polymerase II Transcription Elongation,0.377340827407297,0.3400535953279963,1.640818869757907,0.3080921799812407,1.6483164290149783,0.30366159142120064,0.4907634214351237
Signaling by Non-Receptor Tyrosine Kinases,0.377340827407297,0.5202675432027881,0.575773755872314,0.40379911789099066,0.3579344012903948,12.85414671490095,0.5436610858108966
Signaling by PTK6,0.377340827407297,0.5202675432027881,0.5852415517276394,0.40379911789099066,0.3579344012903948,12.85414671490095,0.5436610858108966
Deubiquitination,0.37717129019052653,0.4990868904375801,0.42815812995073405,0.4559949986150446,0.32105703697341575,0.3206775846649617,0.813886122704824
Peptide hormone biosynthesis,0.37717129019052653,0.636980768480068,0.39638736094386234,0.36448308376227395,0.4050863342454862,0.5141807909324911,0.8773674832437431
Metabolism,0.3767569382570585,0.35439750454658414,0.7989115501730805,0.35029391295384826,0.3340607822114115,3.407750430209095,0.820715626984824
Biosynthesis of DPAn-3 SPMs,0.3767569382570585,1.0470122881596666,0.4599877707140123,0.3255019865854036,0.4411296253389054,4.556598695553782,0.5493973894432082
Biosynthesis of DPA-derived SPMs,0.3767569382570585,1.0470122881596666,0.45844980036534233,0.3255019865854036,0.4411296253389054,4.556598695553782,0.5493973894432082
Arachidonic acid metabolism,0.3767569382570585,1.661575951901214,0.41734532609333624,0.31018523759686045,0.39388368066610474,21.77123629176299,0.6764776957944886
