full_name	-log10(pvalue)
Toxicity of botulinum toxin type F (BoNT/F)	0.19075716315483113
Toxicity of botulinum toxin type G (BoNT/G)	0.4701550375741166
Myogenesis	1.4181158865671513
Diseases of Immune System	0.5176912006650837
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	0.1277396849405605
DNA methylation	1.170208156188644
Uptake and function of diphtheria toxin	0.3095029255168081
Uptake and actions of bacterial toxins	0.1752937423880218
TCF7L2 mutants don't bind CTBP	1.2817297635070783
Misspliced GSK3beta mutants stabilize beta-catenin	2.065299790061949
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	0.4866172471252119
RNF mutants show enhanced WNT signaling and proliferation	7.337240803699099e-06
Glycogen storage disease type II (GAA)	0.41079928207891303
Caspase activation via extrinsic apoptotic signalling pathway	0.3867521127477403
TNFR1-induced proapoptotic signaling	0.9778479345017331
Programmed Cell Death	24.873003199738225
Regulation of TNFR1 signaling	0.4481282759177763
TNFR1-induced NFkappaB signaling pathway	0.6515390746890974
Hedgehog ligand biogenesis	12.9761321726587
Signaling by Hedgehog	8.901455107428387
Synthesis of diphthamide-EEF2	0.1106840923329491
Mismatch Repair	2.5996863589580688
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	2.8592836326576436
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	2.8222800642315606
S33 mutants of beta-catenin aren't phosphorylated	2.1877890330049916
S37 mutants of beta-catenin aren't phosphorylated	2.257967551672646
S45 mutants of beta-catenin aren't phosphorylated	2.31035722586413
T41 mutants of beta-catenin aren't phosphorylated	2.0989268171688074
Signaling by Retinoic Acid	2.884994273466625
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	13.83862027835324
Release of Hh-Np from the secreting cell	7.260196930748472e-06
RA biosynthesis pathway	0.7709063762428268
Mitochondrial translation initiation	23.772264365299545
Mitochondrial translation	26.164209332022605
Hh mutants abrogate ligand secretion	13.548181377921372
Mitochondrial translation elongation	23.18415224900649
Mitochondrial translation termination	22.032205841250093
Diseases of Mismatch Repair (MMR)	1.0640790870938183e-05
Aflatoxin activation and detoxification	0.07565033879625549
APC truncation mutants have impaired AXIN binding	1.8190217808042823
AXIN missense mutants destabilize the destruction complex	1.7735119604503196
Truncations of AMER1 destabilize the destruction complex	1.8124773364023046
Organic cation/anion/zwitterion transport	7.54937668785561e-06
XAV939 inhibits tankyrase, stabilizing AXIN	9.259032048518979e-06
Metabolism of lipids	4.9156128786928095
Phase 4 - resting membrane potential	0.2394781567371947
Phase 3 - rapid repolarisation	0.16576552173958947
Cardiac conduction	0.5708468402091471
Phase 0 - rapid depolarisation	0.5626344064823925
Phase 2 - plateau phase	0.08976668379636668
Transcriptional regulation by small RNAs	0.763839647815047
Physiological factors	0.1041553510140552
Ion homeostasis	2.3458043579677694
Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)	0.6566584836806878
Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)	1.1590992296985696
Metabolic disorders of biological oxidation enzymes	1.3822312192059205
PIWI-interacting RNA (piRNA) biogenesis	0.21832127934228152
Diseases associated with the TLR signaling cascade	0.4773558822908588
MyD88 deficiency (TLR2/4)	0.1082600221545246
TICAM1 deficiency - HSE	0.7005175982571308
TRAF3 deficiency - HSE	0.45500630309667855
MyD88 deficiency (TLR5)	0.6916783261140879
IkBA variant leads to EDA-ID	0.7513491932165843
IRAK4 deficiency (TLR5)	0.9993043037368643
IRAK4 deficiency (TLR2/4)	0.009553774480862368
Dectin-1 mediated noncanonical NF-kB signaling	13.981203535514144
CLEC7A (Dectin-1) induces NFAT activation	2.1167587873391187
CLEC7A (Dectin-1) signaling	18.216443938640726
Diseases associated with glycosylation precursor biosynthesis	3.7961618517502793
Degradation of GLI1 by the proteasome	13.438340908073119
Degradation of GLI2 by the proteasome	14.52829047077456
GLI3 is processed to GLI3R by the proteasome	14.617082549504897
Hedgehog 'off' state	10.166407577357829
Activation of anterior HOX genes in hindbrain development during early embryogenesis	2.1563760445301288
Cilium Assembly	1.2706073438590721
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)	0.02562798751676319
Defective CP causes aceruloplasminemia (ACERULOP)	0.0455116676692029
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	0.5515962650905665
ABC transporter disorders	12.522709605139163
SLC transporter disorders	0.3599081303178507
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	0.34180814257412345
Defective SLC3A1 causes cystinuria (CSNU)	8.881509115482228e-06
Disorders of transmembrane transporters	6.3425755520333835
Activation of HOX genes during differentiation	2.265531146805
Anchoring of the basal body to the plasma membrane	2.345041683966829
VxPx cargo-targeting to cilium	0.2045202041384079
Cargo trafficking to the periciliary membrane	0.37839315246578453
BBSome-mediated cargo-targeting to cilium	0.009924470264870129
Intraflagellar transport	0.4088607309933311
Dectin-2 family	0.025010766808727332
C-type lectin receptors (CLRs)	15.01192028507
CD209 (DC-SIGN) signaling	1.0689353984528132
Trafficking of myristoylated proteins to the cilium	0.17005463930599546
ARL13B-mediated ciliary trafficking of INPP5E	1.1597122100684567
RHO GTPases activate PKNs	4.7770660904851
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.12527531216299964
RHO GTPases activate CIT	4.065205100848348
RHO GTPases activate KTN1	0.8817921169573062
RHO GTPases activate IQGAPs	2.720500665579534
TNFR1-mediated ceramide production	0.1958988587768504
RHO GTPases regulate CFTR trafficking	0.46428019220095196
RHO GTPases Activate ROCKs	4.546715708123844
RHO GTPases activate PAKs	2.3877711087825877
TP53 Regulates Metabolic Genes	15.63832683794559
Ligand-receptor interactions	0.06117878536314208
Hedgehog 'on' state	13.33863130670641
Defective Mismatch Repair Associated With MSH2	9.12088581673535e-06
Defective Mismatch Repair Associated With MSH6	9.201063707020605e-06
Regulation of TP53 Activity	7.884290487056167
TP53 Regulates Transcription of Cell Death Genes	5.731313017155328
Activation of SMO	0.2320559630002219
GLI proteins bind promoters of Hh responsive genes to promote transcription	0.21392273568627176
Constitutive Signaling by EGFRvIII	0.8891293670337255
Signaling by EGFRvIII in Cancer	0.8855536442174097
Signaling by Ligand-Responsive EGFR Variants in Cancer	1.0229921987399202
Signaling by Overexpressed Wild-Type EGFR in Cancer	0.3587321192538997
Inhibition of Signaling by Overexpressed EGFR	0.33831998827239745
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	0.3478119815729111
PCNA-Dependent Long Patch Base Excision Repair	4.5674323762924205
Fructose metabolism	8.606508629378938e-06
Fructose biosynthesis	0.016861063258183664
Vesicle-mediated transport	15.639221691384195
Lactose synthesis	0.6963838280741984
Phospholipase C-mediated cascade: FGFR1	0.19052513932564394
Phospholipase C-mediated cascade; FGFR3	7.494591614265418e-06
Downstream signaling of activated FGFR1	0.2614310720868583
SHC-mediated cascade:FGFR1	0.10066919784353567
PI-3K cascade:FGFR1	0.19536217216211862
FRS-mediated FGFR1 signaling	0.21782826429296778
PI-3K cascade:FGFR2	0.20295799736916809
Downstream signaling of activated FGFR2	0.001615973641813638
SHC-mediated cascade:FGFR2	0.302228765381579
FRS-mediated FGFR2 signaling	0.15059569751003798
SHC-mediated cascade:FGFR3	0.20103541382628765
FRS-mediated FGFR3 signaling	0.06586624046992595
Downstream signaling of activated FGFR3	0.09199510101502141
PI-3K cascade:FGFR3	0.11121830117536727
FRS-mediated FGFR4 signaling	0.10713529908252388
Downstream signaling of activated FGFR4	0.008303314037511032
SHC-mediated cascade:FGFR4	0.25026826911647343
PI-3K cascade:FGFR4	0.15606408476495723
Negative regulation of FGFR1 signaling	1.1068955292036717
Negative regulation of FGFR2 signaling	0.6436448411029423
Negative regulation of FGFR3 signaling	0.7845990713533578
Negative regulation of FGFR4 signaling	0.7716029297370693
Signaling by FGFR1	1.7806834958799889
Signaling by FGFR2	3.6820250578330564
Signaling by FGFR3	1.1422069149523797
Signaling by FGFR4	1.1973909870097907
Signaling by FGFR2 in disease	0.3729608268932021
Signaling by FGFR4 in disease	0.5879312978062474
Signaling by FGFR1 in disease	0.4984847298129631
Signaling by FGFR3 in disease	0.02407010142267218
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)	0.039548317892737044
Translesion synthesis by POLK	3.2799531665204196
Translesion synthesis by POLI	3.2031044584439354
Termination of translesion DNA synthesis	2.3607594961622
HHAT G278V abrogates palmitoylation of Hh-Np	6.8322314045598765e-06
Regulation of RAS by GAPs	15.732465835600589
FGFRL1 modulation of FGFR1 signaling	0.014450356686122223
MTF1 activates gene expression	9.420613544230137e-06
Response to metal ions	2.6855344101487026
CLEC7A/inflammasome pathway	1.7502851734984304
Defective SLC7A7 causes lysinuric protein intolerance (LPI)	0.7008958118953095
Defective SLC7A9 causes cystinuria (CSNU)	7.651432740500384e-06
Metallothioneins bind metals	3.0806054355361008
Formation of xylulose-5-phosphate	0.09570333248899034
Melanin biosynthesis	0.9276247988961447
Diseases of carbohydrate metabolism	0.2823794754756194
Diseases of signal transduction	21.303335507941757
Infectious disease	40.91373625193477
RHO GTPases Activate WASPs and WAVEs	3.009316695302795
RHO GTPases Activate Formins	10.983481801757916
RHO GTPases Activate Rhotekin and Rhophilins	1.8073004943697903
TNFR2 non-canonical NF-kB pathway	12.465448065427125
RHO GTPases Activate NADPH Oxidases	0.41840649364393445
Diseases of metabolism	0.4045771438690443
TNFs bind their physiological receptors	0.3374501435604548
RAF activation	2.19335702772055
RAF/MAP kinase cascade	11.78476511856327
MAP2K and MAPK activation	1.2347814406900202
Constitutive Signaling by AKT1 E17K in Cancer	2.986680759847726
Negative feedback regulation of MAPK pathway	0.07031114026662656
Negative regulation of MAPK pathway	1.3925017198206215
Regulation of necroptotic cell death	2.037941467479106
NIK-->noncanonical NF-kB signaling	13.800177356875778
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	1.2354441632057582
Protein repair	1.4684701043386246
Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia	0.6912510336272668
Defective CFTR causes cystic fibrosis	13.473346685134304
Defective ABCG5 causes sitosterolemia	9.223560670576172e-06
Defective ABCA1 causes Tangier disease	9.23144434650841e-06
LGI-ADAM interactions	0.153248560978747
MAPK family signaling cascades	16.249045013597136
Surfactant metabolism	0.6756638985913295
MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.43394082351537244
MAPK1/MAPK3 signaling	12.80418861530099
HDR through Single Strand Annealing (SSA)	0.7178507438270019
HDR through MMEJ (alt-NHEJ)	2.030443754303405
HDR through Homologous Recombination (HRR)	0.511558025851023
Regulation of TLR by endogenous ligand	0.4251957197124843
MAPK6/MAPK4 signaling	17.65574524258685
Deubiquitination	21.225794527760318
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)	0.041071559217243384
UCH proteinases	17.72707083161001
Josephin domain DUBs	3.3173163715463203
Ub-specific processing proteases	16.692939313363002
Ovarian tumor domain proteases	0.505576944376095
Metalloprotease DUBs	1.6941653069764255
CD22 mediated BCR regulation	0.645484456404392
DNA Double-Strand Break Repair	1.1343102319635732
Resolution of D-Loop Structures	0.265856228664069
Homology Directed Repair	1.7833426254173153
Sensing of DNA Double Strand Breaks	0.417172947299873
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.025774663930774523
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.7167010305227713
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	1.6669353227273853
Resolution of D-loop Structures through Holliday Junction Intermediates	0.22347132551945634
Nonhomologous End-Joining (NHEJ)	0.5615600324008614
Homologous DNA Pairing and Strand Exchange	0.36482747937792204
DNA Double Strand Break Response	0.6305717390350289
Processing of DNA double-strand break ends	3.038451832820943
Presynaptic phase of homologous DNA pairing and strand exchange	0.5936625260644517
Cargo concentration in the ER	1.5980842970864462
DNA Damage Recognition in GG-NER	4.68958018137383
Formation of Incision Complex in GG-NER	2.4034018380061584
Gap-filling DNA repair synthesis and ligation in GG-NER	2.5388964832479273
Nucleotide Excision Repair	8.950299608033962
Global Genome Nucleotide Excision Repair (GG-NER)	6.701622142779908
Dual Incision in GG-NER	2.4018145839619423
Post-translational protein modification	26.092593087459043
Deposition of new CENPA-containing nucleosomes at the centromere	3.792934522568884
Respiratory electron transport	28.445277157977127
Inflammasomes	1.4904029869841184
Highly sodium permeable acetylcholine nicotinic receptors	7.240178138153336e-06
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	9.516912192576093e-06
Highly calcium permeable nicotinic acetylcholine receptors	9.193531054653963e-06
RNA Polymerase II Pre-transcription Events	4.3363018205167645
Formation of TC-NER Pre-Incision Complex	3.6933354818780124
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	5.74681391998632
Dual incision in TC-NER	3.9395471295626203
Gap-filling DNA repair synthesis and ligation in TC-NER	4.686042512618783
tRNA modification in the nucleus and cytosol	0.9167882894177147
Fanconi Anemia Pathway	0.05063717152084131
Interleukin-6 family signaling	1.524379988770105
Interleukin-10 signaling	4.646824955845237
Glycine degradation	0.336299495103397
tRNA processing in the nucleus	1.2182156079816466
tRNA processing in the mitochondrion	1.4040762565532239
ERBB2 Regulates Cell Motility	1.0266798776268193
Interleukin-4 and Interleukin-13 signaling	10.64676438124459
tRNA modification in the mitochondrion	0.020706959646859896
GDP-fucose biosynthesis	0.9366614184553326
IL-6-type cytokine receptor ligand interactions	0.009725072988605433
rRNA modification in the nucleus and cytosol	0.15372934176923478
Major pathway of rRNA processing in the nucleolus and cytosol	19.041001818105983
TP53 Regulates Transcription of Cell Cycle Genes	5.327060186131718
Pentose phosphate pathway disease	0.6873812599985007
rRNA modification in the mitochondrion	9.545524950108876e-06
Neurexins and neuroligins	0.7726540060506225
Protein-protein interactions at synapses	1.2462960633802123
TP53 Regulates Transcription of DNA Repair Genes	1.67295951372101
Choline catabolism	0.09328635242728368
Neutrophil degranulation	22.744844725425754
Complex I biogenesis	16.616825818171673
Signaling by moderate kinase activity BRAF mutants	1.0361697744995415
Signaling by high-kinase activity BRAF mutants	0.7313995886727174
Signaling by RAS mutants	0.9651917396714538
Signaling by BRAF and RAF fusions	4.2582029706959466
RAS signaling downstream of NF1 loss-of-function variants	1.1348662960639642
Paradoxical activation of RAF signaling by kinase inactive BRAF	0.9926212910997512
Oncogenic MAPK signaling	4.993714042968805
Antimicrobial peptides	3.5755638943704033
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	2.684786070436765
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	3.557501155727125
TP53 Regulates Transcription of Caspase Activators and Caspases	0.12422573628137609
TP53 Regulates Transcription of Death Receptors and Ligands	2.7053867529176765
FGFR2 alternative splicing	2.9199696419303285
Ion influx/efflux at host-pathogen interface	0.7794070502867032
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	4.417833076389249
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.8678016131617902
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.925242854554649
Regulation of TP53 Expression	8.231062072066486e-06
Regulation of TP53 Activity through Phosphorylation	3.971891052320299
Regulation of TP53 Degradation	1.2389461147248904
Regulation of TP53 Activity through Acetylation	2.0041600176341956
Regulation of TP53 Activity through Association with Co-factors	2.4779527547938645
Regulation of TP53 Activity through Methylation	0.4093928540319207
Keratinization	10.372393333010942
Regulation of TP53 Expression and Degradation	1.1826649158090656
Metabolism of vitamin K	0.45828625873803364
Metabolism of fat-soluble vitamins	0.6837427946643541
Signaling by MET	4.1859346478909885
MET Receptor Activation	0.8139186349566881
Negative regulation of MET activity	0.09432578951564369
Cholesterol biosynthesis via desmosterol	1.0893667735530879
Cholesterol biosynthesis via lathosterol	1.0961695662862887
PTEN Regulation	14.742430800292595
RNA polymerase II transcribes snRNA genes	0.031067196414570532
COPI-mediated anterograde transport	5.30886699730775
Formation of the cornified envelope	11.829640227214812
COPI-dependent Golgi-to-ER retrograde traffic	3.0596507095035554
COPI-independent Golgi-to-ER retrograde traffic	2.742414883899155
Intra-Golgi traffic	1.3403605927361402
Retrograde transport at the Trans-Golgi-Network	0.056786302671294704
Intra-Golgi and retrograde Golgi-to-ER traffic	4.035406127340383
PI5P Regulates TP53 Acetylation	1.0245638911346064
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	2.651594684739715
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	1.5168311451011414
Glycerophospholipid catabolism	1.0765230497630124e-05
Assembly of the ORC complex at the origin of replication	9.7373379829463e-06
CDT1 association with the CDC6:ORC:origin complex	13.792619915195377
Assembly of the pre-replicative complex	16.023755236845805
Mitotic Prophase	2.7567667841594985
Mitotic Prometaphase	10.360908888191467
Mitotic Anaphase	25.823903145044575
Mitotic Telophase/Cytokinesis	0.7257989062487401
M Phase	21.119263696342948
G2 Phase	0.1902497015932022
Orc1 removal from chromatin	16.631201955768912
DNA replication initiation	7.41974235253534e-06
Activation of the pre-replicative complex	1.6275988268173183
DNA Replication Pre-Initiation	14.631342171329385
CDK-mediated phosphorylation and removal of Cdc6	13.928733768453467
Switching of origins to a post-replicative state	16.309586277499953
Polymerase switching	1.4789197807803076
Leading Strand Synthesis	1.5235862093398882
Removal of the Flap Intermediate	2.943641407644233
Processive synthesis on the lagging strand	3.5670270845671257
Lagging Strand Synthesis	3.7055088973514514
DNA strand elongation	6.204082561301709
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	9.471506194860669e-06
Cyclin E associated events during G1/S transition	15.681293843878006
G1/S-Specific Transcription	2.111918116953117
G1/S Transition	21.11520759903167
Cyclin D associated events in G1	3.96160128874895
G1 Phase	3.827874680064289
Synthesis of DNA	18.422368282024085
S Phase	21.286099369121214
Cyclin A/B1/B2 associated events during G2/M transition	4.867042805865929
G2/M Transition	21.13696422696607
Cell Cycle, Mitotic	32.73573965195166
DNA Replication	17.039343406719887
Dimerization of procaspase-8	1.8749114232294617
G2/M DNA damage checkpoint	3.411701984152502
G2/M Checkpoints	19.207155131308784
Stabilization of p53	13.273900662508202
Transcriptional activation of p53 responsive genes	0.8894742219932465
p53-Dependent G1 DNA Damage Response	13.837033677381532
p53-Dependent G1/S DNA damage checkpoint	13.820396496006282
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	13.896364542046042
p53-Independent DNA Damage Response	13.69739188464515
p53-Independent G1/S DNA damage checkpoint	13.674388394615143
G1/S DNA Damage Checkpoints	13.28320624207647
Mitotic Spindle Checkpoint	7.685774287513339
Cell Cycle Checkpoints	25.652995561386444
Cyclin A:Cdk2-associated events at S phase entry	15.721940521045209
Transcriptional  activation of  cell cycle inhibitor p21 	0.9281176197302405
Glycolysis	2.312907620216807
Glycogen breakdown (glycogenolysis)	0.47353300279259203
Gluconeogenesis	5.6846980482731295
Pyruvate metabolism	2.980016291589875
Glucose metabolism	3.9393501476935446
Galactose catabolism	1.7986866807976458
Urea cycle	0.5017227274318119
Proline catabolism	9.838800656765403e-06
Branched-chain amino acid catabolism	1.7442364610608654
Histidine catabolism	0.10211356961844736
Propionyl-CoA catabolism	9.579887241192275e-06
Lysine catabolism	0.8599278926283712
Tryptophan catabolism	0.2896940322647143
Carnitine synthesis	0.27734237738437806
Metabolism of amino acids and derivatives	21.93040385966598
Pentose phosphate pathway	4.068100382387295
Metabolism of carbohydrates	4.304378332624546
Citric acid cycle (TCA cycle)	5.836904383963683
Pyruvate metabolism and Citric Acid (TCA) cycle	7.268616349055868
mRNA Capping	1.0293068645410817
mRNA Splicing - Major Pathway	9.535665505954764
mRNA Splicing - Minor Pathway	5.528663465529107
mRNA Splicing	10.610128575736596
mRNA 3'-end processing	0.7086923948011785
mRNA Editing: C to U Conversion	0.6061717977328256
Transport of Mature Transcript to Cytoplasm	0.4170961575619605
Processing of Capped Intron-Containing Pre-mRNA	9.694701157093718
tRNA processing	1.9255815268320227
rRNA processing	20.19778272941348
Eukaryotic Translation Initiation	18.79877838506867
Translation initiation complex formation	3.9607847996451953
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	4.433507042626039
Formation of a pool of free 40S subunits	15.57512251489362
Formation of the ternary complex, and subsequently, the 43S complex	2.739219265578625
Ribosomal scanning and start codon recognition	4.674461435269178
GTP hydrolysis and joining of the 60S ribosomal subunit	16.983967649878487
Recycling of eIF2:GDP	1.080045816948553
Cap-dependent Translation Initiation	18.79171477020901
Eukaryotic Translation Termination	15.751045487678716
Translation	54.68997018726382
Pyrimidine salvage	1.3291277041125877
Pyrimidine catabolism	0.41461104443561486
RNA Polymerase I Promoter Opening	0.28919417413768145
RNA Polymerase I Transcription Initiation	0.23898444716032868
RNA Polymerase I Promoter Escape	0.22524494300330705
RNA Polymerase II Promoter Escape	3.0973977922772673
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	3.0446953808700483
RNA Polymerase III Chain Elongation	0.021345765806097934
Purine ribonucleoside monophosphate biosynthesis	0.46850494196537595
5-Phosphoribose 1-diphosphate biosynthesis	0.17060402898044918
RNA Polymerase I Promoter Clearance	0.2521005206528021
RNA Polymerase II Transcription Termination	1.316103872583201
RNA Polymerase II Transcription	25.923630082443296
RNA Polymerase I Transcription Termination	0.30168303884769593
RNA Polymerase I Transcription	0.275625171210401
Base Excision Repair	3.515542280325484
Chromosome Maintenance	6.826162002036917
Death Receptor Signalling	2.1343279087811715
DNA Damage Bypass	2.6928633029085853
DNA Repair	5.922717378988956
Depurination	0.358270502738654
Depyrimidination	0.1731355771021853
Base-Excision Repair, AP Site Formation	0.25737499821244497
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.6853339345505961
Resolution of Abasic Sites (AP sites)	3.5557632413327993
DNA Damage Reversal	1.0849452251446932
Reversal of alkylation damage by DNA dioxygenases	1.299067777583827
RNA Polymerase III Transcription Termination	0.37480055323968825
RNA Polymerase III Transcription	0.06623010063088997
Gene expression (Transcription)	25.00846519255799
Purine salvage	1.6166396536290815
Purine catabolism	2.280692280352424
IRS activation	1.1893942967366333
Signal attenuation	0.9378829302210352
Insulin receptor signalling cascade	0.2355748419445963
Signaling by Insulin receptor	0.25239956718967943
RNA Polymerase III Abortive And Retractive Initiation	0.05004833438864251
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	3.3705859419890833
Processing of Capped Intronless Pre-mRNA	0.3146831911307733
mRNA Editing	0.12523794063621824
Formation of the Editosome	0.5004666638099842
C6 deamination of adenosine	7.990864997077846e-06
Fatty acyl-CoA biosynthesis	0.49074690270641885
Activation, myristolyation of BID and translocation to mitochondria	0.381515778062874
Apoptotic execution phase	5.5074383832592035
FasL/ CD95L signaling	1.2786031516188394
TRAIL  signaling	1.9688445076852672
Dissolution of Fibrin Clot	2.3203810182934617
Ubiquitin-dependent degradation of Cyclin D	14.918600467223685
Synthesis of very long-chain fatty acyl-CoAs	0.03324006293375561
Platelet Adhesion to exposed collagen	1.3294911326531498
TNF signaling	0.21044951868486172
RNA Polymerase II Transcription Initiation	3.191256757359909
RNA Polymerase II Transcription Elongation	2.9480325522894777
Platelet activation, signaling and aggregation	10.796206090222029
Response to elevated platelet cytosolic Ca2+	4.5139414093571375
Platelet Aggregation (Plug Formation)	2.2445575022272948
RNA Polymerase II Transcription Initiation And Promoter Clearance	3.1579588552036317
RNA Polymerase III Transcription Initiation	0.34513830037647636
RNA Polymerase III Transcription Initiation From Type 1 Promoter	0.03922185014600454
RNA Polymerase III Transcription Initiation From Type 2 Promoter	0.009639359361584925
RNA Polymerase III Transcription Initiation From Type 3 Promoter	0.46695839478930384
RNA Pol II CTD phosphorylation and interaction with CE	1.3047177966472991
Utilization of Ketone Bodies	0.44154446686351645
Beta oxidation of myristoyl-CoA to lauroyl-CoA	6.943632582771614e-06
mitochondrial fatty acid beta-oxidation of saturated fatty acids	0.21077802554018335
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0.03565795275624425
Mitochondrial Fatty Acid Beta-Oxidation	0.478978478395477
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	9.335575970580227e-06
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	0.9154412003552459
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0.707960387506371
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0.9422650352307335
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0.9185147085641053
Beta oxidation of butanoyl-CoA to acetyl-CoA	0.9211461611831948
Insulin receptor recycling	0.439790638294583
Nucleosome assembly	3.797745450501621
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0.883962472380222
Processing of Intronless Pre-mRNAs	0.21740164079685187
Transport of fatty acids	0.12560797487743305
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	1.1890868739116143
The NLRP1 inflammasome	0.24172958562429214
The NLRP3 inflammasome	1.681146953751866
The AIM2 inflammasome	1.1896472267048832
The IPAF inflammasome	0.6905817630076186
Interferon gamma signaling	4.4741937846328295
Regulation of IFNG signaling	2.137462565144733
Advanced glycosylation endproduct receptor signaling	0.7787247205920385
Transport of organic anions	0.6261782330751824
Gastrin-CREB signalling pathway via PKC and MAPK	1.046387869151601
Synthesis of PIPs in the nucleus	0.36852193082045986
ERBB2 Activates PTK6 Signaling	1.0225837720401176
Signaling by PTK6	5.151139629377427
Threonine catabolism	9.35768988293472e-06
PTK6 Regulates Proteins Involved in RNA Processing	1.0516488139553533
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	0.03632316492899743
PTK6 Regulates Cell Cycle	1.8314180868081793
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	2.019543516225976
PTK6 Expression	2.037286166621725
Synaptic adhesion-like molecules	0.5121900764207526
Phosphate bond hydrolysis by NTPDase proteins	9.79145951752485e-06
Butyrophilin (BTN) family interactions	0.15121117903331424
Signaling by FGFR2 IIIa TM	0.6886243398166164
MET activates RAS signaling	0.0334550302312704
MET activates PI3K/AKT signaling	0.170222424880357
Protein ubiquitination	4.945700055396679
The role of GTSE1 in G2/M progression after G2 checkpoint	16.57857745019859
Signaling by MST1	0.9439217263959438
Signaling by FGFR3 fusions in cancer	0.6351876103674592
Signaling by plasma membrane FGFR1 fusions	0.4531105965404726
Signaling by FGFR3 point mutants in cancer	0.0066976740917892704
Lysosomal oligosaccharide catabolism	0.18883970047315976
RET signaling	0.03841281713885185
Transcriptional Regulation by VENTX	3.6827442911604664
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	13.717130782406658
TBC/RABGAPs	0.3199595096160571
AURKA Activation by TPX2	4.018292475359004
Interaction between PHLDA1 and AURKA	0.6486970111150974
Interleukin-20 family signaling	1.151510657486392
Golgi-to-ER retrograde transport	4.672458580013853
Cargo recognition for clathrin-mediated endocytosis	2.7945038021284936
Clathrin-mediated endocytosis	6.7036854645094985
PTK6 promotes HIF1A stabilization	2.1081872502608903
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	2.7805259400218607
Neurodegenerative Diseases	2.7742225532221703
Downregulation of ERBB2 signaling	0.7953428045616067
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	4.298788187863557
MET activates PTPN11	0.15430694763275468
Reelin signalling pathway	0.5339259975160346
VLDL assembly	0.22279006811731034
VLDLR internalisation and degradation	2.6921889173147626
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	3.0749024251055697
E3 ubiquitin ligases ubiquitinate target proteins	2.7580536383829486
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	1.984658343570533
